year,title,role,rank,person,gender,gender_conf
2006,John Tucker Must Die,starring,4,Sophia Bush,female,0.9987
2006,Stranger Than Fiction,director,1,Marc Forster,male,0.9959
2006,Stranger Than Fiction,starring,1,Will Ferrell,male,0.9924
2006,Stranger Than Fiction,starring,2,Emma Thompson,female,0.9979
2006,Stranger Than Fiction,starring,3,Dustin Hoffman,male,0.9928
2006,Stranger Than Fiction,starring,4,Queen Latifah,female,0.9977
2006,The Illusionist,director,1,Neil Burger,male,0.9964
2006,The Illusionist,starring,1,Edward Norton,male,0.9957
2006,The Illusionist,starring,2,Jessica Biel,female,0.9968
2006,The Illusionist,starring,3,Paul Giamatti,male,0.996
2006,The Illusionist,starring,4,Rufus Sewell,male,0.9965
2006,The Texas Chainsaw Massacre: The Beginning,director,1,Jonathan Liebesman,male,0.9954
2006,The Texas Chainsaw Massacre: The Beginning,starring,1,Jordana Brewster,female,1
2006,The Texas Chainsaw Massacre: The Beginning,starring,2,Matt Bomer,male,0.9997
2006,The Texas Chainsaw Massacre: The Beginning,starring,3,Diora Baird,female,1
2006,The Texas Chainsaw Massacre: The Beginning,starring,4,Taylor Handley,female,0.7543
2006,The Grudge 2,director,1,Takashi Shimizu,male,1
2006,The Grudge 2,starring,1,Amber Tamblyn,female,0.9975
2006,The Grudge 2,starring,2,Edison Chen,male,0.9915
2006,The Grudge 2,starring,3,Arielle Kebbel,female,0.9981
2006,The Grudge 2,starring,4,Sarah Michelle Gellar,female,0.9971
2006,Gridiron Gang,director,1,Phil Joanou,male,0.9976
2006,Gridiron Gang,starring,1,Dwayne Johnson,male,0.9935
2006,Gridiron Gang,starring,2,Xzibit,NA,NA
2006,Gridiron Gang,starring,3,L. Scott Caldwell,NA,NA
2006,Gridiron Gang,starring,4,Leon Rippy,male,0.9931
2006,Last Holiday,director,1,Wayne Wang,male,0.9959
2006,Last Holiday,starring,1,Queen Latifah,female,0.9977
2006,Last Holiday,starring,2,LL Cool J,NA,NA
2006,Last Holiday,starring,3,Timothy Hutton,male,0.9957
2006,Last Holiday,starring,4,Giancarlo Esposito,male,1
2006,The Nativity Story,director,1,Catherine Hardwicke,female,0.9973
2006,The Nativity Story,starring,1,Keisha Castle-Hughes,female,0.9981
2006,The Nativity Story,starring,2,Shohreh Aghdashloo,NA,NA
2006,The Nativity Story,starring,3,Oscar Isaac,male,0.9939
2006,The Nativity Story,starring,4,Hiam Abbass,NA,NA
2006,Man of the Year,director,1,Barry Levinson,male,0.9955
2006,Man of the Year,starring,1,Robin Williams,female,0.877
2006,Man of the Year,starring,2,Laura Linney,female,0.997
2006,Man of the Year,starring,3,Lewis Black,male,0.9939
2006,Man of the Year,starring,4,Christopher Walken,male,0.995
2006,The Wild,director,1,Steve 'Spaz' Williams,male,0.9961
2006,The Wild,starring,1,Kiefer Sutherland,male,1
2006,The Wild,starring,2,Jim Belushi,male,0.9966
2006,The Wild,starring,3,Eddie Izzard,male,0.9532
2006,The Wild,starring,4,Janeane Garofalo,female,1
2006,16 Blocks,director,1,Richard Donner,male,0.9963
2006,16 Blocks,starring,1,Bruce Willis,male,0.9965
2006,16 Blocks,starring,2,Yasiin Bey,male,1
2006,16 Blocks,starring,3,David Morse,male,0.9963
2006,16 Blocks,starring,4,Jenna Stern,female,0.9983
2006,Accepted,director,1,Steve Pink,male,0.9961
2006,Accepted,starring,1,Justin Long,male,0.9947
2006,Accepted,starring,2,Jonah Hill,male,0.9902
2006,Accepted,starring,3,Blake Lively,male,0.9642
2006,Accepted,starring,4,Adam Herschman,male,0.9959
2006,The Sentinel,director,1,Clark Johnson,male,0.9969
2006,The Sentinel,starring,1,Michael Douglas,male,0.9947
2006,The Sentinel,starring,2,Kiefer Sutherland,male,1
2006,The Sentinel,starring,3,Kim Basinger,female,0.8454
2006,The Sentinel,starring,4,Eva Longoria,female,0.9963
2006,Smokin' Aces,director,1,Joe Carnahan,male,0.9745
2006,Smokin' Aces,starring,1,Jeremy Piven,male,0.9943
2006,Smokin' Aces,starring,2,Ryan Reynolds,male,0.9768
2006,Smokin' Aces,starring,3,Ray Liotta,male,0.984
2006,Smokin' Aces,starring,4,Joseph Ruskin,male,0.9958
2006,Children of Men,director,1,Alfonso Cuarón,male,0.997
2006,Children of Men,starring,1,Julianne Moore,female,1
2006,Children of Men,starring,2,Clive Owen,male,1
2006,Children of Men,starring,3,Chiwetel Ejiofor,NA,NA
2006,Children of Men,starring,4,Michael Caine,male,0.9947
2006,Deck the Halls,director,1,John Whitesell,male,0.9961
2006,Deck the Halls,starring,1,Matthew Broderick,male,0.9962
2006,Deck the Halls,starring,2,Danny DeVito,male,0.9944
2006,Deck the Halls,starring,3,Kristin Chenoweth,female,0.9915
2006,Deck the Halls,starring,4,Kristin Davis,female,0.9915
2006,Take the Lead,director,1,Liz Friedlander,female,1
2006,Take the Lead,starring,1,Antonio Banderas,male,0.9914
2006,Take the Lead,starring,2,Rob Brown,male,1
2006,Take the Lead,starring,3,Yaya DaCosta,male,1
2006,Take the Lead,starring,4,Alfre Woodard,NA,NA
2006,Babel,director,1,Alejandro G. Iñárritu,male,0.9925
2006,Babel,starring,1,Brad Pitt,male,0.997
2006,Babel,starring,2,Cate Blanchett,female,1
2006,Babel,starring,3,Gael García Bernal,male,0.9494
2006,Babel,starring,4,Mohamed Akhzam,male,1
2006,Snakes on a Plane,director,1,David R. Ellis,male,0.9963
2006,Snakes on a Plane,starring,1,Samuel L. Jackson,male,0.9958
2006,Snakes on a Plane,starring,2,Julianna Margulies,female,0.9995
2006,Snakes on a Plane,starring,3,Nathan Phillips,male,0.9964
2006,Snakes on a Plane,starring,4,Rachel Blanchard,female,0.997
2006,Flags of Our Fathers,director,1,Clint Eastwood,male,0.9981
2006,Flags of Our Fathers,starring,1,Ryan Phillippe,male,0.9768
2006,Flags of Our Fathers,starring,2,Barry Pepper,male,0.9955
2006,Flags of Our Fathers,starring,3,Joseph Cross,male,0.9958
2006,Flags of Our Fathers,starring,4,Jesse Bradford,male,0.969
2006,United 93,director,1,Paul Greengrass,male,0.996
2006,United 93,starring,1,David Alan Basche,male,0.9963
2006,United 93,starring,2,Olivia Thirlby,female,0.9983
2006,United 93,starring,3,Liza Colón-Zayas,female,0.9991
2006,United 93,starring,4,J.J. Johnson,NA,NA
2006,Employee of the Month,director,1,Greg Coolidge,male,0.998
2006,Employee of the Month,starring,1,Jessica Simpson,female,0.9968
2006,Employee of the Month,starring,2,Dane Cook,male,0.9869
2006,Employee of the Month,starring,3,Dax Shepard,male,1
2006,Employee of the Month,starring,4,Andy Dick,male,0.9881
2006,Garfield: A Tail of Two Kitties,director,1,Tim Hill,male,0.9975
2006,Garfield: A Tail of Two Kitties,starring,1,Breckin Meyer,male,0.8674
2006,Garfield: A Tail of Two Kitties,starring,2,Jennifer Love Hewitt,female,0.9969
2006,Garfield: A Tail of Two Kitties,starring,3,Billy Connolly,male,0.9881
2006,Garfield: A Tail of Two Kitties,starring,4,Bill Murray,male,0.9971
2006,The Ant Bully,director,1,John A. Davis,male,0.9961
2006,The Ant Bully,starring,1,Paul Giamatti,male,0.996
2006,The Ant Bully,starring,2,Nicolas Cage,male,0.9975
2006,The Ant Bully,starring,3,Julia Roberts,female,0.9964
2006,The Ant Bully,starring,4,Meryl Streep,female,0.9549
2006,Crank,director,1,Mark Neveldine,male,0.9967
2006,Crank,director,2,Brian Taylor,male,0.9958
2006,Crank,starring,1,Jason Statham,male,0.9948
2006,Crank,starring,2,Amy Smart,female,0.9974
2006,Crank,starring,3,Carlos Sanz,male,0.9922
2006,Crank,starring,4,Jose Pablo Cantillo,male,0.9923
2006,Stick It,director,1,Jessica Bendinger,female,0.9968
2006,Stick It,starring,1,Missy Peregrym,female,1
2006,Stick It,starring,2,Jeff Bridges,male,0.9977
2006,Stick It,starring,3,Vanessa Lengies,female,0.9963
2006,Stick It,starring,4,Nikki SooHoo,female,0.9789
2006,Clerks II,director,1,Kevin Smith,male,0.9951
2006,Clerks II,starring,1,Brian O'Halloran,male,0.9958
2006,Clerks II,starring,2,Jeff Anderson,male,0.9977
2006,Clerks II,starring,3,Rosario Dawson,female,0.7571
2006,Clerks II,starring,4,Jason Mewes,male,0.9948
2006,The Wicker Man,director,1,Neil LaBute,male,0.9964
2006,The Wicker Man,starring,1,Nicolas Cage,male,0.9975
2006,The Wicker Man,starring,2,Ellen Burstyn,female,0.9974
2006,The Wicker Man,starring,3,Leelee Sobieski,female,1
2006,The Wicker Man,starring,4,Kate Beahan,female,0.9988
2006,The Covenant,director,1,Renny Harlin,male,0.9166
2006,The Covenant,starring,1,Steven Strait,male,0.9963
2006,The Covenant,starring,2,Sebastian Stan,male,0.9973
2006,The Covenant,starring,3,Toby Hemingway,male,0.8177
2006,The Covenant,starring,4,Taylor Kitsch,female,0.7543
2006,Stay Alive,director,1,William Brent Bell,male,0.9962
2006,Stay Alive,starring,1,Jon Foster,male,0.9921
2006,Stay Alive,starring,2,Samaire Armstrong,female,1
2006,Stay Alive,starring,3,Frankie Muniz,male,0.6259
2006,Stay Alive,starring,4,Jimmi Simpson,female,0.8587
2007,Spider-Man 3,director,1,Sam Raimi,male,0.9872
2007,Spider-Man 3,starring,1,Tobey Maguire,male,0.6624
2007,Spider-Man 3,starring,2,Kirsten Dunst,female,0.9962
2007,Spider-Man 3,starring,3,Topher Grace,male,1
2007,Spider-Man 3,starring,4,Thomas Haden Church,male,0.9964
2007,Shrek the Third,director,1,Chris Miller,male,0.8507
2007,Shrek the Third,director,2,Raman Hui,male,1
2007,Shrek the Third,starring,1,Mike Myers,male,0.9966
2007,Shrek the Third,starring,2,Cameron Diaz,male,0.9018
2007,Shrek the Third,starring,3,Eddie Murphy,male,0.9532
2007,Shrek the Third,starring,4,Antonio Banderas,male,0.9914
2007,Transformers,director,1,Michael Bay,male,0.9947
2007,Transformers,starring,1,Shia LaBeouf,male,0.57
2007,Transformers,starring,2,Megan Fox,female,0.9976
2007,Transformers,starring,3,Josh Duhamel,male,1
2007,Transformers,starring,4,Tyrese Gibson,male,0.9803
2007,Pirates of the Caribbean: At World's End,director,1,Gore Verbinski,NA,NA
2007,Pirates of the Caribbean: At World's End,starring,1,Johnny Depp,male,0.9894
2007,Pirates of the Caribbean: At World's End,starring,2,Orlando Bloom,male,0.9938
2007,Pirates of the Caribbean: At World's End,starring,3,Keira Knightley,female,0.9997
2007,Pirates of the Caribbean: At World's End,starring,4,Geoffrey Rush,male,0.9972
2007,Harry Potter and the Order of the Phoenix,director,1,David Yates,male,0.9963
2007,Harry Potter and the Order of the Phoenix,starring,1,Daniel Radcliffe,male,0.9954
2007,Harry Potter and the Order of the Phoenix,starring,2,Emma Watson,female,0.9979
2007,Harry Potter and the Order of the Phoenix,starring,3,Rupert Grint,male,1
2007,Harry Potter and the Order of the Phoenix,starring,4,Brendan Gleeson,male,0.996
2007,I Am Legend,director,1,Francis Lawrence,male,0.9125
2007,I Am Legend,starring,1,Will Smith,male,0.9924
2007,I Am Legend,starring,2,Alice Braga,female,0.9966
2007,I Am Legend,starring,3,Charlie Tahan,male,0.8819
2007,I Am Legend,starring,4,Salli Richardson-Whitfield,female,1
2007,The Bourne Ultimatum,director,1,Paul Greengrass,male,0.996
2007,The Bourne Ultimatum,starring,1,Matt Damon,male,0.9997
2007,The Bourne Ultimatum,starring,2,Edgar Ramírez,male,0.9952
2007,The Bourne Ultimatum,starring,3,Joan Allen,female,0.9885
2007,The Bourne Ultimatum,starring,4,Julia Stiles,female,0.9964
2007,National Treasure: Book of Secrets,director,1,Jon Turteltaub,male,0.9921
2007,National Treasure: Book of Secrets,starring,1,Nicolas Cage,male,0.9975
2007,National Treasure: Book of Secrets,starring,2,Diane Kruger,female,0.9975
2007,National Treasure: Book of Secrets,starring,3,Justin Bartha,male,0.9947
2007,National Treasure: Book of Secrets,starring,4,Jon Voight,male,0.9921
2007,Alvin and the Chipmunks,director,1,Tim Hill,male,0.9975
2007,Alvin and the Chipmunks,starring,1,Jason Lee,male,0.9948
2007,Alvin and the Chipmunks,starring,2,Ross Bagdasarian Jr.,male,0.9955
2007,Alvin and the Chipmunks,starring,3,Janice Karman,female,0.9973
2007,Alvin and the Chipmunks,starring,4,David Cross,male,0.9963
2007,Ratatouille,director,1,Brad Bird,male,0.997
2007,Ratatouille,director,2,Jan Pinkava,female,0.732
2007,Ratatouille,starring,1,Brad Garrett,male,0.997
2007,Ratatouille,starring,2,Lou Romano,female,0.9066
2007,Ratatouille,starring,3,Patton Oswalt,male,0.9445
2007,Ratatouille,starring,4,Ian Holm,male,0.9962
2007,The Simpsons Movie,director,1,David Silverman,male,0.9963
2007,The Simpsons Movie,starring,1,Dan Castellaneta,male,0.9954
2007,The Simpsons Movie,starring,2,Julie Kavner,female,0.9973
2007,The Simpsons Movie,starring,3,Nancy Cartwright,female,0.9972
2007,The Simpsons Movie,starring,4,Yeardley Smith,NA,NA
2007,Wild Hogs,director,1,Walt Becker,male,1
2007,Wild Hogs,starring,1,Tim Allen,male,0.9975
2007,Wild Hogs,starring,2,Martin Lawrence,male,0.995
2007,Wild Hogs,starring,3,John Travolta,male,0.9961
2007,Wild Hogs,starring,4,William H. Macy,male,0.9962
2007,Knocked Up,director,1,Judd Apatow,male,1
2007,Knocked Up,starring,1,Seth Rogen,male,0.9966
2007,Knocked Up,starring,2,Katherine Heigl,female,0.9972
2007,Knocked Up,starring,3,Paul Rudd,male,0.996
2007,Knocked Up,starring,4,Leslie Mann,female,0.7778
2007,Juno,director,1,Jason Reitman,male,0.9948
2007,Juno,starring,1,Ellen Page,female,0.9974
2007,Juno,starring,2,Michael Cera,male,0.9947
2007,Juno,starring,3,Jennifer Garner,female,0.9969
2007,Juno,starring,4,Jason Bateman,male,0.9948
2007,Rush Hour 3,director,1,Brett Ratner,male,0.9786
2007,Rush Hour 3,starring,1,Jackie Chan,female,0.5537
2007,Rush Hour 3,starring,2,Chris Tucker,male,0.8507
2007,Rush Hour 3,starring,3,Max von Sydow,male,0.9961
2007,Rush Hour 3,starring,4,Hiroyuki Sanada,male,1
2007,Live Free or Die Hard,director,1,Len Wiseman,male,0.9687
2007,Live Free or Die Hard,starring,1,Bruce Willis,male,0.9965
2007,Live Free or Die Hard,starring,2,Justin Long,male,0.9947
2007,Live Free or Die Hard,starring,3,Timothy Olyphant,male,0.9957
2007,Live Free or Die Hard,starring,4,Maggie Q,female,0.9985
2007,Fantastic Four: Rise of the Silver Surfer,director,1,Tim Story,male,0.9975
2007,Fantastic Four: Rise of the Silver Surfer,starring,1,Ioan Gruffudd,male,1
2007,Fantastic Four: Rise of the Silver Surfer,starring,2,Jessica Alba,female,0.9968
2007,Fantastic Four: Rise of the Silver Surfer,starring,3,Chris Evans,male,0.8507
2007,Fantastic Four: Rise of the Silver Surfer,starring,4,Michael Chiklis,male,0.9947
2007,American Gangster,director,1,Ridley Scott,male,0.7189
2007,American Gangster,starring,1,Denzel Washington,male,0.9987
2007,American Gangster,starring,2,Russell Crowe,male,0.9954
2007,American Gangster,starring,3,Chiwetel Ejiofor,NA,NA
2007,American Gangster,starring,4,Josh Brolin,male,1
2007,Enchanted,director,1,Kevin Lima,male,0.9951
2007,Enchanted,starring,1,Amy Adams,female,0.9974
2007,Enchanted,starring,2,Susan Sarandon,female,0.9978
2007,Enchanted,starring,3,James Marsden,male,0.9956
2007,Enchanted,starring,4,Patrick Dempsey,male,0.9955
2007,Bee Movie,director,1,Simon J. Smith,male,0.9966
2007,Bee Movie,director,2,Steve Hickner,male,0.9961
2007,Bee Movie,starring,1,Jerry Seinfeld,male,0.9757
2007,Bee Movie,starring,2,Renée Zellweger,NA,NA
2007,Bee Movie,starring,3,Matthew Broderick,male,0.9962
2007,Bee Movie,starring,4,Patrick Warburton,male,0.9955
2007,Superbad,director,1,Greg Mottola,male,0.998
2007,Superbad,starring,1,Michael Cera,male,0.9947
2007,Superbad,starring,2,Jonah Hill,male,0.9902
2007,Superbad,starring,3,Christopher Mintz-Plasse,male,0.995
2007,Superbad,starring,4,Bill Hader,male,0.9971
2007,I Now Pronounce You Chuck & Larry,director,1,Dennis Dugan,male,0.9956
2007,I Now Pronounce You Chuck & Larry,starring,1,Adam Sandler,male,0.9959
2007,I Now Pronounce You Chuck & Larry,starring,2,Kevin James,male,0.9951
2007,I Now Pronounce You Chuck & Larry,starring,3,Jessica Biel,female,0.9968
2007,I Now Pronounce You Chuck & Larry,starring,4,Dan Aykroyd,male,0.9954
2007,Hairspray,director,1,Adam Shankman,male,0.9959
2007,Hairspray,starring,1,John Travolta,male,0.9961
2007,Hairspray,starring,2,Queen Latifah,female,0.9977
2007,Hairspray,starring,3,Nikki Blonsky,female,0.9789
2007,Hairspray,starring,4,Michelle Pfeiffer,female,0.9962
2007,Blades of Glory,director,1,Josh Gordon,male,1
2007,Blades of Glory,director,2,Will Speck,male,0.9924
2007,Blades of Glory,starring,1,Will Ferrell,male,0.9924
2007,Blades of Glory,starring,2,Jon Heder,male,0.9921
2007,Blades of Glory,starring,3,Amy Poehler,female,0.9974
2007,Blades of Glory,starring,4,Will Arnett,male,0.9924
2007,Ocean's Thirteen,director,1,Steven Soderbergh,male,0.9963
2007,Ocean's Thirteen,starring,1,George Clooney,male,0.9932
2007,Ocean's Thirteen,starring,2,Brad Pitt,male,0.997
2007,Ocean's Thirteen,starring,3,Matt Damon,male,0.9997
2007,Ocean's Thirteen,starring,4,Michael Mantell,male,0.9947
2007,Ghost Rider,director,1,Mark Steven Johnson,male,0.9967
2007,Ghost Rider,starring,1,Nicolas Cage,male,0.9975
2007,Ghost Rider,starring,2,Eva Mendes,female,0.9963
2007,Ghost Rider,starring,3,Sam Elliott,male,0.9872
2007,Ghost Rider,starring,4,Matt Long,male,0.9997
2007,Paranormal Activity,director,1,Oren Peli,male,0.9965
2007,Paranormal Activity,starring,1,Katie Featherston,female,0.998
2007,Paranormal Activity,starring,2,Micah Sloat,male,0.8655
2007,Paranormal Activity,starring,3,Mark Fredrichs,male,0.9967
2007,Paranormal Activity,starring,4,Amber Armstrong,female,0.9975
2007,Evan Almighty,director,1,Tom Shadyac,male,0.9969
2007,Evan Almighty,starring,1,Steve Carell,male,0.9961
2007,Evan Almighty,starring,2,Morgan Freeman,female,0.8533
2007,Evan Almighty,starring,3,Lauren Graham,female,0.9907
2007,Evan Almighty,starring,4,Johnny Simmons,male,0.9894
2007,Meet the Robinsons,director,1,Stephen J. Anderson,male,0.9964
2007,Meet the Robinsons,starring,1,Daniel Hansen,male,0.9954
2007,Meet the Robinsons,starring,2,Wesley Singerman,male,0.9878
2007,Meet the Robinsons,starring,3,Angela Bassett,female,0.997
2007,Meet the Robinsons,starring,4,Jordan Fry,male,0.7186
2007,Norbit,director,1,Brian Robbins,male,0.9958
2007,Norbit,starring,1,Eddie Murphy,male,0.9532
2007,Norbit,starring,2,Thandie Newton,female,1
2007,Norbit,starring,3,Terry Crews,male,0.8056
2007,Norbit,starring,4,Clifton Powell,male,0.9943
2007,The Bucket List,director,1,Rob Reiner,male,1
2007,The Bucket List,starring,1,Jack Nicholson,male,0.9969
2007,The Bucket List,starring,2,Morgan Freeman,female,0.8533
2007,The Bucket List,starring,3,Sean Hayes,male,0.9925
2007,The Bucket List,starring,4,Beverly Todd,female,0.993
2007,The Game Plan,director,1,Andy Fickman,male,0.9881
2007,The Game Plan,starring,1,Dwayne Johnson,male,0.9935
2007,The Game Plan,starring,2,Kyra Sedgwick,female,0.9993
2007,The Game Plan,starring,3,Madison Pettis,female,0.9838
2007,The Game Plan,starring,4,Roselyn Sanchez,female,1
2007,Bridge to Terabithia,director,1,Gabor Csupo,male,1
2007,Bridge to Terabithia,starring,1,Josh Hutcherson,male,1
2007,Bridge to Terabithia,starring,2,AnnaSophia Robb,female,1
2007,Bridge to Terabithia,starring,3,Zooey Deschanel,female,1
2007,Bridge to Terabithia,starring,4,Robert Patrick,male,0.9959
2007,Beowulf,director,1,Robert Zemeckis,male,0.9959
2007,Beowulf,starring,1,Ray Winstone,male,0.984
2007,Beowulf,starring,2,Crispin Glover,male,0.9963
2007,Beowulf,starring,3,Angelina Jolie,female,0.999
2007,Beowulf,starring,4,Robin Wright,female,0.877
2007,Disturbia,director,1,D.J. Caruso,NA,NA
2007,Disturbia,starring,1,Shia LaBeouf,male,0.57
2007,Disturbia,starring,2,David Morse,male,0.9963
2007,Disturbia,starring,3,Carrie-Anne Moss,female,0.9964
2007,Disturbia,starring,4,Sarah Roemer,female,0.9971
2007,No Country for Old Men,director,1,Ethan Coen,male,0.9981
2007,No Country for Old Men,director,2,Joel Coen,male,0.9899
2007,No Country for Old Men,starring,1,Tommy Lee Jones,male,0.9862
2007,No Country for Old Men,starring,2,Javier Bardem,male,0.9941
2007,No Country for Old Men,starring,3,Josh Brolin,male,1
2007,No Country for Old Men,starring,4,Woody Harrelson,male,0.9971
2007,Fred Claus,director,1,David Dobkin,male,0.9963
2007,Fred Claus,starring,1,Vince Vaughn,male,0.9995
2007,Fred Claus,starring,2,Paul Giamatti,male,0.996
2007,Fred Claus,starring,3,Elizabeth Banks,female,0.9969
2007,Fred Claus,starring,4,John Michael Higgins,male,0.9961
2007,1408,director,1,Mikael Håfström,male,0.9236
2007,1408,starring,1,John Cusack,male,0.9961
2007,1408,starring,2,Samuel L. Jackson,male,0.9958
2007,1408,starring,3,Mary McCormack,female,0.9964
2007,1408,starring,4,Tony Shalhoub,male,0.9884
2007,The Golden Compass,director,1,Chris Weitz,male,0.8507
2007,The Golden Compass,starring,1,Nicole Kidman,female,0.9968
2007,The Golden Compass,starring,2,Daniel Craig,male,0.9954
2007,The Golden Compass,starring,3,Dakota Blue Richards,male,0.7485
2007,The Golden Compass,starring,4,Ben Walker,male,0.996
2007,Charlie Wilson's War,director,1,Mike Nichols,male,0.9966
2007,Charlie Wilson's War,starring,1,Tom Hanks,male,0.9969
2007,Charlie Wilson's War,starring,2,Julia Roberts,female,0.9964
2007,Charlie Wilson's War,starring,3,Philip Seymour Hoffman,male,0.9967
2007,Charlie Wilson's War,starring,4,Amy Adams,female,0.9974
2007,Saw IV,director,1,Darren Lynn Bousman,male,0.994
2007,Saw IV,starring,1,Tobin Bell,male,0.9886
2007,Saw IV,starring,2,Scott Patterson,male,0.9964
2007,Saw IV,starring,3,Louis Ferreira,male,0.9935
2007,Saw IV,starring,4,Costas Mandylor,male,1
2007,Stomp the Yard,director,1,Sylvain White,male,1
2007,Stomp the Yard,starring,1,Columbus Short,male,1
2007,Stomp the Yard,starring,2,Meagan Good,female,0.9983
2007,Stomp the Yard,starring,3,Ne-Yo,NA,NA
2007,Stomp the Yard,starring,4,Darrin Dewitt Henson,male,0.9952
2007,Surf's Up,director,1,Ash Brannon,male,0.9649
2007,Surf's Up,director,2,Chris Buck,male,0.8507
2007,Surf's Up,starring,1,Shia LaBeouf,male,0.57
2007,Surf's Up,starring,2,Zooey Deschanel,female,1
2007,Surf's Up,starring,3,Jon Heder,male,0.9921
2007,Surf's Up,starring,4,Jeff Bridges,male,0.9977
2007,Halloween,director,1,Rob Zombie,male,1
2007,Halloween,starring,1,Scout Taylor-Compton,female,0.6776
2007,Halloween,starring,2,Malcolm McDowell,male,0.9982
2007,Halloween,starring,3,Tyler Mane,male,0.9714
2007,Halloween,starring,4,Brad Dourif,male,0.997
2007,Why Did I Get Married?,director,1,Tyler Perry,male,0.9714
2007,Why Did I Get Married?,starring,1,Tyler Perry,male,0.9714
2007,Why Did I Get Married?,starring,2,Janet Jackson,female,0.9974
2007,Why Did I Get Married?,starring,3,Sharon Leal,female,0.9962
2007,Why Did I Get Married?,starring,4,Malik Yoba,male,0.9931
2007,TMNT,director,1,Kevin Munroe,male,0.9951
2007,TMNT,starring,1,Patrick Stewart,male,0.9955
2007,TMNT,starring,2,Mako,female,0.5145
2007,TMNT,starring,3,Chris Evans,male,0.8507
2007,TMNT,starring,4,Sarah Michelle Gellar,female,0.9971
2007,P.S. I Love You,director,1,Richard LaGravenese,male,0.9963
2007,P.S. I Love You,starring,1,Hilary Swank,female,0.9502
2007,P.S. I Love You,starring,2,Gerard Butler,male,0.998
2007,P.S. I Love You,starring,3,Harry Connick Jr.,male,0.9953
2007,P.S. I Love You,starring,4,Lisa Kudrow,female,0.9973
2007,3:10 to Yuma,director,1,James Mangold,male,0.9956
2007,3:10 to Yuma,starring,1,Russell Crowe,male,0.9954
2007,3:10 to Yuma,starring,2,Christian Bale,male,0.9491
2007,3:10 to Yuma,starring,3,Ben Foster,male,0.996
2007,3:10 to Yuma,starring,4,Logan Lerman,male,0.9228
2007,Sweeney Todd: The Demon Barber of Fleet Street,director,1,Tim Burton,male,0.9975
2007,Sweeney Todd: The Demon Barber of Fleet Street,starring,1,Johnny Depp,male,0.9894
2007,Sweeney Todd: The Demon Barber of Fleet Street,starring,2,Helena Bonham Carter,female,1
2007,Sweeney Todd: The Demon Barber of Fleet Street,starring,3,Alan Rickman,male,0.9968
2007,Sweeney Todd: The Demon Barber of Fleet Street,starring,4,Timothy Spall,male,0.9957
2007,Atonement,director,1,Joe Wright,male,0.9745
2007,Atonement,starring,1,Keira Knightley,female,0.9997
2007,Atonement,starring,2,James McAvoy,male,0.9956
2007,Atonement,starring,3,Brenda Blethyn,female,0.9967
2007,Atonement,starring,4,Saoirse Ronan,female,1
2007,Resident Evil: Extinction,director,1,Russell Mulcahy,male,0.9954
2007,Resident Evil: Extinction,starring,1,Milla Jovovich,female,1
2007,Resident Evil: Extinction,starring,2,Ali Larter,male,0.6877
2007,Resident Evil: Extinction,starring,3,Oded Fehr,male,1
2007,Resident Evil: Extinction,starring,4,Iain Glen,male,1
2007,Music and Lyrics,director,1,Marc Lawrence,male,0.9959
2007,Music and Lyrics,starring,1,Hugh Grant,male,0.9974
2007,Music and Lyrics,starring,2,Drew Barrymore,male,0.9164
2007,Music and Lyrics,starring,3,Scott Porter,male,0.9964
2007,Music and Lyrics,starring,4,Nick Bacon,male,0.998
2007,Are We Done Yet?,director,1,Steve Carr,male,0.9961
2007,Are We Done Yet?,starring,1,Ice Cube,NA,NA
2007,Are We Done Yet?,starring,2,Nia Long,female,0.9995
2007,Are We Done Yet?,starring,3,John C. McGinley,male,0.9961
2007,Are We Done Yet?,starring,4,Aleisha Allen,female,1
2007,This Christmas,director,1,Preston A. Whitmore II,male,0.9939
2007,This Christmas,starring,1,Regina King,female,0.9967
2007,This Christmas,starring,2,Columbus Short,male,1
2007,This Christmas,starring,3,Delroy Lindo,male,1
2007,This Christmas,starring,4,Idris Elba,male,0.9971
2007,Michael Clayton,director,1,Tony Gilroy,male,0.9884
2007,Michael Clayton,starring,1,George Clooney,male,0.9932
2007,Michael Clayton,starring,2,Tilda Swinton,female,1
2007,Michael Clayton,starring,3,Tom Wilkinson,male,0.9969
2007,Michael Clayton,starring,4,Michael O'Keefe,male,0.9947
2007,Premonition,director,1,Mennan Yapo,NA,NA
2007,Premonition,starring,1,Sandra Bullock,female,0.9971
2007,Premonition,starring,2,Julian McMahon,male,0.9824
2007,Premonition,starring,3,Amber Valletta,female,0.9975
2007,Premonition,starring,4,Shyann McClure,female,1
2007,Dan in Real Life,director,1,Peter Hedges,male,0.9966
2007,Dan in Real Life,starring,1,Steve Carell,male,0.9961
2007,Dan in Real Life,starring,2,Juliette Binoche,female,1
2007,Dan in Real Life,starring,3,Dane Cook,male,0.9869
2007,Dan in Real Life,starring,4,Alison Pill,female,0.9955
2007,The Kingdom,director,1,Peter Berg,male,0.9966
2007,The Kingdom,starring,1,Jamie Foxx,female,0.7705
2007,The Kingdom,starring,2,Chris Cooper,male,0.8507
2007,The Kingdom,starring,3,Jennifer Garner,female,0.9969
2007,The Kingdom,starring,4,Jason Bateman,male,0.9948
2007,Shooter,director,1,Antoine Fuqua,male,0.9847
