year,title,role,rank,person,gender,gender_conf
1970,Love Story,director,1,Arthur Hiller,male,0.9937
1970,Love Story,starring,1,Ali MacGraw,male,0.6877
1970,Love Story,starring,2,Ryan O'Neal,male,0.9768
1970,Love Story,starring,3,John Marley,male,0.9961
1970,Love Story,starring,4,Ray Milland,male,0.984
1970,Airport,director,1,George Seaton,male,0.9932
1970,Airport,director,2,Henry Hathaway,male,0.9935
1970,Airport,starring,1,Burt Lancaster,male,1
1970,Airport,starring,2,Dean Martin,male,0.9875
1970,Airport,starring,3,George Kennedy,male,0.9932
1970,Airport,starring,4,Jean Seberg,female,0.9444
1970,M.A.S.H.,director,1,Robert Altman,male,0.9959
1970,M.A.S.H.,starring,1,Donald Sutherland,male,0.9961
1970,M.A.S.H.,starring,2,Elliott Gould,male,0.9441
1970,M.A.S.H.,starring,3,Tom Skerritt,male,0.9969
1970,M.A.S.H.,starring,4,Sally Kellerman,female,0.9971
1970,Patton,director,1,Franklin J. Schaffner,male,0.9942
1970,Patton,starring,1,George C. Scott,male,0.9932
1970,Patton,starring,2,Karl Malden,male,0.9897
1970,Patton,starring,3,Stephen Young,male,0.9964
1970,Patton,starring,4,Michael Strong,male,0.9947
1970,Les aristochats,director,1,Wolfgang Reitherman,male,1
1970,Les aristochats,starring,1,Phil Harris,male,0.9976
1970,Les aristochats,starring,2,Eva Gabor,female,0.9963
1970,Les aristochats,starring,3,Sterling Holloway,male,0.9219
1970,Les aristochats,starring,4,Scatman Crothers,NA,NA
1970,Little Big Man,director,1,Arthur Penn,male,0.9937
1970,Little Big Man,starring,1,Dustin Hoffman,male,0.9928
1970,Little Big Man,starring,2,Faye Dunaway,female,0.995
1970,Little Big Man,starring,3,Chief Dan George,male,1
1970,Little Big Man,starring,4,Martin Balsam,male,0.995
1970,Tora! Tora! Tora!,director,1,Richard Fleischer,male,0.9963
1970,Tora! Tora! Tora!,director,2,Kinji Fukasaku,NA,NA
1970,Tora! Tora! Tora!,director,3,Toshio Masuda,male,1
1970,Tora! Tora! Tora!,starring,1,Martin Balsam,male,0.995
1970,Tora! Tora! Tora!,starring,2,Sô Yamamura,NA,NA
1970,Tora! Tora! Tora!,starring,3,Jason Robards,male,0.9948
1970,Tora! Tora! Tora!,starring,4,Joseph Cotten,male,0.9958
1970,Catch 22,director,1,Mike Nichols,male,0.9966
1970,Catch 22,starring,1,Alan Arkin,male,0.9968
1970,Catch 22,starring,2,Martin Balsam,male,0.995
1970,Catch 22,starring,3,Richard Benjamin,male,0.9963
1970,Catch 22,starring,4,Art Garfunkel,male,1
1970,La chouette et le pussycat,director,1,Herbert Ross,male,0.9947
1970,La chouette et le pussycat,starring,1,Barbra Streisand,female,1
1970,La chouette et le pussycat,starring,2,George Segal,male,0.9932
1970,La chouette et le pussycat,starring,3,Robert Klein,male,0.9959
1970,La chouette et le pussycat,starring,4,Allen Garfield,male,0.9938
1970,Joe,director,1,John G. Avildsen,male,0.9961
1970,Joe,starring,1,Peter Boyle,male,0.9966
1970,Joe,starring,2,Dennis Patrick,male,0.9956
1970,Joe,starring,3,Susan Sarandon,female,0.9978
1970,Joe,starring,4,Patrick McDermott,male,0.9955
1970,Le secret de la planète des singes,director,1,Ted Post,male,0.9978
1970,Le secret de la planète des singes,starring,1,James Franciscus,male,0.9956
1970,Le secret de la planète des singes,starring,2,Kim Hunter,female,0.8454
1970,Le secret de la planète des singes,starring,3,Maurice Evans,male,0.9843
1970,Le secret de la planète des singes,starring,4,Linda Harrison,female,0.9976
1970,Les boatniks - Du vent dans les voiles,director,1,Norman Tokar,male,0.9938
1970,Les boatniks - Du vent dans les voiles,starring,1,Robert Morse,male,0.9959
1970,Les boatniks - Du vent dans les voiles,starring,2,Stefanie Powers,female,0.9989
1970,Les boatniks - Du vent dans les voiles,starring,3,Phil Silvers,male,0.9976
1970,Les boatniks - Du vent dans les voiles,starring,4,Norman Fell,male,0.9938
1970,Melinda,director,1,Vincente Minnelli,male,1
1970,Melinda,starring,1,Barbra Streisand,female,1
1970,Melinda,starring,2,Yves Montand,male,0.9781
1970,Melinda,starring,3,Bob Newhart,male,0.9969
1970,Melinda,starring,4,Larry Blyden,male,0.9954
1970,Sierra torride,director,1,Don Siegel,male,0.9937
1970,Sierra torride,starring,1,Clint Eastwood,male,0.9981
1970,Sierra torride,starring,2,Shirley MacLaine,female,0.9914
1970,Sierra torride,starring,3,Manolo Fábregas,male,1
1970,Sierra torride,starring,4,Alberto Morin,male,0.9927
1970,Rio Lobo,director,1,Howard Hawks,male,0.9955
1970,Rio Lobo,starring,1,John Wayne,male,0.9961
1970,Rio Lobo,starring,2,Jorge Rivero,male,0.994
1970,Rio Lobo,starring,3,Jennifer O'Neill,female,0.9969
1970,Rio Lobo,starring,4,Jack Elam,male,0.9969
1970,Orgissimo,director,1,Russ Meyer,male,1
1970,Orgissimo,starring,1,Dolly Read,female,0.9984
1970,Orgissimo,starring,2,Cynthia Myers,female,0.9974
1970,Orgissimo,starring,3,Marcia McBroom,female,0.9979
1970,Orgissimo,starring,4,John Lazar,male,0.9961
1970,Myra Breckinridge,director,1,Michael Sarne,male,0.9947
1970,Myra Breckinridge,starring,1,Mae West,female,0.9931
1970,Myra Breckinridge,starring,2,John Huston,male,0.9961
1970,Myra Breckinridge,starring,3,Raquel Welch,female,0.9944
1970,Myra Breckinridge,starring,4,Rex Reed,male,0.9975
1970,The Boys in the Band,director,1,William Friedkin,male,0.9962
1970,The Boys in the Band,starring,1,Kenneth Nelson,male,0.9958
1970,The Boys in the Band,starring,2,Peter White,male,0.9966
1970,The Boys in the Band,starring,3,Leonard Frey,male,0.9951
1970,The Boys in the Band,starring,4,Frederick Combs,male,0.9952
1970,Chisum,director,1,Andrew V. McLaglen,male,0.996
1970,Chisum,starring,1,John Wayne,male,0.9961
1970,Chisum,starring,2,Forrest Tucker,male,0.9832
1970,Chisum,starring,3,Christopher George,male,0.995
1970,Chisum,starring,4,Ben Johnson,male,0.996
1970,Appelez-moi Monsieur Tibbs,director,1,Gordon Douglas,male,0.9966
1970,Appelez-moi Monsieur Tibbs,starring,1,Sidney Poitier,male,0.6864
1970,Appelez-moi Monsieur Tibbs,starring,2,Martin Landau,male,0.995
1970,Appelez-moi Monsieur Tibbs,starring,3,Barbara McNair,female,0.9973
1970,Appelez-moi Monsieur Tibbs,starring,4,Anthony Zerbe,male,0.9946
1970,Le casse de l'oncle Tom,director,1,Ossie Davis,female,0.5206
1970,Le casse de l'oncle Tom,starring,1,Godfrey Cambridge,male,1
1970,Le casse de l'oncle Tom,starring,2,Raymond St. Jacques,male,0.9952
1970,Le casse de l'oncle Tom,starring,3,Calvin Lockhart,male,0.9933
1970,Le casse de l'oncle Tom,starring,4,Judy Pace,female,0.9973
1970,Escapade à New York,director,1,Arthur Hiller,male,0.9937
1970,Escapade à New York,starring,1,Jack Lemmon,male,0.9969
1970,Escapade à New York,starring,2,Sandy Dennis,female,0.8956
1970,Escapade à New York,starring,3,Sandy Baron,female,0.8956
1970,Escapade à New York,starring,4,Anne Meara,female,0.9975
1970,Cinq pièces faciles,director,1,Bob Rafelson,male,0.9969
1970,Cinq pièces faciles,starring,1,Jack Nicholson,male,0.9969
1970,Cinq pièces faciles,starring,2,Karen Black,female,0.9974
1970,Cinq pièces faciles,starring,3,Billy Green Bush,male,0.9881
1970,Cinq pièces faciles,starring,4,Fannie Flagg,female,0.9957
1970,Campus ou C.Q.F.D.,director,1,Richard Rush,male,0.9963
1970,Campus ou C.Q.F.D.,starring,1,Elliott Gould,male,0.9441
1970,Campus ou C.Q.F.D.,starring,2,Candice Bergen,female,0.9978
1970,Campus ou C.Q.F.D.,starring,3,Robert F. Lyons,male,0.9959
1970,Campus ou C.Q.F.D.,starring,4,Jeff Corey,male,0.9977
1970,Un nommé Cable Hogue,director,1,Sam Peckinpah,male,0.9872
1970,Un nommé Cable Hogue,starring,1,Jason Robards,male,0.9948
1970,Un nommé Cable Hogue,starring,2,Stella Stevens,female,0.9982
1970,Un nommé Cable Hogue,starring,3,David Warner,male,0.9963
1970,Un nommé Cable Hogue,starring,4,Strother Martin,male,1
1970,La vie privée de Sherlock Holmes,director,1,Billy Wilder,male,0.9881
1970,La vie privée de Sherlock Holmes,starring,1,Robert Stephens,male,0.9959
1970,La vie privée de Sherlock Holmes,starring,2,Christopher Lee,male,0.995
1970,La vie privée de Sherlock Holmes,starring,3,Colin Blakely,male,0.996
1970,La vie privée de Sherlock Holmes,starring,4,Geneviève Page,NA,NA
1970,"Las Vegas, un couple",director,1,George Stevens,male,0.9932
1970,"Las Vegas, un couple",starring,1,Elizabeth Taylor,female,0.9969
1970,"Las Vegas, un couple",starring,2,Warren Beatty,male,0.9953
1970,"Las Vegas, un couple",starring,3,Charles Braswell,male,0.9949
1970,"Las Vegas, un couple",starring,4,Hank Henry,male,1
1970,Les derniers aventuriers,director,1,Lewis Gilbert,male,0.9939
1970,Les derniers aventuriers,starring,1,Charles Aznavour,male,0.9949
1970,Les derniers aventuriers,starring,2,Alan Badel,male,0.9968
1970,Les derniers aventuriers,starring,3,Candice Bergen,female,0.9978
1970,Les derniers aventuriers,starring,4,Thommy Berggren,male,1
1970,Journal intime d'une femme mariée,director,1,Frank Perry,male,0.9953
1970,Journal intime d'une femme mariée,starring,1,Richard Benjamin,male,0.9963
1970,Journal intime d'une femme mariée,starring,2,Frank Langella,male,0.9953
1970,Journal intime d'une femme mariée,starring,3,Carrie Snodgress,female,0.9964
1970,Journal intime d'une femme mariée,starring,4,Lorraine Cullen,female,0.9967
1970,Darling Lili,director,1,Blake Edwards,male,0.9642
1970,Darling Lili,starring,1,Julie Andrews,female,0.9973
1970,Darling Lili,starring,2,Rock Hudson,male,1
1970,Darling Lili,starring,3,Jeremy Kemp,male,0.9943
1970,Darling Lili,starring,4,Lance Percival,male,0.9964
1970,L'insurgé,director,1,Martin Ritt,male,0.995
1970,L'insurgé,starring,1,James Earl Jones,male,0.9956
1970,L'insurgé,starring,2,Jane Alexander,female,0.9971
1970,L'insurgé,starring,3,Lou Gilbert,female,0.9066
1970,L'insurgé,starring,4,Joel Fluellen,male,0.9899
1970,Un homme nommé Cheval,director,1,Elliot Silverstein,male,0.9348
1970,Un homme nommé Cheval,starring,1,Richard Harris,male,0.9963
1970,Un homme nommé Cheval,starring,2,Judith Anderson,female,0.9974
1970,Un homme nommé Cheval,starring,3,Jean Gascon,female,0.9444
1970,Un homme nommé Cheval,starring,4,Manu Tupou,male,0.9886
1970,Le mystère des douze chaises,director,1,Mel Brooks,male,0.9011
1970,Le mystère des douze chaises,starring,1,Mel Brooks,male,0.9011
1970,Le mystère des douze chaises,starring,2,Ron Moody,male,0.9979
1970,Le mystère des douze chaises,starring,3,Frank Langella,male,0.9953
1970,Le mystère des douze chaises,starring,4,Dom DeLuise,male,1
1970,L'ultime randonnée,director,1,Sidney J. Furie,male,0.6864
1970,L'ultime randonnée,starring,1,Robert Redford,male,0.9959
1970,L'ultime randonnée,starring,2,Michael J. Pollard,male,0.9947
1970,L'ultime randonnée,starring,3,Lauren Hutton,female,0.9907
1970,L'ultime randonnée,starring,4,Noah Beery Jr.,male,0.995
1970,Song of Norway,director,1,Andrew L. Stone,male,0.996
1970,Song of Norway,starring,1,Florence Henderson,female,0.9958
1970,Song of Norway,starring,2,Toralv Maurstad,NA,NA
1970,Song of Norway,starring,3,Christina Schollin,female,0.996
1970,Song of Norway,starring,4,Frank Porretta,male,0.9953
1970,Watermelon Man,director,1,Melvin Van Peebles,male,0.9912
1970,Watermelon Man,starring,1,Godfrey Cambridge,male,1
1970,Watermelon Man,starring,2,Estelle Parsons,female,0.9988
1970,Watermelon Man,starring,3,Howard Caine,male,0.9955
1970,Watermelon Man,starring,4,D'Urville Martin,NA,NA
1970,Trash,director,1,Paul Morrissey,male,0.996
1970,Trash,starring,1,Joe Dallesandro,male,0.9745
1970,Trash,starring,2,Holly Woodlawn,female,0.9948
1970,Trash,starring,3,Geri Miller,female,0.9994
1970,Trash,starring,4,Andrea Feldman,female,0.9875
1970,De l'or pour les braves,director,1,Brian G. Hutton,male,0.9958
1970,De l'or pour les braves,starring,1,Clint Eastwood,male,0.9981
1970,De l'or pour les braves,starring,2,Telly Savalas,male,0.9441
1970,De l'or pour les braves,starring,3,Don Rickles,male,0.9937
1970,De l'or pour les braves,starring,4,Carroll O'Connor,male,0.8134
1970,...tick... tick... tick... - Et la violence explosa,director,1,Ralph Nelson,male,0.9958
1970,...tick... tick... tick... - Et la violence explosa,starring,1,Jim Brown,male,0.9966
1970,...tick... tick... tick... - Et la violence explosa,starring,2,George Kennedy,male,0.9932
1970,...tick... tick... tick... - Et la violence explosa,starring,3,Fredric March,male,1
1970,...tick... tick... tick... - Et la violence explosa,starring,4,Lynn Carlin,female,0.813
1970,Where's Poppa?,director,1,Carl Reiner,male,0.9937
1970,Where's Poppa?,starring,1,George Segal,male,0.9932
1970,Where's Poppa?,starring,2,Ruth Gordon,female,0.9963
1970,Where's Poppa?,starring,3,Ron Leibman,male,0.9979
1970,Where's Poppa?,starring,4,Trish Van Devere,female,1
1970,Cromwell,director,1,Ken Hughes,male,0.9992
1970,Cromwell,starring,1,Richard Harris,male,0.9963
1970,Cromwell,starring,2,Alec Guinness,male,0.9927
1970,Cromwell,starring,3,Robert Morley,male,0.9959
1970,Cromwell,starring,4,Dorothy Tutin,female,0.9961
1970,Zabriskie Point,director,1,Michelangelo Antonioni,male,1
1970,Zabriskie Point,starring,1,Mark Frechette,male,0.9967
1970,Zabriskie Point,starring,2,Daria Halprin,female,0.9994
1970,Zabriskie Point,starring,3,Paul Fix,male,0.996
1970,Zabriskie Point,starring,4,G.D. Spradlin,NA,NA
1970,Le propriétaire,director,1,Hal Ashby,male,1
1970,Le propriétaire,starring,1,Beau Bridges,male,0.9857
1970,Le propriétaire,starring,2,Lee Grant,male,0.7669
1970,Le propriétaire,starring,3,Diana Sands,female,0.9965
1970,Le propriétaire,starring,4,Pearl Bailey,female,0.9741
1970,Loving,director,1,Irvin Kershner,male,0.9988
1970,Loving,starring,1,George Segal,male,0.9932
1970,Loving,starring,2,Eva Marie Saint,female,0.9963
1970,Loving,starring,3,Sterling Hayden,male,0.9219
1970,Loving,starring,4,Keenan Wynn,male,0.9779
1970,Des fraises et du sang,director,1,Stuart Hagmann,male,0.9953
1970,Des fraises et du sang,starring,1,Bruce Davison,male,0.9965
1970,Des fraises et du sang,starring,2,Kim Darby,female,0.8454
1970,Des fraises et du sang,starring,3,Bud Cort,male,1
1970,Des fraises et du sang,starring,4,Murray MacLeod,male,0.9841
1970,Threesome,director,1,Brandon Chase,male,0.9941
1970,Threesome,starring,1,Judith Brown,female,0.9974
1970,Threesome,starring,2,Jørgen Kiil,NA,NA
1970,Threesome,starring,3,Marianne Tholsted,female,0.9992
1970,Threesome,starring,4,Finn Storgaard,male,0.9815
1970,El condor,director,1,John Guillermin,male,0.9961
1970,El condor,starring,1,Jim Brown,male,0.9966
1970,El condor,starring,2,Lee Van Cleef,male,0.7669
1970,El condor,starring,3,Patrick O'Neal,male,0.9955
1970,El condor,starring,4,Marianna Hill,female,1
1970,Je n'ai jamais chanté pour mon père,director,1,Gilbert Cates,male,0.9947
1970,Je n'ai jamais chanté pour mon père,starring,1,Melvyn Douglas,male,0.9986
1970,Je n'ai jamais chanté pour mon père,starring,2,Gene Hackman,male,0.9704
1970,Je n'ai jamais chanté pour mon père,starring,3,Dorothy Stickney,female,0.9961
1970,Je n'ai jamais chanté pour mon père,starring,4,Estelle Parsons,female,0.9988
1970,Le reptile,director,1,Joseph L. Mankiewicz,male,0.9958
1970,Le reptile,starring,1,Kirk Douglas,male,0.9969
1970,Le reptile,starring,2,Henry Fonda,male,0.9935
1970,Le reptile,starring,3,Hume Cronyn,NA,NA
1970,Le reptile,starring,4,Warren Oates,male,0.9953
1970,Soldat bleu,director,1,Ralph Nelson,male,0.9958
1970,Soldat bleu,starring,1,Candice Bergen,female,0.9978
1970,Soldat bleu,starring,2,Peter Strauss,male,0.9966
1970,Soldat bleu,starring,3,Donald Pleasence,male,0.9961
1970,Soldat bleu,starring,4,John Anderson,male,0.9961
1970,Fools,director,1,Tom Gries,male,0.9969
1970,Fools,starring,1,Jason Robards,male,0.9948
1970,Fools,starring,2,Katharine Ross,female,0.9997
1970,Fools,starring,3,Scott Hylands,male,0.9964
1970,Fools,starring,4,Roy Jenson,male,0.9938
1970,The Losers,director,1,Jack Starrett,male,0.9969
1970,The Losers,starring,1,William Smith,male,0.9962
1970,The Losers,starring,2,Bernie Hamilton,male,0.8754
1970,The Losers,starring,3,Adam Roarke,male,0.9959
1970,The Losers,starring,4,Houston Savage,male,0.976
1970,The Honeymoon Killers,director,1,Leonard Kastle,male,0.9951
1970,The Honeymoon Killers,director,2,Donald Volkman,male,0.9961
1970,The Honeymoon Killers,starring,1,Shirley Stoler,female,0.9914
1970,The Honeymoon Killers,starring,2,Tony Lo Bianco,male,0.9884
1970,The Honeymoon Killers,starring,3,Mary Jane Higby,female,0.9964
1970,The Honeymoon Killers,starring,4,Doris Roberts,female,0.9931
1970,The Dunwich Horror,director,1,Daniel Haller,male,0.9954
1970,The Dunwich Horror,starring,1,Sandra Dee,female,0.9971
1970,The Dunwich Horror,starring,2,Dean Stockwell,male,0.9875
1970,The Dunwich Horror,starring,3,Ed Begley,male,0.9995
1970,The Dunwich Horror,starring,4,Lloyd Bochner,male,0.9944
1970,I Love My Wife,director,1,Mel Stuart,male,0.9011
1970,I Love My Wife,starring,1,Elliott Gould,male,0.9441
1970,I Love My Wife,starring,2,Brenda Vaccaro,female,0.9967
1970,I Love My Wife,starring,3,Angel Tompkins,male,0.6742
1970,I Love My Wife,starring,4,Dabney Coleman,female,0.7157
1970,Promise at Dawn,director,1,Jules Dassin,male,0.8415
1970,Promise at Dawn,starring,1,Melina Mercouri,female,1
1970,Promise at Dawn,starring,2,Assi Dayan,NA,NA
1970,Promise at Dawn,starring,3,Didier Haudepin,male,1
1970,Promise at Dawn,starring,4,François Raffoul,NA,NA
1970,The Angel Levine,director,1,Ján Kadár,NA,NA
1970,The Angel Levine,starring,1,Zero Mostel,NA,NA
1970,The Angel Levine,starring,2,Harry Belafonte,male,0.9953
1970,The Angel Levine,starring,3,Ida Kaminska,female,0.9961
1970,The Angel Levine,starring,4,Milo O'Shea,male,0.9922
1970,Which Way to the Front?,director,1,Jerry Lewis,male,0.9757
1970,Which Way to the Front?,starring,1,Jerry Lewis,male,0.9757
1970,Which Way to the Front?,starring,2,Jan Murray,female,0.732
1970,Which Way to the Front?,starring,3,John Wood,male,0.9961
1970,Which Way to the Front?,starring,4,Steve Franken,male,0.9961
1970,Female Animal,director,1,Jerry Gross,male,0.9757
1970,Female Animal,starring,1,Arlene Farber,female,0.9975
1970,Female Animal,starring,2,Vassili Lambrinos,NA,NA
1970,Female Animal,starring,3,Andre Landzaat,male,0.9803
1970,Female Animal,starring,4,Jeanne Avery,female,0.9978
1970,"Tell Me That You Love Me, Junie Moon",director,1,Otto Preminger,male,1
1970,"Tell Me That You Love Me, Junie Moon",starring,1,Liza Minnelli,female,0.9991
1970,"Tell Me That You Love Me, Junie Moon",starring,2,Wayne Tippit,male,0.9959
1970,"Tell Me That You Love Me, Junie Moon",starring,3,Guy Sorel,male,0.9959
1970,"Tell Me That You Love Me, Junie Moon",starring,4,Clarice Taylor,female,0.9982
1970,Lovers and Other Strangers,director,1,Cy Howard,male,0.9963
1970,Lovers and Other Strangers,starring,1,Gig Young,male,1
1970,Lovers and Other Strangers,starring,2,Bea Arthur,female,1
1970,Lovers and Other Strangers,starring,3,Bonnie Bedelia,female,0.992
1970,Lovers and Other Strangers,starring,4,Diane Keaton,female,0.9975
1970,No Blade of Grass,director,1,Cornel Wilde,male,1
1970,No Blade of Grass,starring,1,Nigel Davenport,male,0.9934
1970,No Blade of Grass,starring,2,Jean Wallace,female,0.9444
1970,No Blade of Grass,starring,3,John Hamill,male,0.9961
1970,No Blade of Grass,starring,4,Lynne Frederick,female,0.994
1970,Brewster McCloud,director,1,Robert Altman,male,0.9959
1970,Brewster McCloud,starring,1,Bud Cort,male,1
1970,Brewster McCloud,starring,2,Shelley Duvall,female,0.9836
1970,Brewster McCloud,starring,3,Sally Kellerman,female,0.9971
1970,Brewster McCloud,starring,4,Michael Murphy,male,0.9947
1970,Husbands,director,1,John Cassavetes,male,0.9961
1970,Husbands,starring,1,Ben Gazzara,male,0.996
1970,Husbands,starring,2,Peter Falk,male,0.9966
1970,Husbands,starring,3,John Cassavetes,male,0.9961
1970,Husbands,starring,4,Jenny Runacre,female,0.9938
1970,Too Late the Hero,director,1,Robert Aldrich,male,0.9959
1970,Too Late the Hero,starring,1,Michael Caine,male,0.9947
1970,Too Late the Hero,starring,2,Cliff Robertson,male,1
1970,Too Late the Hero,starring,3,Ian Bannen,male,0.9962
1970,Too Late the Hero,starring,4,Harry Andrews,male,0.9953
1970,Something for Everyone,director,1,Harold Prince,male,0.9954
1970,Something for Everyone,starring,1,Angela Lansbury,female,0.997
1970,Something for Everyone,starring,2,Michael York,male,0.9947
1970,Something for Everyone,starring,3,Anthony Higgins,male,0.9946
1970,Something for Everyone,starring,4,Heidelinde Weis,NA,NA
1970,Pufnstuf,director,1,Hollingsworth Morse,NA,NA
1970,Pufnstuf,starring,1,Jack Wild,male,0.9969
1970,Pufnstuf,starring,2,Billie Hayes,female,0.8143
1970,Pufnstuf,starring,3,Martha Raye,female,0.9964
1970,Pufnstuf,starring,4,Cass Elliot,male,0.9093
1970,The Hawaiians,director,1,Tom Gries,male,0.9969
1970,The Hawaiians,starring,1,Charlton Heston,male,0.9982
1970,The Hawaiians,starring,2,Tina Chen,female,0.997
1970,The Hawaiians,starring,3,Geraldine Chaplin,female,0.9963
1970,The Hawaiians,starring,4,Mako,female,0.5145
1970,Equinox,director,1,Jack Woods,male,0.9969
1970,Equinox,director,2,Dennis Muren,male,0.9956
1970,Equinox,director,3,Mark Thomas McGee,male,0.9967
1970,Equinox,starring,1,Edward Connell,male,0.9957
1970,Equinox,starring,2,Barbara Hewitt,female,0.9973
1970,Equinox,starring,3,Frank Bonner,male,0.9953
1970,Equinox,starring,4,Robin Christopher,female,0.877
1970,Move,director,1,Stuart Rosenberg,male,0.9953
1970,Move,starring,1,Elliott Gould,male,0.9441
1970,Move,starring,2,Paula Prentiss,female,0.997
1970,Move,starring,3,Geneviève Waïte,NA,NA
1970,Move,starring,4,John Larch,male,0.9961
1970,The Christine Jorgensen Story,director,1,Irving Rapper,male,1
1970,The Christine Jorgensen Story,starring,1,John Hansen,male,0.9961
1970,The Christine Jorgensen Story,starring,2,Joan Tompkins,female,0.9885
1970,The Christine Jorgensen Story,starring,3,Quinn K. Redeker,male,0.6611
1970,The Christine Jorgensen Story,starring,4,John Himes,male,0.9961
1970,The Kremlin Letter,director,1,John Huston,male,0.9961
1970,The Kremlin Letter,starring,1,Bibi Andersson,female,1
1970,The Kremlin Letter,starring,2,Richard Boone,male,0.9963
1970,The Kremlin Letter,starring,3,Nigel Green,male,0.9934
1970,The Kremlin Letter,starring,4,Dean Jagger,male,0.9875
1970,Alex in Wonderland,director,1,Paul Mazursky,male,0.996
1970,Alex in Wonderland,starring,1,Donald Sutherland,male,0.9961
1970,Alex in Wonderland,starring,2,Ellen Burstyn,female,0.9974
1970,Alex in Wonderland,starring,3,Meg Mazursky,female,1
1970,Alex in Wonderland,starring,4,Glenna Sergent,female,0.9997
1970,The People Next Door,director,1,David Greene,male,0.9963
1970,The People Next Door,starring,1,Eli Wallach,male,0.9917
1970,The People Next Door,starring,2,Julie Harris,female,0.9973
1970,The People Next Door,starring,3,Deborah Winters,female,0.9979
1970,The People Next Door,starring,4,Stephen McHattie,male,0.9964
1970,The Molly Maguires,director,1,Martin Ritt,male,0.995
1970,The Molly Maguires,starring,1,Sean Connery,male,0.9925
1970,The Molly Maguires,starring,2,Richard Harris,male,0.9963
1970,The Molly Maguires,starring,3,Samantha Eggar,female,0.998
1970,The Molly Maguires,starring,4,Frank Finlay,male,0.9953
1970,"Count Yorga, Vampire",director,1,Bob Kelljan,male,0.9969
1970,"Count Yorga, Vampire",starring,1,Robert Quarry,male,0.9959
1970,"Count Yorga, Vampire",starring,2,Roger Perry,male,0.9962
1970,"Count Yorga, Vampire",starring,3,Michael Murphy,male,0.9947
1970,"Count Yorga, Vampire",starring,4,Michael Macready,male,0.9947
1970,Kama Sutra '71,director,1,Raj Devi,male,1
1970,Kama Sutra '71,starring,1,Sabu Edrem,male,1
1970,Kama Sutra '71,starring,2,Ann Perry,female,0.9973
1970,Kama Sutra '71,starring,3,Carol Kasterup,female,0.9928
1970,Kama Sutra '71,starring,4,Victoria Edrem,female,0.9975
1970,The Lady in the Car with Glasses and a Gun,director,1,Anatole Litvak,male,1
1970,The Lady in the Car with Glasses and a Gun,starring,1,Samantha Eggar,female,0.998
1970,The Lady in the Car with Glasses and a Gun,starring,2,Oliver Reed,male,0.9956
1970,The Lady in the Car with Glasses and a Gun,starring,3,John McEnery,male,0.9961
1970,The Lady in the Car with Glasses and a Gun,starring,4,Stéphane Audran,NA,NA
1970,Barquero,director,1,Gordon Douglas,male,0.9966
1970,Barquero,starring,1,Lee Van Cleef,male,0.7669
1970,Barquero,starring,2,Warren Oates,male,0.9953
1970,Barquero,starring,3,Forrest Tucker,male,0.9832
1970,Barquero,starring,4,Kerwin Mathews,male,1
1970,The Cheyenne Social Club,director,1,Gene Kelly,male,0.9704
1970,The Cheyenne Social Club,starring,1,James Stewart,male,0.9956
1970,The Cheyenne Social Club,starring,2,Henry Fonda,male,0.9935
1970,The Cheyenne Social Club,starring,3,Shirley Jones,female,0.9914
1970,The Cheyenne Social Club,starring,4,Sue Ane Langdon,female,0.9963
1970,Up in the Cellar,director,1,Theodore J. Flicker,male,0.9962
1970,Up in the Cellar,starring,1,Wes Stern,male,1
1970,Up in the Cellar,starring,2,Joan Collins,female,0.9885
1970,Up in the Cellar,starring,3,Larry Hagman,male,0.9954
1970,Up in the Cellar,starring,4,Judy Pace,female,0.9973
1970,How Do I Love Thee?,director,1,Michael Gordon,male,0.9947
1970,How Do I Love Thee?,starring,1,Jackie Gleason,female,0.5537
1970,How Do I Love Thee?,starring,2,Maureen O'Hara,female,0.9978
1970,How Do I Love Thee?,starring,3,Shelley Winters,female,0.9836
1970,How Do I Love Thee?,starring,4,Rosemary Forsyth,female,0.9976
1970,Angel Unchained,director,1,Lee Madden,male,0.7669
1970,Angel Unchained,starring,1,Don Stroud,male,0.9937
1970,Angel Unchained,starring,2,Luke Askew,male,0.9976
1970,Angel Unchained,starring,3,Larry Bishop,male,0.9954
1970,Angel Unchained,starring,4,Tyne Daly,female,0.9663
1970,Wanda,director,1,Barbara Loden,female,0.9973
1970,Wanda,starring,1,Barbara Loden,female,0.9973
1970,Wanda,starring,2,Michael Higgins,male,0.9947
1970,Wanda,starring,3,Dorothy Shupenes,female,0.9961
1970,Wanda,starring,4,Peter Shupenes,male,0.9966
1970,Multiple Maniacs,director,1,John Waters,male,0.9961
1970,Multiple Maniacs,starring,1,Divine,female,0.5687
1970,Multiple Maniacs,starring,2,David Lochary,male,0.9963
1970,Multiple Maniacs,starring,3,Mary Vivian Pearce,female,0.9964
1970,Multiple Maniacs,starring,4,Mink Stole,NA,NA
1970,The Low Price of Fame,director,1,Jerry Schafer,male,0.9757
1970,The Low Price of Fame,starring,1,Rory Calhoun,male,0.8226
1970,The Low Price of Fame,starring,2,Gardner McKay,male,0.9969
1970,The Low Price of Fame,starring,3,Corinne Calvet,female,0.9996
1970,The Low Price of Fame,starring,4,Robert Stull,male,0.9959
1970,Massacre,director,1,Joe DeBartolo,male,0.9745
1970,Massacre,starring,1,Ed Azzano,male,0.9995
