major,percentile,earnings
Composition and Rhetoric,10,1.37751
Composition and Rhetoric,11,1.409438
Composition and Rhetoric,12,1.427981
Composition and Rhetoric,13,1.441336
Composition and Rhetoric,14,1.464083
Composition and Rhetoric,15,1.479107
Composition and Rhetoric,16,1.499182
Composition and Rhetoric,17,1.526918
Composition and Rhetoric,18,1.547647
Composition and Rhetoric,19,1.562854
Composition and Rhetoric,20,1.580006
Composition and Rhetoric,21,1.594648
Composition and Rhetoric,22,1.609919
Composition and Rhetoric,23,1.623457
Composition and Rhetoric,24,1.639596
Composition and Rhetoric,25,1.656771
Composition and Rhetoric,26,1.67404
Composition and Rhetoric,27,1.687237
Composition and Rhetoric,28,1.704274
Composition and Rhetoric,29,1.719573
Composition and Rhetoric,30,1.735131
Composition and Rhetoric,31,1.746703
Composition and Rhetoric,32,1.761785
Composition and Rhetoric,33,1.773117
Composition and Rhetoric,34,1.786315
Composition and Rhetoric,35,1.802699
Composition and Rhetoric,36,1.820912
Composition and Rhetoric,37,1.835069
Composition and Rhetoric,38,1.848742
Composition and Rhetoric,39,1.863085
Composition and Rhetoric,40,1.880297
Composition and Rhetoric,41,1.895349
Composition and Rhetoric,42,1.912367
Composition and Rhetoric,43,1.926591
Composition and Rhetoric,44,1.941079
Composition and Rhetoric,45,1.955607
Composition and Rhetoric,46,1.974069
Composition and Rhetoric,47,1.987982
Composition and Rhetoric,48,2.000549
Composition and Rhetoric,49,2.020721
Composition and Rhetoric,50,2.035542
Composition and Rhetoric,51,2.051266
Composition and Rhetoric,52,2.068143
Composition and Rhetoric,53,2.088724
Composition and Rhetoric,54,2.106024
Composition and Rhetoric,55,2.12479
Composition and Rhetoric,56,2.145873
Composition and Rhetoric,57,2.163853
Composition and Rhetoric,58,2.183736
Composition and Rhetoric,59,2.204404
Composition and Rhetoric,60,2.221784
Composition and Rhetoric,61,2.237991
Composition and Rhetoric,62,2.254068
Composition and Rhetoric,63,2.270374
Composition and Rhetoric,64,2.293617
Composition and Rhetoric,65,2.309955
Composition and Rhetoric,66,2.329392
Composition and Rhetoric,67,2.347595
Composition and Rhetoric,68,2.36922
Composition and Rhetoric,69,2.389755
Composition and Rhetoric,70,2.407412
Composition and Rhetoric,71,2.43178
Composition and Rhetoric,72,2.450644
Composition and Rhetoric,73,2.475932
Composition and Rhetoric,74,2.496421
Composition and Rhetoric,75,2.520439
Composition and Rhetoric,76,2.554673
Composition and Rhetoric,77,2.590535
Composition and Rhetoric,78,2.626055
Composition and Rhetoric,79,2.659438
Composition and Rhetoric,80,2.692724
Composition and Rhetoric,81,2.726486
Composition and Rhetoric,82,2.745182
Composition and Rhetoric,83,2.779678
Composition and Rhetoric,84,2.820469
Composition and Rhetoric,85,2.855725
Composition and Rhetoric,86,2.902703
Composition and Rhetoric,87,2.956323
Composition and Rhetoric,88,3.006948
Composition and Rhetoric,89,3.057211
Composition and Rhetoric,90,3.128751
Composition and Rhetoric,91,3.194998
Composition and Rhetoric,92,3.285255
Composition and Rhetoric,93,3.385545
Composition and Rhetoric,94,3.469365
Composition and Rhetoric,95,3.589219
Composition and Rhetoric,96,3.730444
Composition and Rhetoric,97,3.881839
Composition and Rhetoric,98,4.120585
Composition and Rhetoric,99,4.470111
Computer Administration Management,1,1.298133
Computer Administration Management,2,1.395627
Computer Administration Management,3,1.45443
Computer Administration Management,4,1.516157
Computer Administration Management,5,1.561699
Computer Administration Management,6,1.602438
Computer Administration Management,7,1.627913
Computer Administration Management,8,1.659635
Computer Administration Management,9,1.685024
Computer Administration Management,10,1.708899
Computer Administration Management,11,1.735039
Computer Administration Management,12,1.758161
Computer Administration Management,13,1.779485
Computer Administration Management,14,1.798318
Computer Administration Management,15,1.814944
Computer Administration Management,16,1.839778
Computer Administration Management,17,1.863351
Computer Administration Management,18,1.87742
Computer Administration Management,19,1.894598
Computer Administration Management,20,1.909723
Computer Administration Management,21,1.924977
Computer Administration Management,22,1.943262
Computer Administration Management,23,1.957954
Computer Administration Management,24,1.974071
Computer Administration Management,25,1.988419
Computer Administration Management,26,2.009674
Computer Administration Management,27,2.025683
Computer Administration Management,28,2.037975
Computer Administration Management,29,2.056768
Computer Administration Management,30,2.071912
Computer Administration Management,31,2.08413
Computer Administration Management,32,2.099206
Computer Administration Management,33,2.114108
Computer Administration Management,34,2.130479
Computer Administration Management,35,2.140893
Computer Administration Management,36,2.157337
Computer Administration Management,37,2.16959
Computer Administration Management,38,2.184043
Computer Administration Management,39,2.199663
Computer Administration Management,40,2.216062
Computer Administration Management,41,2.233921
Computer Administration Management,42,2.249411
Computer Administration Management,43,2.261627
Computer Administration Management,44,2.280343
Computer Administration Management,45,2.298298
Computer Administration Management,46,2.309849
Computer Administration Management,47,2.322066
Computer Administration Management,48,2.335137
Computer Administration Management,49,2.352085
Computer Administration Management,50,2.36858
Computer Administration Management,51,2.384918
Computer Administration Management,52,2.402508
Computer Administration Management,53,2.417523
Computer Administration Management,54,2.434844
Computer Administration Management,55,2.455696
Computer Administration Management,56,2.469158
Computer Administration Management,57,2.486414
Computer Administration Management,58,2.50612
Computer Administration Management,59,2.526697
Computer Administration Management,60,2.540323
Computer Administration Management,61,2.557083
Computer Administration Management,62,2.573997
Computer Administration Management,63,2.59479
Computer Administration Management,64,2.612871
Computer Administration Management,65,2.629149
Computer Administration Management,66,2.647585
Computer Administration Management,67,2.665945
Computer Administration Management,68,2.690857
Computer Administration Management,69,2.711849
Computer Administration Management,70,2.728942
Computer Administration Management,71,2.755122
Computer Administration Management,72,2.778727
Computer Administration Management,73,2.804985
Computer Administration Management,74,2.828979
Computer Administration Management,75,2.853151
Computer Administration Management,76,2.88121
Computer Administration Management,77,2.91026
Computer Administration Management,78,2.94012
Computer Administration Management,79,2.971873
Computer Administration Management,80,3.003644
Computer Administration Management,81,3.038982
Computer Administration Management,82,3.081861
Computer Administration Management,83,3.106403
Computer Administration Management,84,3.153448
Computer Administration Management,85,3.192955
Computer Administration Management,86,3.240902
Computer Administration Management,87,3.277075
Computer Administration Management,88,3.323046
Computer Administration Management,89,3.390181
Computer Administration Management,90,3.43076
Computer Administration Management,91,3.497155
Computer Administration Management,92,3.564671
Computer Administration Management,93,3.635597
Computer Administration Management,94,3.69281
Computer Administration Management,95,3.786285
Computer Administration Management,96,3.919147
Computer Administration Management,97,4.123069
Computer Administration Management,98,4.30943
Computer Administration Management,99,4.671043
Computer Engineering,1,1.907162
Computer Engineering,2,2.067476
Computer Engineering,3,2.142362
Computer Engineering,4,2.21706
Computer Engineering,5,2.277945
Computer Engineering,6,2.326773
Computer Engineering,7,2.367583
Computer Engineering,8,2.412035
Computer Engineering,9,2.442872
Computer Engineering,10,2.472472
Computer Engineering,11,2.513168
Computer Engineering,12,2.540751
Computer Engineering,13,2.580539
Computer Engineering,14,2.607262
Computer Engineering,15,2.631448
Computer Engineering,16,2.660341
Computer Engineering,17,2.686875
Computer Engineering,18,2.709374
Computer Engineering,19,2.732972
Computer Engineering,20,2.755719
Computer Engineering,21,2.777405
Computer Engineering,22,2.807281
Computer Engineering,23,2.83015
Computer Engineering,24,2.853383
Computer Engineering,25,2.874575
Computer Engineering,26,2.902162
Computer Engineering,27,2.92386
Computer Engineering,28,2.939875
Computer Engineering,29,2.963202
Computer Engineering,30,2.985452
Computer Engineering,31,3.007269
Computer Engineering,32,3.027907
Computer Engineering,33,3.04391
Computer Engineering,34,3.061035
Computer Engineering,35,3.082851
Computer Engineering,36,3.105688
Computer Engineering,37,3.127684
Computer Engineering,38,3.150421
Computer Engineering,39,3.179104
Computer Engineering,40,3.199052
Computer Engineering,41,3.21946
Computer Engineering,42,3.240302
Computer Engineering,43,3.258179
Computer Engineering,44,3.279053
Computer Engineering,45,3.303427
Computer Engineering,46,3.323803
Computer Engineering,47,3.340334
Computer Engineering,48,3.361519
Computer Engineering,49,3.379957
Computer Engineering,50,3.408472
Computer Engineering,51,3.424078
Computer Engineering,52,3.440793
Computer Engineering,53,3.460837
Computer Engineering,54,3.482273
Computer Engineering,55,3.496078
Computer Engineering,56,3.526915
Computer Engineering,57,3.542617
Computer Engineering,58,3.566314
Computer Engineering,59,3.59226
Computer Engineering,60,3.614159
Computer Engineering,61,3.638745
Computer Engineering,62,3.658084
Computer Engineering,63,3.682106
Computer Engineering,64,3.707986
Computer Engineering,65,3.730856
Computer Engineering,66,3.758843
Computer Engineering,67,3.789562
Computer Engineering,68,3.811832
Computer Engineering,69,3.838005
Computer Engineering,70,3.861305
Computer Engineering,71,3.883544
Computer Engineering,72,3.913114
Computer Engineering,73,3.94982
Computer Engineering,74,3.978301
Computer Engineering,75,4.007365
Computer Engineering,76,4.044479
Computer Engineering,77,4.088716
Computer Engineering,78,4.120042
Computer Engineering,79,4.155843
Computer Engineering,80,4.191278
Computer Engineering,81,4.237262
Computer Engineering,82,4.285943
Computer Engineering,83,4.306337
Computer Engineering,84,4.365299
Computer Engineering,85,4.412389
Computer Engineering,86,4.459042
Computer Engineering,87,4.51339
Computer Engineering,88,4.566248
Computer Engineering,89,4.635926
Computer Engineering,90,4.712271
Computer Engineering,91,4.810729
Computer Engineering,92,4.902755
Computer Engineering,93,4.970616
Computer Engineering,94,5.076849
Computer Engineering,95,5.189286
Computer Engineering,96,5.379396
Computer Engineering,97,5.594672
Computer Engineering,98,5.877892
Computer Engineering,99,6.381824
Computer Networking and Telecommunications,1,1.271568
Computer Networking and Telecommunications,2,1.38945
Computer Networking and Telecommunications,3,1.443412
Computer Networking and Telecommunications,4,1.500029
Computer Networking and Telecommunications,5,1.546376
Computer Networking and Telecommunications,6,1.588592
Computer Networking and Telecommunications,7,1.610504
Computer Networking and Telecommunications,8,1.637417
Computer Networking and Telecommunications,9,1.662183
Computer Networking and Telecommunications,10,1.690116
Computer Networking and Telecommunications,11,1.711327
Computer Networking and Telecommunications,12,1.735334
Computer Networking and Telecommunications,13,1.752375
Computer Networking and Telecommunications,14,1.773117
Computer Networking and Telecommunications,15,1.79128
Computer Networking and Telecommunications,16,1.810356
Computer Networking and Telecommunications,17,1.828583
Computer Networking and Telecommunications,18,1.848563
Computer Networking and Telecommunications,19,1.863271
Computer Networking and Telecommunications,20,1.88231
Computer Networking and Telecommunications,21,1.900657
Computer Networking and Telecommunications,22,1.913671
Computer Networking and Telecommunications,23,1.929198
Computer Networking and Telecommunications,24,1.945216
Computer Networking and Telecommunications,25,1.961581
Computer Networking and Telecommunications,26,1.976365
Computer Networking and Telecommunications,27,1.987651
Computer Networking and Telecommunications,28,2.00415
Computer Networking and Telecommunications,29,2.014462
Computer Networking and Telecommunications,30,2.034683
Computer Networking and Telecommunications,31,2.050745
Computer Networking and Telecommunications,32,2.067388
Computer Networking and Telecommunications,33,2.082243
Computer Networking and Telecommunications,34,2.099131
Computer Networking and Telecommunications,35,2.11285
Computer Networking and Telecommunications,36,2.129191
Computer Networking and Telecommunications,37,2.144355
Computer Networking and Telecommunications,38,2.158441
Computer Networking and Telecommunications,39,2.174026
Computer Networking and Telecommunications,40,2.192051
Computer Networking and Telecommunications,41,2.204193
Computer Networking and Telecommunications,42,2.2205530000000002
Computer Networking and Telecommunications,43,2.236273
Computer Networking and Telecommunications,44,2.25285
Computer Networking and Telecommunications,45,2.269295
Computer Networking and Telecommunications,46,2.283137
Computer Networking and Telecommunications,47,2.293427
Computer Networking and Telecommunications,48,2.307653
Computer Networking and Telecommunications,49,2.319769
Computer Networking and Telecommunications,50,2.335827
Computer Networking and Telecommunications,51,2.352283
Computer Networking and Telecommunications,52,2.367181
Computer Networking and Telecommunications,53,2.382634
Computer Networking and Telecommunications,54,2.399561
Computer Networking and Telecommunications,55,2.410356
Computer Networking and Telecommunications,56,2.425245
Computer Networking and Telecommunications,57,2.443932
Computer Networking and Telecommunications,58,2.459578
Computer Networking and Telecommunications,59,2.474414
Computer Networking and Telecommunications,60,2.491007
Computer Networking and Telecommunications,61,2.514259
Computer Networking and Telecommunications,62,2.531304
Computer Networking and Telecommunications,63,2.55458
Computer Networking and Telecommunications,64,2.572678
Computer Networking and Telecommunications,65,2.594522
Computer Networking and Telecommunications,66,2.616928
Computer Networking and Telecommunications,67,2.639284
Computer Networking and Telecommunications,68,2.660061
Computer Networking and Telecommunications,69,2.681604
Computer Networking and Telecommunications,70,2.701094
Computer Networking and Telecommunications,71,2.722177
Computer Networking and Telecommunications,72,2.743425
Computer Networking and Telecommunications,73,2.768678
Computer Networking and Telecommunications,74,2.798556
Computer Networking and Telecommunications,75,2.818394
Computer Networking and Telecommunications,76,2.83907
Computer Networking and Telecommunications,77,2.865846
Computer Networking and Telecommunications,78,2.903417
Computer Networking and Telecommunications,79,2.926745
Computer Networking and Telecommunications,80,2.963796
Computer Networking and Telecommunications,81,2.996857
Computer Networking and Telecommunications,82,3.023132
Computer Networking and Telecommunications,83,3.057578
Computer Networking and Telecommunications,84,3.094711
Computer Networking and Telecommunications,85,3.132907
Computer Networking and Telecommunications,86,3.164116
Computer Networking and Telecommunications,87,3.204225
Computer Networking and Telecommunications,88,3.250065
Computer Networking and Telecommunications,89,3.290148
Computer Networking and Telecommunications,90,3.338931
Computer Networking and Telecommunications,91,3.387903
Computer Networking and Telecommunications,92,3.449837
Computer Networking and Telecommunications,93,3.531636
Computer Networking and Telecommunications,94,3.642943
Computer Networking and Telecommunications,95,3.730115
Computer Networking and Telecommunications,96,3.854991
Computer Networking and Telecommunications,97,4.016326
Computer Networking and Telecommunications,98,4.253178
Computer Networking and Telecommunications,99,4.623972
Computer Programming,1,1.38116
Computer Programming,2,1.486637
Computer Programming,3,1.549019
Computer Programming,4,1.591768
Computer Programming,5,1.635839
Computer Programming,6,1.675739
Computer Programming,7,1.719503
Computer Programming,8,1.753139
Computer Programming,9,1.78482
Computer Programming,10,1.809275
Computer Programming,11,1.838542
Computer Programming,12,1.865535
Computer Programming,13,1.891969
Computer Programming,14,1.913403
Computer Programming,15,1.935277
Computer Programming,16,1.958508
Computer Programming,17,1.979746
Computer Programming,18,2.006476
Computer Programming,19,2.022503
Computer Programming,20,2.03831
Computer Programming,21,2.058932
Computer Programming,22,2.080101
Computer Programming,23,2.095679
Computer Programming,24,2.110166
Computer Programming,25,2.129547
Computer Programming,26,2.142851
Computer Programming,27,2.153504
Computer Programming,28,2.167485
Computer Programming,29,2.18598
Computer Programming,30,2.207119
Computer Programming,31,2.22432
Computer Programming,32,2.245649
Computer Programming,33,2.266994
Computer Programming,34,2.286183
Computer Programming,35,2.300977
Computer Programming,36,2.316265
Computer Programming,37,2.33064
Computer Programming,38,2.354462
Computer Programming,39,2.37126
Computer Programming,40,2.38254
Computer Programming,41,2.398358
Computer Programming,42,2.415053
Computer Programming,43,2.435531
Computer Programming,44,2.451348
Computer Programming,45,2.467037
Computer Programming,46,2.485271
Computer Programming,47,2.5031
Computer Programming,48,2.515676
Computer Programming,49,2.537541
Computer Programming,50,2.556315
Computer Programming,51,2.582144
Computer Programming,52,2.599452
Computer Programming,53,2.622689
Computer Programming,54,2.642445
Computer Programming,55,2.668694
Computer Programming,56,2.688175
Computer Programming,57,2.71207
Computer Programming,58,2.733778
Computer Programming,59,2.753373
Computer Programming,60,2.773723
Computer Programming,61,2.800406
Computer Programming,62,2.820997
Computer Programming,63,2.837938
Computer Programming,64,2.863042
Computer Programming,65,2.87964
Computer Programming,66,2.899673
Computer Programming,67,2.92294
Computer Programming,68,2.945026
Computer Programming,69,2.969168
Computer Programming,70,3.000742
Computer Programming,71,3.033839
Computer Programming,72,3.059598
Computer Programming,73,3.088743
Computer Programming,74,3.113983
Computer Programming,75,3.139558
Computer Programming,76,3.163811
Computer Programming,77,3.190578
Computer Programming,78,3.224173
Computer Programming,79,3.258701
Computer Programming,80,3.284678
Computer Programming,81,3.319106
Computer Programming,82,3.3778
Computer Programming,83,3.412565
Computer Programming,84,3.45086
Computer Programming,85,3.484822
Computer Programming,86,3.541265
Computer Programming,87,3.590682
Computer Programming,88,3.644805
Computer Programming,89,3.708163
Computer Programming,90,3.784867
Computer Programming,91,3.839287
Computer Programming,92,3.932033
Computer Programming,93,4.023029
Computer Programming,94,4.148028
Computer Programming,95,4.271686
Computer Programming,96,4.406682
Computer Programming,97,4.575568
Computer Programming,98,4.819006
Computer Programming,99,5.213952
Computer Science,1,1.833017
Computer Science,2,1.950713
Computer Science,3,2.025814
Computer Science,4,2.103237
Computer Science,5,2.153124
Computer Science,6,2.212516
Computer Science,7,2.257061
Computer Science,8,2.300823
Computer Science,9,2.336536
Computer Science,10,2.372833
Computer Science,11,2.394785
Computer Science,12,2.41901
Computer Science,13,2.448012
Computer Science,14,2.474765
Computer Science,15,2.496685
Computer Science,16,2.523609
Computer Science,17,2.554556
Computer Science,18,2.578599
Computer Science,19,2.600097
Computer Science,20,2.618207
Computer Science,21,2.635071
Computer Science,22,2.656114
Computer Science,23,2.680547
Computer Science,24,2.701482
Computer Science,25,2.722473
Computer Science,26,2.746364
Computer Science,27,2.768178
Computer Science,28,2.787521
Computer Science,29,2.803819
Computer Science,30,2.829514
Computer Science,31,2.847197
Computer Science,32,2.87125
Computer Science,33,2.888835
Computer Science,34,2.907255
Computer Science,35,2.922392
Computer Science,36,2.938105
Computer Science,37,2.965123
Computer Science,38,2.98196
Computer Science,39,3.005508
Computer Science,40,3.020704
Computer Science,41,3.03418
Computer Science,42,3.057335
Computer Science,43,3.07852
Computer Science,44,3.096185
Computer Science,45,3.117171
Computer Science,46,3.135024
Computer Science,47,3.157602
Computer Science,48,3.179053
Computer Science,49,3.198518
Computer Science,50,3.216832
Computer Science,51,3.24062
Computer Science,52,3.259117
Computer Science,53,3.276766
Computer Science,54,3.29522
Computer Science,55,3.31582
Computer Science,56,3.336366
Computer Science,57,3.352983
Computer Science,58,3.379469
Computer Science,59,3.398595
Computer Science,60,3.419932
Computer Science,61,3.437778
Computer Science,62,3.466443
Computer Science,63,3.500799
Computer Science,64,3.530534
Computer Science,65,3.556876
Computer Science,66,3.582597
Computer Science,67,3.614469
Computer Science,68,3.643973
Computer Science,69,3.672922
Computer Science,70,3.717055
Computer Science,71,3.738768
Computer Science,72,3.774971
Computer Science,73,3.805422
Computer Science,74,3.843146
Computer Science,75,3.877253
Computer Science,76,3.908805
Computer Science,77,3.938776
Computer Science,78,3.976977
Computer Science,79,4.006501
Computer Science,80,4.032357
Computer Science,81,4.076833
Computer Science,82,4.117053
Computer Science,83,4.158269
Computer Science,84,4.205332
Computer Science,85,4.262643
Computer Science,86,4.310046
Computer Science,87,4.374559
Computer Science,88,4.437293
Computer Science,89,4.495395
Computer Science,90,4.550715
Computer Science,91,4.62613
Computer Science,92,4.708607
Computer Science,93,4.804656
Computer Science,94,4.911113
Computer Science,95,5.050777
Computer Science,96,5.208103
Computer Science,97,5.422755
Computer Science,98,5.623371
Computer Science,99,6.031738
Computer and Information Systems,1,1.532033
Computer and Information Systems,2,1.62375
Computer and Information Systems,3,1.69461
Computer and Information Systems,4,1.741367
Computer and Information Systems,5,1.794093
Computer and Information Systems,6,1.829549
Computer and Information Systems,7,1.864424
Computer and Information Systems,8,1.901334
Computer and Information Systems,9,1.926428
Computer and Information Systems,10,1.957515
Computer and Information Systems,11,1.984891
Computer and Information Systems,12,2.009323
Computer and Information Systems,13,2.029814
Computer and Information Systems,14,2.06537
Computer and Information Systems,15,2.089832
Computer and Information Systems,16,2.107497
Computer and Information Systems,17,2.133217
Computer and Information Systems,18,2.151878
Computer and Information Systems,19,2.17305
Computer and Information Systems,20,2.1877
Computer and Information Systems,21,2.207448
Computer and Information Systems,22,2.224988
Computer and Information Systems,23,2.242086
Computer and Information Systems,24,2.2622
Computer and Information Systems,25,2.279344
Computer and Information Systems,26,2.292016
Computer and Information Systems,27,2.30946
Computer and Information Systems,28,2.331047
Computer and Information Systems,29,2.343189
Computer and Information Systems,30,2.355492
Computer and Information Systems,31,2.373896
Computer and Information Systems,32,2.387747
Computer and Information Systems,33,2.401652
Computer and Information Systems,34,2.415899
Computer and Information Systems,35,2.437425
Computer and Information Systems,36,2.452576
Computer and Information Systems,37,2.467113
Computer and Information Systems,38,2.481029
Computer and Information Systems,39,2.493988
Computer and Information Systems,40,2.517064
Computer and Information Systems,41,2.538462
Computer and Information Systems,42,2.552879
Computer and Information Systems,43,2.573092
Computer and Information Systems,44,2.592696
Computer and Information Systems,45,2.607465
Computer and Information Systems,46,2.622307
Computer and Information Systems,47,2.637052
Computer and Information Systems,48,2.657624
Computer and Information Systems,49,2.679286
Computer and Information Systems,50,2.697976
Computer and Information Systems,51,2.713895
Computer and Information Systems,52,2.731613
Computer and Information Systems,53,2.751824
Computer and Information Systems,54,2.767705
Computer and Information Systems,55,2.782191
Computer and Information Systems,56,2.795621
Computer and Information Systems,57,2.812094
Computer and Information Systems,58,2.829071
Computer and Information Systems,59,2.84747
Computer and Information Systems,60,2.868618
Computer and Information Systems,61,2.889223
Computer and Information Systems,62,2.903626
Computer and Information Systems,63,2.924926
Computer and Information Systems,64,2.946194
Computer and Information Systems,65,2.968942
Computer and Information Systems,66,2.997347
Computer and Information Systems,67,3.018548
Computer and Information Systems,68,3.038417
Computer and Information Systems,69,3.06295
Computer and Information Systems,70,3.083875
Computer and Information Systems,71,3.105068
Computer and Information Systems,72,3.131535
Computer and Information Systems,73,3.154316
Computer and Information Systems,74,3.181025
Computer and Information Systems,75,3.209308
Computer and Information Systems,76,3.243942
Computer and Information Systems,77,3.276596
Computer and Information Systems,78,3.307541
Computer and Information Systems,79,3.338016
Computer and Information Systems,80,3.362921
Computer and Information Systems,81,3.386925
Computer and Information Systems,82,3.425109
Computer and Information Systems,83,3.456669
Computer and Information Systems,84,3.499466
Computer and Information Systems,85,3.540751
Computer and Information Systems,86,3.582575
Computer and Information Systems,87,3.624073
Computer and Information Systems,88,3.684839
Computer and Information Systems,89,3.731532
Computer and Information Systems,90,3.789128
Computer and Information Systems,91,3.850497
Computer and Information Systems,92,3.926601
Computer and Information Systems,93,3.995511
Computer and Information Systems,94,4.077764
Computer and Information Systems,95,4.202015
Computer and Information Systems,96,4.315199
Computer and Information Systems,97,4.455413
Computer and Information Systems,98,4.604629
Computer and Information Systems,99,4.996181
Construction,1,1.827862
Construction,2,1.925131
Construction,3,1.990184
Construction,4,2.029274
Construction,5,2.079679
Construction,6,2.114699
Construction,7,2.145474
Construction,8,2.1736
Construction,9,2.202298
Construction,10,2.225844
Construction,11,2.255923
Construction,12,2.286607
Construction,13,2.312567
Construction,14,2.33247
Construction,15,2.352591
Construction,16,2.373075
Construction,17,2.391761
Construction,18,2.410924
Construction,19,2.433008
Construction,20,2.450264
Construction,21,2.467919
Construction,22,2.48858
Construction,23,2.509709
Construction,24,2.525274
Construction,25,2.546541
Construction,26,2.564814
Construction,27,2.585139
Construction,28,2.606636
Construction,29,2.618499
Construction,30,2.63482
Construction,31,2.648468
Construction,32,2.659403
Construction,33,2.679113
Construction,34,2.693446
Construction,35,2.708377
Construction,36,2.722264
Construction,37,2.736496
Construction,38,2.756331
Construction,39,2.769882
Construction,40,2.784056
Construction,41,2.802218
Construction,42,2.816162
Construction,43,2.829969
Construction,44,2.846826
Construction,45,2.863139
Construction,46,2.87881
Construction,47,2.894985
Construction,48,2.908168
Construction,49,2.926319
Construction,50,2.9492950000000002
Construction,51,2.963228
Construction,52,2.983251
Construction,53,3.001197
Construction,54,3.020917
Construction,55,3.039988
Construction,56,3.06398
Construction,57,3.079137
Construction,58,3.093804
Construction,59,3.115381
Construction,60,3.132114
Construction,61,3.154091
Construction,62,3.171027
Construction,63,3.191275
Construction,64,3.21073
Construction,65,3.230402
Construction,66,3.248957
Construction,67,3.277129
Construction,68,3.300789
Construction,69,3.326549
Construction,70,3.356462
Construction,71,3.378404
Construction,72,3.40226
Construction,73,3.428563
Construction,74,3.449462
Construction,75,3.477373
Construction,76,3.499913
Construction,77,3.531339
Construction,78,3.565843
Construction,79,3.59329
Construction,80,3.622172
Construction,81,3.652304
Construction,82,3.681813
Construction,83,3.718829
Construction,84,3.750796
Construction,85,3.805138
Construction,86,3.849416
Construction,87,3.889775
Construction,88,3.935253
Construction,89,3.982265
Construction,90,4.035646
Construction,91,4.103703
Construction,92,4.167788
Construction,93,4.243826
Construction,94,4.339954
Construction,95,4.42542
Construction,96,4.54306
Construction,97,4.714623
Construction,98,4.906922
Construction,99,5.238952
Consumer Science,1,0.939754
Consumer Science,2,1.048093
Consumer Science,3,1.104568
Consumer Science,4,1.148935
Consumer Science,5,1.184677
Consumer Science,6,1.22921
Consumer Science,7,1.264304
Consumer Science,8,1.290537
Consumer Science,9,1.305007
Consumer Science,10,1.328671
Consumer Science,11,1.359048
Consumer Science,12,1.379004
Consumer Science,13,1.399543
Consumer Science,14,1.414447
Consumer Science,15,1.429631
Consumer Science,16,1.443735
Consumer Science,17,1.457364
Consumer Science,18,1.473188
Consumer Science,19,1.490997
Consumer Science,20,1.506827
Consumer Science,21,1.520634
Consumer Science,22,1.536783
Consumer Science,23,1.549154
Consumer Science,24,1.563923
Consumer Science,25,1.580449
Consumer Science,26,1.595649
Consumer Science,27,1.611263
Consumer Science,28,1.627102
Consumer Science,29,1.640838
Consumer Science,30,1.656011
Consumer Science,31,1.669284
Consumer Science,32,1.684975
Consumer Science,33,1.701418
Consumer Science,34,1.714725
Consumer Science,35,1.729661
Consumer Science,36,1.741878
Consumer Science,37,1.755742
Consumer Science,38,1.770726
Consumer Science,39,1.783745
Consumer Science,40,1.798912
Consumer Science,41,1.813005
Consumer Science,42,1.825683
Consumer Science,43,1.841939
Consumer Science,44,1.857125
Consumer Science,45,1.872911
Consumer Science,46,1.886928
Consumer Science,47,1.899604
Consumer Science,48,1.913202
Consumer Science,49,1.929023
Consumer Science,50,1.94223
Consumer Science,51,1.955026
Consumer Science,52,1.971218
Consumer Science,53,1.984384
Consumer Science,54,1.999724
Consumer Science,55,2.01606
Consumer Science,56,2.035982
Consumer Science,57,2.048139
Consumer Science,58,2.068911
Consumer Science,59,2.081794
Consumer Science,60,2.097933
Consumer Science,61,2.116878
Consumer Science,62,2.135393
Consumer Science,63,2.148065
Consumer Science,64,2.159397
Consumer Science,65,2.176352
Consumer Science,66,2.195227
Consumer Science,67,2.217537
Consumer Science,68,2.236071
Consumer Science,69,2.25303
Consumer Science,70,2.271595
Consumer Science,71,2.291443
Consumer Science,72,2.316973
Consumer Science,73,2.340968
Consumer Science,74,2.36693
Consumer Science,75,2.391447
Consumer Science,76,2.419741
Consumer Science,77,2.451485
Consumer Science,78,2.4761
Consumer Science,79,2.510406
Consumer Science,80,2.535222
Consumer Science,81,2.573014
Consumer Science,82,2.607376
Consumer Science,83,2.639906
Consumer Science,84,2.677602
Consumer Science,85,2.722089
Consumer Science,86,2.760338
Consumer Science,87,2.803804
Consumer Science,88,2.8570159999999998
Consumer Science,89,2.920238
Consumer Science,90,2.983035
Consumer Science,91,3.02795
Consumer Science,92,3.078753
Consumer Science,93,3.145344
Consumer Science,94,3.234871
Consumer Science,95,3.310887
Consumer Science,96,3.45273
Consumer Science,97,3.632412
Consumer Science,98,3.828351
Consumer Science,99,4.287851
Cosmetology,1,1.016962
Cosmetology,2,1.113641
Cosmetology,3,1.158271
Cosmetology,4,1.203693
Cosmetology,5,1.240422
Cosmetology,6,1.264461
Cosmetology,7,1.289439
Cosmetology,8,1.30454
Cosmetology,9,1.332854
Cosmetology,10,1.348956
Cosmetology,11,1.362866
Cosmetology,12,1.381875
Cosmetology,13,1.4013
Cosmetology,14,1.424374
Cosmetology,15,1.44116
Cosmetology,16,1.459335
Cosmetology,17,1.470713
Cosmetology,18,1.484017
Cosmetology,19,1.497943
Cosmetology,20,1.514142
Cosmetology,21,1.52797
Cosmetology,22,1.538942
Cosmetology,23,1.5496780000000001
Cosmetology,24,1.560304
Cosmetology,25,1.571678
Cosmetology,26,1.583512
