major,percentile,earnings
Accounting,1,1.538733
Accounting,2,1.673857
Accounting,3,1.760265
Accounting,4,1.816639
Accounting,5,1.872135
Accounting,6,1.933803
Accounting,7,1.980822
Accounting,8,2.019701
Accounting,9,2.059812
Accounting,10,2.090352
Accounting,11,2.127699
Accounting,12,2.167101
Accounting,13,2.199045
Accounting,14,2.228824
Accounting,15,2.250222
Accounting,16,2.275172
Accounting,17,2.303972
Accounting,18,2.330689
Accounting,19,2.349476
Accounting,20,2.373365
Accounting,21,2.40012
Accounting,22,2.421704
Accounting,23,2.440913
Accounting,24,2.46232
Accounting,25,2.479781
Accounting,26,2.502432
Accounting,27,2.522873
Accounting,28,2.540694
Accounting,29,2.568515
Accounting,30,2.587777
Accounting,31,2.608934
Accounting,32,2.624324
Accounting,33,2.643314
Accounting,34,2.665787
Accounting,35,2.683951
Accounting,36,2.708634
Accounting,37,2.732002
Accounting,38,2.754009
Accounting,39,2.77738
Accounting,40,2.795971
Accounting,41,2.811466
Accounting,42,2.835408
Accounting,43,2.852486
Accounting,44,2.878894
Accounting,45,2.898365
Accounting,46,2.916323
Accounting,47,2.940028
Accounting,48,2.961939
Accounting,49,2.982953
Accounting,50,3.006343
Accounting,51,3.028373
Accounting,52,3.052124
Accounting,53,3.075336
Accounting,54,3.100204
Accounting,55,3.121043
Accounting,56,3.138948
Accounting,57,3.161488
Accounting,58,3.185301
Accounting,59,3.216318
Accounting,60,3.234418
Accounting,61,3.257665
Accounting,62,3.291598
Accounting,63,3.315863
Accounting,64,3.334638
Accounting,65,3.365621
Accounting,66,3.390186
Accounting,67,3.414818
Accounting,68,3.43885
Accounting,69,3.473032
Accounting,70,3.505566
Accounting,71,3.537464
Accounting,72,3.567159
Accounting,73,3.593669
Accounting,74,3.623776
Accounting,75,3.651773
Accounting,76,3.685373
Accounting,77,3.729643
Accounting,78,3.76692
Accounting,79,3.809655
Accounting,80,3.854694
Accounting,81,3.896471
Accounting,82,3.943194
Accounting,83,3.979235
Accounting,84,4.024105
Accounting,85,4.07307
Accounting,86,4.129132
Accounting,87,4.187379
Accounting,88,4.243397
Accounting,89,4.306838
Accounting,90,4.388496
Accounting,91,4.472248
Accounting,92,4.564246
Accounting,93,4.643528
Accounting,94,4.747888
Accounting,95,4.897079
Accounting,96,5.034628
Accounting,97,5.339105
Accounting,98,5.615164
Accounting,99,6.158339
Advertising/Public Relations,1,1.324145
Advertising/Public Relations,2,1.452861
Advertising/Public Relations,3,1.519601
Advertising/Public Relations,4,1.590513
Advertising/Public Relations,5,1.635626
Advertising/Public Relations,6,1.678928
Advertising/Public Relations,7,1.725447
Advertising/Public Relations,8,1.757944
Advertising/Public Relations,9,1.789341
Advertising/Public Relations,10,1.811103
Advertising/Public Relations,11,1.837002
Advertising/Public Relations,12,1.8597
Advertising/Public Relations,13,1.881691
Advertising/Public Relations,14,1.914093
Advertising/Public Relations,15,1.93254
Advertising/Public Relations,16,1.956545
Advertising/Public Relations,17,1.976375
Advertising/Public Relations,18,1.995539
Advertising/Public Relations,19,2.020253
Advertising/Public Relations,20,2.039694
Advertising/Public Relations,21,2.066022
Advertising/Public Relations,22,2.083076
Advertising/Public Relations,23,2.098651
Advertising/Public Relations,24,2.115922
Advertising/Public Relations,25,2.133077
Advertising/Public Relations,26,2.152671
Advertising/Public Relations,27,2.168796
Advertising/Public Relations,28,2.187467
Advertising/Public Relations,29,2.214792
Advertising/Public Relations,30,2.230384
Advertising/Public Relations,31,2.252958
Advertising/Public Relations,32,2.265549
Advertising/Public Relations,33,2.28328
Advertising/Public Relations,34,2.301035
Advertising/Public Relations,35,2.318755
Advertising/Public Relations,36,2.332619
Advertising/Public Relations,37,2.348255
Advertising/Public Relations,38,2.36156
Advertising/Public Relations,39,2.381429
Advertising/Public Relations,40,2.405071
Advertising/Public Relations,41,2.424115
Advertising/Public Relations,42,2.440957
Advertising/Public Relations,43,2.456841
Advertising/Public Relations,44,2.47128
Advertising/Public Relations,45,2.485469
Advertising/Public Relations,46,2.508586
Advertising/Public Relations,47,2.529376
Advertising/Public Relations,48,2.554909
Advertising/Public Relations,49,2.574051
Advertising/Public Relations,50,2.595233
Advertising/Public Relations,51,2.614008
Advertising/Public Relations,52,2.639094
Advertising/Public Relations,53,2.654568
Advertising/Public Relations,54,2.678612
Advertising/Public Relations,55,2.694335
Advertising/Public Relations,56,2.710777
Advertising/Public Relations,57,2.737269
Advertising/Public Relations,58,2.760817
Advertising/Public Relations,59,2.786174
Advertising/Public Relations,60,2.808665
Advertising/Public Relations,61,2.82809
Advertising/Public Relations,62,2.84395
Advertising/Public Relations,63,2.871762
Advertising/Public Relations,64,2.900061
Advertising/Public Relations,65,2.922128
Advertising/Public Relations,66,2.947266
Advertising/Public Relations,67,2.979967
Advertising/Public Relations,68,2.99532
Advertising/Public Relations,69,3.014971
Advertising/Public Relations,70,3.045519
Advertising/Public Relations,71,3.068294
Advertising/Public Relations,72,3.09602
Advertising/Public Relations,73,3.127372
Advertising/Public Relations,74,3.158178
Advertising/Public Relations,75,3.195557
Advertising/Public Relations,76,3.233226
Advertising/Public Relations,77,3.26336
Advertising/Public Relations,78,3.313883
Advertising/Public Relations,79,3.347583
Advertising/Public Relations,80,3.394533
Advertising/Public Relations,81,3.434227
Advertising/Public Relations,82,3.481116
Advertising/Public Relations,83,3.534206
Advertising/Public Relations,84,3.570815
Advertising/Public Relations,85,3.61122
Advertising/Public Relations,86,3.662474
Advertising/Public Relations,87,3.717232
Advertising/Public Relations,88,3.789134
Advertising/Public Relations,89,3.842091
Advertising/Public Relations,90,3.899892
Advertising/Public Relations,91,3.988029
Advertising/Public Relations,92,4.071986
Advertising/Public Relations,93,4.173817
Advertising/Public Relations,94,4.313778
Advertising/Public Relations,95,4.47533
Advertising/Public Relations,96,4.658751
Advertising/Public Relations,97,4.9343070000000004
Advertising/Public Relations,98,5.275761
Advertising/Public Relations,99,5.827614
Aerospace Engineering,1,2.027993
Aerospace Engineering,2,2.156719
Aerospace Engineering,3,2.239833
Aerospace Engineering,4,2.29164
Aerospace Engineering,5,2.337633
Aerospace Engineering,6,2.375993
Aerospace Engineering,7,2.42465
Aerospace Engineering,8,2.457974
Aerospace Engineering,9,2.506157
Aerospace Engineering,10,2.531544
Aerospace Engineering,11,2.568222
Aerospace Engineering,12,2.598564
Aerospace Engineering,13,2.632748
Aerospace Engineering,14,2.65545
Aerospace Engineering,15,2.692439
Aerospace Engineering,16,2.717873
Aerospace Engineering,17,2.754853
Aerospace Engineering,18,2.783173
Aerospace Engineering,19,2.810517
Aerospace Engineering,20,2.831509
Aerospace Engineering,21,2.853882
Aerospace Engineering,22,2.873594
Aerospace Engineering,23,2.892959
Aerospace Engineering,24,2.920226
Aerospace Engineering,25,2.946511
Aerospace Engineering,26,2.96341
Aerospace Engineering,27,2.983447
Aerospace Engineering,28,3.002172
Aerospace Engineering,29,3.020189
Aerospace Engineering,30,3.037166
Aerospace Engineering,31,3.051166
Aerospace Engineering,32,3.069687
Aerospace Engineering,33,3.084316
Aerospace Engineering,34,3.101479
Aerospace Engineering,35,3.121333
Aerospace Engineering,36,3.142549
Aerospace Engineering,37,3.164529
Aerospace Engineering,38,3.18825
Aerospace Engineering,39,3.204816
Aerospace Engineering,40,3.224046
Aerospace Engineering,41,3.248835
Aerospace Engineering,42,3.266904
Aerospace Engineering,43,3.285897
Aerospace Engineering,44,3.30177
Aerospace Engineering,45,3.327226
Aerospace Engineering,46,3.345155
Aerospace Engineering,47,3.361504
Aerospace Engineering,48,3.383116
Aerospace Engineering,49,3.397868
Aerospace Engineering,50,3.421691
Aerospace Engineering,51,3.443476
Aerospace Engineering,52,3.464465
Aerospace Engineering,53,3.484933
Aerospace Engineering,54,3.497475
Aerospace Engineering,55,3.525521
Aerospace Engineering,56,3.543867
Aerospace Engineering,57,3.570277
Aerospace Engineering,58,3.590803
Aerospace Engineering,59,3.616753
Aerospace Engineering,60,3.639867
Aerospace Engineering,61,3.657699
Aerospace Engineering,62,3.681288
Aerospace Engineering,63,3.704865
Aerospace Engineering,64,3.72522
Aerospace Engineering,65,3.747125
Aerospace Engineering,66,3.769156
Aerospace Engineering,67,3.797842
Aerospace Engineering,68,3.822499
Aerospace Engineering,69,3.851999
Aerospace Engineering,70,3.881177
Aerospace Engineering,71,3.906775
Aerospace Engineering,72,3.935966
Aerospace Engineering,73,3.961859
Aerospace Engineering,74,3.980306
Aerospace Engineering,75,4.008
Aerospace Engineering,76,4.035652
Aerospace Engineering,77,4.077351
Aerospace Engineering,78,4.126595
Aerospace Engineering,79,4.162444
Aerospace Engineering,80,4.189897
Aerospace Engineering,81,4.2214410000000004
Aerospace Engineering,82,4.264055
Aerospace Engineering,83,4.303873
Aerospace Engineering,84,4.353092
Aerospace Engineering,85,4.399794
Aerospace Engineering,86,4.455968
Aerospace Engineering,87,4.539647
Aerospace Engineering,88,4.611489
Aerospace Engineering,89,4.673767
Aerospace Engineering,90,4.749257
Aerospace Engineering,91,4.841395
Aerospace Engineering,92,4.928398
Aerospace Engineering,93,5.015424
Aerospace Engineering,94,5.128825
Aerospace Engineering,95,5.243712
Aerospace Engineering,96,5.425872
Aerospace Engineering,97,5.645631
Aerospace Engineering,98,5.921952
Aerospace Engineering,99,6.436656
Agricultural Economics,1,1.366684
Agricultural Economics,2,1.486828
Agricultural Economics,3,1.542768
Agricultural Economics,4,1.601297
Agricultural Economics,5,1.643005
Agricultural Economics,6,1.675082
Agricultural Economics,7,1.714774
Agricultural Economics,8,1.753361
Agricultural Economics,9,1.778601
Agricultural Economics,10,1.821676
Agricultural Economics,11,1.851363
Agricultural Economics,12,1.877505
Agricultural Economics,13,1.891576
Agricultural Economics,14,1.919064
Agricultural Economics,15,1.939774
Agricultural Economics,16,1.959039
Agricultural Economics,17,1.979983
Agricultural Economics,18,1.997973
Agricultural Economics,19,2.020598
Agricultural Economics,20,2.040294
Agricultural Economics,21,2.055964
Agricultural Economics,22,2.077319
Agricultural Economics,23,2.096151
Agricultural Economics,24,2.11256
Agricultural Economics,25,2.13528
Agricultural Economics,26,2.153531
Agricultural Economics,27,2.169457
Agricultural Economics,28,2.184985
Agricultural Economics,29,2.202756
Agricultural Economics,30,2.217526
Agricultural Economics,31,2.235277
Agricultural Economics,32,2.247591
Agricultural Economics,33,2.268606
Agricultural Economics,34,2.286089
Agricultural Economics,35,2.29829
Agricultural Economics,36,2.314938
Agricultural Economics,37,2.328805
Agricultural Economics,38,2.345265
Agricultural Economics,39,2.364656
Agricultural Economics,40,2.380315
Agricultural Economics,41,2.400362
Agricultural Economics,42,2.414975
Agricultural Economics,43,2.428737
Agricultural Economics,44,2.445121
Agricultural Economics,45,2.458998
Agricultural Economics,46,2.479966
Agricultural Economics,47,2.499055
Agricultural Economics,48,2.513442
Agricultural Economics,49,2.528621
Agricultural Economics,50,2.541548
Agricultural Economics,51,2.563437
Agricultural Economics,52,2.577543
Agricultural Economics,53,2.596446
Agricultural Economics,54,2.607877
Agricultural Economics,55,2.622644
Agricultural Economics,56,2.640452
Agricultural Economics,57,2.664087
Agricultural Economics,58,2.68
Agricultural Economics,59,2.706052
Agricultural Economics,60,2.725539
Agricultural Economics,61,2.741344
Agricultural Economics,62,2.755878
Agricultural Economics,63,2.772653
Agricultural Economics,64,2.787169
Agricultural Economics,65,2.809985
Agricultural Economics,66,2.827199
Agricultural Economics,67,2.855586
Agricultural Economics,68,2.875217
Agricultural Economics,69,2.899771
Agricultural Economics,70,2.926974
Agricultural Economics,71,2.947837
Agricultural Economics,72,2.975752
Agricultural Economics,73,2.992784
Agricultural Economics,74,3.01688
Agricultural Economics,75,3.043933
Agricultural Economics,76,3.072492
Agricultural Economics,77,3.107265
Agricultural Economics,78,3.127804
Agricultural Economics,79,3.159506
Agricultural Economics,80,3.196638
Agricultural Economics,81,3.225255
Agricultural Economics,82,3.266041
Agricultural Economics,83,3.301765
Agricultural Economics,84,3.343569
Agricultural Economics,85,3.38971
Agricultural Economics,86,3.43999
Agricultural Economics,87,3.482175
Agricultural Economics,88,3.538083
Agricultural Economics,89,3.593688
Agricultural Economics,90,3.673734
Agricultural Economics,91,3.725428
Agricultural Economics,92,3.796438
Agricultural Economics,93,3.89181
Agricultural Economics,94,3.992578
Agricultural Economics,95,4.114154
Agricultural Economics,96,4.262899
Agricultural Economics,97,4.443912
Agricultural Economics,98,4.719318
Agricultural Economics,99,5.134187
Agriculture,1,1.182853
Agriculture,2,1.301391
Agriculture,3,1.338839
Agriculture,4,1.373441
Agriculture,5,1.402891
Agriculture,6,1.438948
Agriculture,7,1.462503
Agriculture,8,1.492247
Agriculture,9,1.515926
Agriculture,10,1.539861
Agriculture,11,1.567476
Agriculture,12,1.587829
Agriculture,13,1.604621
Agriculture,14,1.622827
Agriculture,15,1.641321
Agriculture,16,1.658875
Agriculture,17,1.679503
Agriculture,18,1.695781
Agriculture,19,1.709707
Agriculture,20,1.727448
Agriculture,21,1.742036
Agriculture,22,1.761627
Agriculture,23,1.774499
Agriculture,24,1.787226
Agriculture,25,1.799249
Agriculture,26,1.811762
Agriculture,27,1.827264
Agriculture,28,1.848463
Agriculture,29,1.865445
Agriculture,30,1.878612
Agriculture,31,1.895059
Agriculture,32,1.911012
Agriculture,33,1.924589
Agriculture,34,1.93624
Agriculture,35,1.954022
Agriculture,36,1.968966
Agriculture,37,1.980149
Agriculture,38,1.994282
Agriculture,39,2.011988
Agriculture,40,2.026138
Agriculture,41,2.034375
Agriculture,42,2.050011
Agriculture,43,2.068551
Agriculture,44,2.079386
Agriculture,45,2.093957
Agriculture,46,2.106355
Agriculture,47,2.117605
Agriculture,48,2.130192
Agriculture,49,2.1465
Agriculture,50,2.157561
Agriculture,51,2.174168
Agriculture,52,2.187647
Agriculture,53,2.199235
Agriculture,54,2.212715
Agriculture,55,2.224972
Agriculture,56,2.239509
Agriculture,57,2.256773
Agriculture,58,2.273623
Agriculture,59,2.288582
Agriculture,60,2.306685
Agriculture,61,2.323067
Agriculture,62,2.338407
Agriculture,63,2.356163
Agriculture,64,2.371497
Agriculture,65,2.392441
Agriculture,66,2.409726
Agriculture,67,2.431118
Agriculture,68,2.455208
Agriculture,69,2.471622
Agriculture,70,2.485231
Agriculture,71,2.504597
Agriculture,72,2.528798
Agriculture,73,2.551236
Agriculture,74,2.57981
Agriculture,75,2.605541
Agriculture,76,2.632581
Agriculture,77,2.657824
Agriculture,78,2.688359
Agriculture,79,2.711516
Agriculture,80,2.744356
Agriculture,81,2.765519
Agriculture,82,2.796528
Agriculture,83,2.824793
Agriculture,84,2.874596
Agriculture,85,2.900388
Agriculture,86,2.952634
Agriculture,87,2.996112
Agriculture,88,3.045265
Agriculture,89,3.090863
Agriculture,90,3.150593
Agriculture,91,3.208548
Agriculture,92,3.259245
Agriculture,93,3.32122
Agriculture,94,3.385536
Agriculture,95,3.482166
Agriculture,96,3.604088
Agriculture,97,3.745533
Agriculture,98,3.953031
Agriculture,99,4.211954
Animal Science,1,1.140082
Animal Science,2,1.210574
Animal Science,3,1.280512
Animal Science,4,1.320816
Animal Science,5,1.357829
Animal Science,6,1.390079
Animal Science,7,1.425986
Animal Science,8,1.456143
Animal Science,9,1.485879
Animal Science,10,1.509091
Animal Science,11,1.530628
Animal Science,12,1.558098
Animal Science,13,1.572341
Animal Science,14,1.590497
Animal Science,15,1.611055
Animal Science,16,1.629162
Animal Science,17,1.649445
Animal Science,18,1.667495
Animal Science,19,1.684385
Animal Science,20,1.700617
Animal Science,21,1.716224
Animal Science,22,1.730794
Animal Science,23,1.744115
Animal Science,24,1.75822
Animal Science,25,1.771213
Animal Science,26,1.785665
Animal Science,27,1.804292
Animal Science,28,1.817956
Animal Science,29,1.827161
Animal Science,30,1.846876
Animal Science,31,1.861412
Animal Science,32,1.870235
Animal Science,33,1.880449
Animal Science,34,1.894591
Animal Science,35,1.904826
Animal Science,36,1.921529
Animal Science,37,1.937922
Animal Science,38,1.952031
Animal Science,39,1.963191
Animal Science,40,1.978249
Animal Science,41,1.991107
Animal Science,42,2.003151
Animal Science,43,2.019566
Animal Science,44,2.037353
Animal Science,45,2.048717
Animal Science,46,2.064886
Animal Science,47,2.078742
Animal Science,48,2.093575
Animal Science,49,2.105181
Animal Science,50,2.123719
Animal Science,51,2.13727
Animal Science,52,2.153158
Animal Science,53,2.167721
Animal Science,54,2.185612
Animal Science,55,2.198819
Animal Science,56,2.209984
Animal Science,57,2.222711
Animal Science,58,2.241242
Animal Science,59,2.253038
Animal Science,60,2.266132
Animal Science,61,2.281002
Animal Science,62,2.298657
Animal Science,63,2.316
Animal Science,64,2.332659
Animal Science,65,2.352278
Animal Science,66,2.373077
Animal Science,67,2.396558
Animal Science,68,2.415211
Animal Science,69,2.438353
Animal Science,70,2.455757
Animal Science,71,2.480466
Animal Science,72,2.508489
Animal Science,73,2.5308
Animal Science,74,2.557389
Animal Science,75,2.584757
Animal Science,76,2.607869
Animal Science,77,2.633838
Animal Science,78,2.663814
Animal Science,79,2.688447
Animal Science,80,2.716348
Animal Science,81,2.740331
Animal Science,82,2.773816
Animal Science,83,2.802823
Animal Science,84,2.824065
Animal Science,85,2.870662
Animal Science,86,2.917686
Animal Science,87,2.962344
Animal Science,88,2.99963
Animal Science,89,3.056214
Animal Science,90,3.102362
Animal Science,91,3.161922
Animal Science,92,3.227042
Animal Science,93,3.297619
Animal Science,94,3.373605
Animal Science,95,3.452257
Animal Science,96,3.545386
Animal Science,97,3.727968
Animal Science,98,3.982248
Animal Science,99,4.29017
Anthropology/Archeology,1,1.035879
Anthropology/Archeology,2,1.108218
Anthropology/Archeology,3,1.181147
Anthropology/Archeology,4,1.226503
Anthropology/Archeology,5,1.271473
Anthropology/Archeology,6,1.30077
Anthropology/Archeology,7,1.327841
Anthropology/Archeology,8,1.365201
Anthropology/Archeology,9,1.396906
Anthropology/Archeology,10,1.422447
Anthropology/Archeology,11,1.439082
Anthropology/Archeology,12,1.467948
Anthropology/Archeology,13,1.486181
Anthropology/Archeology,14,1.50539
Anthropology/Archeology,15,1.521609
Anthropology/Archeology,16,1.53528
Anthropology/Archeology,17,1.549388
Anthropology/Archeology,18,1.569493
Anthropology/Archeology,19,1.590069
Anthropology/Archeology,20,1.606404
Anthropology/Archeology,21,1.625168
Anthropology/Archeology,22,1.639075
Anthropology/Archeology,23,1.657117
Anthropology/Archeology,24,1.676287
Anthropology/Archeology,25,1.697268
Anthropology/Archeology,26,1.710658
Anthropology/Archeology,27,1.72706
Anthropology/Archeology,28,1.741701
Anthropology/Archeology,29,1.75504
Anthropology/Archeology,30,1.765291
Anthropology/Archeology,31,1.782963
Anthropology/Archeology,32,1.800801
Anthropology/Archeology,33,1.811865
Anthropology/Archeology,34,1.82524
Anthropology/Archeology,35,1.843385
Anthropology/Archeology,36,1.857043
Anthropology/Archeology,37,1.869436
Anthropology/Archeology,38,1.887647
Anthropology/Archeology,39,1.904314
Anthropology/Archeology,40,1.916686
Anthropology/Archeology,41,1.930666
Anthropology/Archeology,42,1.947597
Anthropology/Archeology,43,1.96667
Anthropology/Archeology,44,1.978714
Anthropology/Archeology,45,1.993883
Anthropology/Archeology,46,2.006621
Anthropology/Archeology,47,2.021188
Anthropology/Archeology,48,2.037481
Anthropology/Archeology,49,2.051443
Anthropology/Archeology,50,2.066143
Anthropology/Archeology,51,2.08372
Anthropology/Archeology,52,2.097738
Anthropology/Archeology,53,2.109376
Anthropology/Archeology,54,2.124884
Anthropology/Archeology,55,2.141645
Anthropology/Archeology,56,2.161836
Anthropology/Archeology,57,2.173186
Anthropology/Archeology,58,2.186675
Anthropology/Archeology,59,2.205247
Anthropology/Archeology,60,2.222711
Anthropology/Archeology,61,2.237828
Anthropology/Archeology,62,2.251575
Anthropology/Archeology,63,2.2673
Anthropology/Archeology,64,2.289575
Anthropology/Archeology,65,2.305673
Anthropology/Archeology,66,2.320618
Anthropology/Archeology,67,2.339587
Anthropology/Archeology,68,2.358996
Anthropology/Archeology,69,2.382536
Anthropology/Archeology,70,2.399363
Anthropology/Archeology,71,2.420291
Anthropology/Archeology,72,2.446427
Anthropology/Archeology,73,2.465761
Anthropology/Archeology,74,2.484484
Anthropology/Archeology,75,2.523626
Anthropology/Archeology,76,2.547876
Anthropology/Archeology,77,2.575568
Anthropology/Archeology,78,2.607034
Anthropology/Archeology,79,2.640096
Anthropology/Archeology,80,2.686854
Anthropology/Archeology,81,2.71826
Anthropology/Archeology,82,2.755961
Anthropology/Archeology,83,2.786576
Anthropology/Archeology,84,2.827336
Anthropology/Archeology,85,2.869922
Anthropology/Archeology,86,2.912016
Anthropology/Archeology,87,2.951144
Anthropology/Archeology,88,3.000224
Anthropology/Archeology,89,3.053837
Anthropology/Archeology,90,3.10304
Anthropology/Archeology,91,3.195403
Anthropology/Archeology,92,3.269159
Anthropology/Archeology,93,3.360443
Anthropology/Archeology,94,3.447767
Anthropology/Archeology,95,3.534998
Anthropology/Archeology,96,3.667815
Anthropology/Archeology,97,3.857826
Anthropology/Archeology,98,4.055466
Anthropology/Archeology,99,4.533731
Architecture,1,1.405172
Architecture,2,1.502214
Architecture,3,1.566358
Architecture,4,1.616406
Architecture,5,1.670584
Architecture,6,1.715366
Architecture,7,1.761608
Architecture,8,1.796625
Architecture,9,1.821166
Architecture,10,1.842724
Architecture,11,1.872659
Architecture,12,1.902432
Architecture,13,1.924389
Architecture,14,1.951022
Architecture,15,1.97191
Architecture,16,1.990889
Architecture,17,2.011011
Architecture,18,2.034894
Architecture,19,2.049001
Architecture,20,2.064988
Architecture,21,2.08242
Architecture,22,2.095379
Architecture,23,2.118716
Architecture,24,2.131901
Architecture,25,2.145076
Architecture,26,2.15944
Architecture,27,2.178012
Architecture,28,2.195597
Architecture,29,2.212524
Architecture,30,2.226423
Architecture,31,2.243571
Architecture,32,2.259711
Architecture,33,2.280694
Architecture,34,2.296496
Architecture,35,2.312967
Architecture,36,2.327936
Architecture,37,2.343414
Architecture,38,2.365056
Architecture,39,2.382513
Architecture,40,2.401354
Architecture,41,2.418488
Architecture,42,2.44057
Architecture,43,2.454842
Architecture,44,2.47019
Architecture,45,2.486426
Architecture,46,2.501749
Architecture,47,2.517233
Architecture,48,2.540353
Architecture,49,2.555404
Architecture,50,2.575749
Architecture,51,2.600265
Architecture,52,2.618524
Architecture,53,2.63435
Architecture,54,2.651384
Architecture,55,2.674305
Architecture,56,2.698019
Architecture,57,2.717327
Architecture,58,2.741528
Architecture,59,2.75915
Architecture,60,2.786423
Architecture,61,2.805331
Architecture,62,2.829568
Architecture,63,2.850584
Architecture,64,2.870353
Architecture,65,2.889656
Architecture,66,2.91311
Architecture,67,2.932705
Architecture,68,2.946952
Architecture,69,2.978011
Architecture,70,3.010195
Architecture,71,3.034682
Architecture,72,3.06262
Architecture,73,3.089175
Architecture,74,3.109637
Architecture,75,3.146028
Architecture,76,3.182669
Architecture,77,3.211292
Architecture,78,3.245878
Architecture,79,3.281658
Architecture,80,3.31859
Architecture,81,3.340261
Architecture,82,3.372961
Architecture,83,3.40301
Architecture,84,3.443439
Architecture,85,3.483201
Architecture,86,3.522809
Architecture,87,3.563644
Architecture,88,3.611365
Architecture,89,3.666314
Architecture,90,3.725183
Architecture,91,3.789128
Architecture,92,3.857466
Architecture,93,3.937563
Architecture,94,4.036106
Architecture,95,4.145434
Architecture,96,4.284085
Architecture,97,4.477887
Architecture,98,4.685283
Architecture,99,5.005596
Area/Ethnic Studies,1,1.085852
Area/Ethnic Studies,2,1.191504
Area/Ethnic Studies,3,1.28253
Area/Ethnic Studies,4,1.334004
Area/Ethnic Studies,5,1.37512
Area/Ethnic Studies,6,1.420781
Area/Ethnic Studies,7,1.459578
Area/Ethnic Studies,8,1.492381
Area/Ethnic Studies,9,1.526155
Area/Ethnic Studies,10,1.552479
Area/Ethnic Studies,11,1.577232
Area/Ethnic Studies,12,1.592831
Area/Ethnic Studies,13,1.618869
Area/Ethnic Studies,14,1.637012
Area/Ethnic Studies,15,1.668222
Area/Ethnic Studies,16,1.688642
Area/Ethnic Studies,17,1.711878
Area/Ethnic Studies,18,1.732067
Area/Ethnic Studies,19,1.74893
Area/Ethnic Studies,20,1.772817
Area/Ethnic Studies,21,1.791831
Area/Ethnic Studies,22,1.806721
Area/Ethnic Studies,23,1.824552
Area/Ethnic Studies,24,1.842396
Area/Ethnic Studies,25,1.863687
Area/Ethnic Studies,26,1.878119
Area/Ethnic Studies,27,1.898388
Area/Ethnic Studies,28,1.917914
Area/Ethnic Studies,29,1.931465
Area/Ethnic Studies,30,1.943986
Area/Ethnic Studies,31,1.95856
Area/Ethnic Studies,32,1.980578
Area/Ethnic Studies,33,1.993149
Area/Ethnic Studies,34,2.00582
Area/Ethnic Studies,35,2.021707
Area/Ethnic Studies,36,2.043319
Area/Ethnic Studies,37,2.060823
Area/Ethnic Studies,38,2.076323
Area/Ethnic Studies,39,2.094009
Area/Ethnic Studies,40,2.11116
Area/Ethnic Studies,41,2.130592
Area/Ethnic Studies,42,2.147043
Area/Ethnic Studies,43,2.163524
Area/Ethnic Studies,44,2.181921
Area/Ethnic Studies,45,2.202614
Area/Ethnic Studies,46,2.217654
Area/Ethnic Studies,47,2.236748
Area/Ethnic Studies,48,2.258769
Area/Ethnic Studies,49,2.276959
Area/Ethnic Studies,50,2.300452
Area/Ethnic Studies,51,2.319872
Area/Ethnic Studies,52,2.34111
Area/Ethnic Studies,53,2.358322
Area/Ethnic Studies,54,2.377274
Area/Ethnic Studies,55,2.399417
Area/Ethnic Studies,56,2.42669
Area/Ethnic Studies,57,2.449378
Area/Ethnic Studies,58,2.470148
Area/Ethnic Studies,59,2.486287
Area/Ethnic Studies,60,2.501884
Area/Ethnic Studies,61,2.533153
Area/Ethnic Studies,62,2.55197
Area/Ethnic Studies,63,2.571357
Area/Ethnic Studies,64,2.598321
Area/Ethnic Studies,65,2.61898
Area/Ethnic Studies,66,2.643962
Area/Ethnic Studies,67,2.674972
Area/Ethnic Studies,68,2.701758
Area/Ethnic Studies,69,2.737726
Area/Ethnic Studies,70,2.766258
Area/Ethnic Studies,71,2.799666
Area/Ethnic Studies,72,2.826035
Area/Ethnic Studies,73,2.853362
Area/Ethnic Studies,74,2.888209
Area/Ethnic Studies,75,2.913227
Area/Ethnic Studies,76,2.960821
Area/Ethnic Studies,77,3.000152
Area/Ethnic Studies,78,3.028436
Area/Ethnic Studies,79,3.066798
Area/Ethnic Studies,80,3.107466
Area/Ethnic Studies,81,3.141631
Area/Ethnic Studies,82,3.195071
Area/Ethnic Studies,83,3.247613
Area/Ethnic Studies,84,3.305404
Area/Ethnic Studies,85,3.348128
Area/Ethnic Studies,86,3.392287
Area/Ethnic Studies,87,3.444833
Area/Ethnic Studies,88,3.507571
Area/Ethnic Studies,89,3.557398
Area/Ethnic Studies,90,3.650147
Area/Ethnic Studies,91,3.736873
Area/Ethnic Studies,92,3.829103
Area/Ethnic Studies,93,3.934624
Area/Ethnic Studies,94,4.04815
Area/Ethnic Studies,95,4.193168
Area/Ethnic Studies,96,4.374865
Area/Ethnic Studies,97,4.59181
Area/Ethnic Studies,98,4.959667
Area/Ethnic Studies,99,5.715867
Art History,1,1.065321
Art History,2,1.178875
Art History,3,1.233234
Art History,4,1.292432
Art History,5,1.335365
Art History,6,1.379739
Art History,7,1.416923
Art History,8,1.45212
Art History,9,1.484287
Art History,10,1.514394
Art History,11,1.54324
Art History,12,1.567184
Art History,13,1.590313
Art History,14,1.612223
Art History,15,1.627476
Art History,16,1.648304
Art History,17,1.671921
Art History,18,1.690144
Art History,19,1.706617
Art History,20,1.721916
Art History,21,1.739745
Art History,22,1.760398
Art History,23,1.783022
Art History,24,1.801309
Art History,25,1.817366
Art History,26,1.836501
Art History,27,1.851966
Art History,28,1.872717
Art History,29,1.887453
