doc_id,doc_id_out,count
Charlotte Smith,Samuel Taylor Coleridge,7
Charlotte Smith,Stephen Spender,1
Charlotte Smith,T. S. Eliot,1
Charlotte Smith,Thomas Hobbes,1
Charlotte Smith,Thomas More,1
Charlotte Smith,Virginia Woolf,2
Charlotte Smith,W. B. Yeats,2
Charlotte Smith,Walter Raleigh,1
Charlotte Smith,William Blake,7
Charlotte Smith,William Langland,1
Charlotte Smith,William Shakespeare,2
Charlotte Smith,William Wordsworth,7
Mary Robinson,Mary Wollstonecraft,2
Mary Robinson,Matthew Arnold,1
Mary Robinson,Percy Bysshe Shelley,2
Mary Robinson,Philip Sidney,1
Mary Robinson,Robert Burns,2
Mary Robinson,Rudyard Kipling,1
Mary Robinson,Samuel Johnson,2
Mary Robinson,Samuel Pepys,1
Mary Robinson,Samuel Taylor Coleridge,4
Mary Robinson,T. S. Eliot,1
Mary Robinson,Thomas Hobbes,2
Mary Robinson,Thomas Malory,1
Mary Robinson,Thomas More,1
Mary Robinson,W. B. Yeats,2
Mary Robinson,W. H. Auden,1
Mary Robinson,Walter Raleigh,2
Mary Robinson,William Blake,3
Mary Robinson,William Langland,1
Mary Robinson,William Shakespeare,5
Mary Robinson,William Wordsworth,2
William Blake,William Langland,1
William Blake,William Shakespeare,9
William Blake,William Wordsworth,9
Robert Burns,Rudyard Kipling,5
Robert Burns,Samuel Beckett,1
Robert Burns,Samuel Johnson,2
Robert Burns,Samuel Pepys,1
Robert Burns,Samuel Taylor Coleridge,6
Robert Burns,Seamus Heaney,1
Robert Burns,T. S. Eliot,3
Robert Burns,Thomas More,1
Robert Burns,Virginia Woolf,3
Robert Burns,W. B. Yeats,2
Robert Burns,W. H. Auden,1
Robert Burns,William Blake,8
Robert Burns,William Shakespeare,3
Robert Burns,William Wordsworth,8
Mary Wollstonecraft,Matthew Arnold,2
Mary Wollstonecraft,Oscar Wilde,3
Mary Wollstonecraft,Percy Bysshe Shelley,12
Mary Wollstonecraft,Robert Burns,8
Mary Wollstonecraft,Rudyard Kipling,5
Mary Wollstonecraft,Samuel Beckett,2
Mary Wollstonecraft,Samuel Johnson,7
Mary Wollstonecraft,Samuel Pepys,2
Mary Wollstonecraft,Samuel Taylor Coleridge,12
Mary Wollstonecraft,Seamus Heaney,1
Mary Wollstonecraft,Stephen Spender,1
Mary Wollstonecraft,T. S. Eliot,4
Mary Wollstonecraft,Thomas Hobbes,2
Mary Wollstonecraft,Thomas More,3
Mary Wollstonecraft,Virginia Woolf,5
Mary Wollstonecraft,W. B. Yeats,2
Mary Wollstonecraft,W. H. Auden,2
Mary Wollstonecraft,Walter Raleigh,2
Mary Wollstonecraft,William Blake,13
Mary Wollstonecraft,William Langland,1
Mary Wollstonecraft,William Shakespeare,6
Mary Wollstonecraft,William Wordsworth,7
Samuel Taylor Coleridge,Seamus Heaney,1
Samuel Taylor Coleridge,T. S. Eliot,13
Samuel Taylor Coleridge,Thomas Hobbes,3
Samuel Taylor Coleridge,Thomas Malory,2
Samuel Taylor Coleridge,Thomas More,4
Samuel Taylor Coleridge,Virginia Woolf,4
Samuel Taylor Coleridge,W. B. Yeats,3
Samuel Taylor Coleridge,W. H. Auden,4
Samuel Taylor Coleridge,Walter Raleigh,3
Samuel Taylor Coleridge,William Blake,10
Samuel Taylor Coleridge,William Langland,2
Samuel Taylor Coleridge,William Shakespeare,10
Samuel Taylor Coleridge,William Wordsworth,19
Ann Radcliffe,Beatrix Potter,2
Ann Radcliffe,Ben Jonson,2
Ann Radcliffe,Bram Stoker,1
Ann Radcliffe,Cecil Day-Lewis,1
Ann Radcliffe,Charles Dickens,11
Ann Radcliffe,Charlotte Brontë,5
Ann Radcliffe,Charlotte Smith,5
Ann Radcliffe,Christina Rossetti,3
Ann Radcliffe,Christopher Marlowe,1
Ann Radcliffe,D. H. Lawrence,2
Ann Radcliffe,Daphne du Maurier,2
Ann Radcliffe,Elizabeth Barrett Browning,2
Ann Radcliffe,Emily Brontë,4
Ann Radcliffe,George Bernard Shaw,1
Ann Radcliffe,George Eliot,1
Ann Radcliffe,James Joyce,1
Ann Radcliffe,Jane Austen,8
Ann Radcliffe,John Dryden,2
Ann Radcliffe,John Keats,1
Ann Radcliffe,John Locke,2
Ann Radcliffe,John Milton,3
Ann Radcliffe,John Stuart Mill,1
Ann Radcliffe,Jonathan Swift,2
Ann Radcliffe,Joseph Conrad,1
Ann Radcliffe,Lord Byron,2
Ann Radcliffe,Mary Robinson,1
Ann Radcliffe,Mary Wollstonecraft,5
Ann Radcliffe,Oscar Wilde,2
Ann Radcliffe,Percy Bysshe Shelley,1
Ann Radcliffe,Robert Burns,3
Ann Radcliffe,Rudyard Kipling,2
Ann Radcliffe,Samuel Johnson,3
Ann Radcliffe,Samuel Pepys,3
Ann Radcliffe,Samuel Taylor Coleridge,4
Ann Radcliffe,Stephen Spender,1
Ann Radcliffe,T. S. Eliot,2
Ann Radcliffe,Thomas Hobbes,2
Ann Radcliffe,Thomas More,3
Ann Radcliffe,Virginia Woolf,3
Ann Radcliffe,W. B. Yeats,1
Ann Radcliffe,Walter Raleigh,1
Ann Radcliffe,William Blake,5
Ann Radcliffe,William Langland,1
Ann Radcliffe,William Shakespeare,2
Ann Radcliffe,William Wordsworth,3
Jane Austen,John Clare,2
Jane Austen,John Donne,4
Jane Austen,John Dryden,8
Jane Austen,John Gower,1
Jane Austen,John Keats,3
Jane Austen,John Locke,1
Jane Austen,John Milton,9
Jane Austen,John Stuart Mill,1
Jane Austen,Jonathan Swift,2
Jane Austen,Joseph Conrad,6
Jane Austen,Lord Byron,6
Jane Austen,Louis MacNeice,1
Jane Austen,Margaret Cavendish,3
Jane Austen,Mary Robinson,4
Jane Austen,Mary Wollstonecraft,12
Jane Austen,Matthew Arnold,3
Jane Austen,Oscar Wilde,3
Jane Austen,Percy Bysshe Shelley,5
Jane Austen,Philip Sidney,1
Jane Austen,Robert Burns,6
Jane Austen,Rudyard Kipling,7
Jane Austen,Samuel Beckett,1
Jane Austen,Samuel Johnson,8
Jane Austen,Samuel Pepys,3
Jane Austen,Samuel Taylor Coleridge,12
Jane Austen,Stephen Spender,1
Jane Austen,T. S. Eliot,5
Jane Austen,Thomas Hobbes,1
Jane Austen,Thomas Malory,1
Jane Austen,Thomas More,1
Jane Austen,Virginia Woolf,6
Jane Austen,W. B. Yeats,3
Jane Austen,W. H. Auden,5
Jane Austen,Walter Raleigh,5
Jane Austen,William Blake,5
Jane Austen,William Langland,1
Jane Austen,William Shakespeare,8
Jane Austen,William Wordsworth,6
Lord Byron,Louis MacNeice,2
Lord Byron,Margaret Cavendish,3
Lord Byron,Margery Kempe,1
Lord Byron,Mary Robinson,3
Lord Byron,Mary Wollstonecraft,8
Lord Byron,Matthew Arnold,2
Lord Byron,Oscar Wilde,5
Lord Byron,Percy Bysshe Shelley,16
Lord Byron,Rex Warner,1
Lord Byron,Robert Burns,9
Lord Byron,Rudyard Kipling,3
Lord Byron,Samuel Beckett,1
Lord Byron,Samuel Johnson,3
Lord Byron,Samuel Pepys,3
Lord Byron,Samuel Taylor Coleridge,10
Lord Byron,Seamus Heaney,1
Lord Byron,T. S. Eliot,5
Lord Byron,Thomas Hobbes,1
Lord Byron,Thomas Malory,1
Lord Byron,Thomas More,1
Lord Byron,Virginia Woolf,3
Lord Byron,W. B. Yeats,4
Lord Byron,W. H. Auden,1
Lord Byron,Walter Raleigh,2
Lord Byron,William Blake,5
Lord Byron,William Shakespeare,5
Lord Byron,William Wordsworth,9
Percy Bysshe Shelley,Philip Sidney,2
Percy Bysshe Shelley,Rex Warner,1
Percy Bysshe Shelley,Robert Burns,2
Percy Bysshe Shelley,Rudyard Kipling,7
Percy Bysshe Shelley,Samuel Beckett,3
Percy Bysshe Shelley,Samuel Johnson,9
Percy Bysshe Shelley,Samuel Pepys,1
Percy Bysshe Shelley,Samuel Taylor Coleridge,16
Percy Bysshe Shelley,Seamus Heaney,2
Percy Bysshe Shelley,Stephen Spender,5
Percy Bysshe Shelley,T. S. Eliot,7
Percy Bysshe Shelley,Thomas Hobbes,3
Percy Bysshe Shelley,Thomas Malory,2
Percy Bysshe Shelley,Thomas More,4
Percy Bysshe Shelley,Virginia Woolf,6
Percy Bysshe Shelley,W. B. Yeats,3
Percy Bysshe Shelley,W. H. Auden,10
Percy Bysshe Shelley,Walter Raleigh,4
Percy Bysshe Shelley,William Blake,10
Percy Bysshe Shelley,William Langland,1
Percy Bysshe Shelley,William Shakespeare,5
Percy Bysshe Shelley,William Wordsworth,9
John Clare,John Donne,4
John Clare,John Dryden,4
John Clare,John Keats,5
John Clare,John Milton,6
John Clare,John Stuart Mill,2
John Clare,Jonathan Swift,1
John Clare,Joseph Conrad,1
John Clare,Katherine Philipps,1
John Clare,Lord Byron,3
John Clare,Louis MacNeice,2
John Clare,Margaret Cavendish,1
John Clare,Margery Kempe,1
John Clare,Mary Robinson,2
John Clare,Mary Wollstonecraft,2
John Clare,Matthew Arnold,1
John Clare,Oscar Wilde,1
John Clare,Percy Bysshe Shelley,5
John Clare,Philip Sidney,1
John Clare,Robert Burns,2
John Clare,Rudyard Kipling,3
John Clare,Samuel Johnson,4
John Clare,Samuel Taylor Coleridge,7
John Clare,T. S. Eliot,3
John Clare,Thomas Hobbes,1
John Clare,Thomas Malory,2
John Clare,Thomas More,2
John Clare,W. B. Yeats,2
John Clare,W. H. Auden,5
John Clare,Walter Raleigh,1
John Clare,William Blake,7
John Clare,William Shakespeare,3
John Clare,William Wordsworth,6
Felicia Hemans,George Bernard Shaw,4
Felicia Hemans,George Eliot,1
Felicia Hemans,George Orwell,1
Felicia Hemans,James Boswell,1
Felicia Hemans,James Joyce,1
Felicia Hemans,Jane Austen,3
Felicia Hemans,John Clare,2
Felicia Hemans,John Dryden,1
Felicia Hemans,John Keats,3
Felicia Hemans,John Milton,1
Felicia Hemans,John Stuart Mill,1
Felicia Hemans,Jonathan Swift,1
Felicia Hemans,Joseph Conrad,1
Felicia Hemans,Katherine Philipps,1
Felicia Hemans,Lord Byron,4
Felicia Hemans,Louis MacNeice,1
Felicia Hemans,Margaret Cavendish,1
Felicia Hemans,Marie de France,1
Felicia Hemans,Mary Robinson,3
Felicia Hemans,Mary Wollstonecraft,1
Felicia Hemans,Matthew Arnold,1
Felicia Hemans,Oscar Wilde,2
Felicia Hemans,Robert Burns,3
Felicia Hemans,Rudyard Kipling,1
Felicia Hemans,Samuel Beckett,1
Felicia Hemans,Samuel Taylor Coleridge,2
Felicia Hemans,T. S. Eliot,1
Felicia Hemans,Thomas Hobbes,1
Felicia Hemans,Thomas Malory,1
Felicia Hemans,Thomas More,1
Felicia Hemans,Virginia Woolf,1
Felicia Hemans,W. B. Yeats,4
Felicia Hemans,William Blake,1
Felicia Hemans,William Shakespeare,1
Felicia Hemans,William Wordsworth,1
John Keats,John Milton,12
John Keats,John Stuart Mill,2
John Keats,Jonathan Swift,2
John Keats,Joseph Conrad,6
John Keats,Lord Byron,9
John Keats,Louis MacNeice,4
John Keats,Margaret Cavendish,2
John Keats,Marie de France,1
John Keats,Mary Robinson,2
John Keats,Mary Wollstonecraft,4
John Keats,Matthew Arnold,3
John Keats,Oscar Wilde,5
John Keats,Percy Bysshe Shelley,14
John Keats,Philip Sidney,1
John Keats,Robert Burns,5
John Keats,Rudyard Kipling,5
John Keats,Samuel Beckett,5
John Keats,Samuel Johnson,10
John Keats,Samuel Pepys,1
John Keats,Samuel Taylor Coleridge,12
John Keats,Seamus Heaney,3
John Keats,Stephen Spender,2
John Keats,T. S. Eliot,4
John Keats,Virginia Woolf,5
John Keats,W. B. Yeats,6
John Keats,W. H. Auden,5
John Keats,Walter Raleigh,1
John Keats,William Blake,12
John Keats,William Shakespeare,8
John Keats,William Wordsworth,9
John Stuart Mill,Jonathan Swift,1
John Stuart Mill,Joseph Conrad,2
John Stuart Mill,Lord Byron,3
John Stuart Mill,Margaret Cavendish,2
John Stuart Mill,Margery Kempe,1
John Stuart Mill,Marie de France,2
John Stuart Mill,Mary Robinson,1
John Stuart Mill,Mary Wollstonecraft,5
John Stuart Mill,Matthew Arnold,4
John Stuart Mill,Oscar Wilde,1
John Stuart Mill,Percy Bysshe Shelley,1
John Stuart Mill,Robert Burns,1
John Stuart Mill,Rudyard Kipling,2
John Stuart Mill,Samuel Johnson,3
John Stuart Mill,Samuel Pepys,3
John Stuart Mill,Samuel Taylor Coleridge,7
John Stuart Mill,Seamus Heaney,1
John Stuart Mill,T. S. Eliot,2
John Stuart Mill,Thomas Hobbes,7
John Stuart Mill,Thomas Malory,1
John Stuart Mill,Thomas More,5
John Stuart Mill,Virginia Woolf,3
John Stuart Mill,W. B. Yeats,1
John Stuart Mill,W. H. Auden,2
John Stuart Mill,Walter Raleigh,3
John Stuart Mill,William Blake,4
John Stuart Mill,William Shakespeare,5
John Stuart Mill,William Wordsworth,1
Elizabeth Barrett Browning,Emily Brontë,2
Elizabeth Barrett Browning,Felicia Hemans,1
Elizabeth Barrett Browning,Geoffrey Chaucer,1
Elizabeth Barrett Browning,George Bernard Shaw,4
Elizabeth Barrett Browning,George Eliot,9
Elizabeth Barrett Browning,George Herbert,1
Elizabeth Barrett Browning,George Orwell,5
Elizabeth Barrett Browning,Henry Vaughan,1
Elizabeth Barrett Browning,James Boswell,2
Elizabeth Barrett Browning,James Joyce,3
Elizabeth Barrett Browning,Jane Austen,2
Elizabeth Barrett Browning,John Clare,1
Elizabeth Barrett Browning,John Donne,1
Elizabeth Barrett Browning,John Dryden,7
Elizabeth Barrett Browning,John Keats,13
Elizabeth Barrett Browning,John Milton,7
Elizabeth Barrett Browning,John Stuart Mill,2
Elizabeth Barrett Browning,Jonathan Swift,2
Elizabeth Barrett Browning,Joseph Conrad,2
Elizabeth Barrett Browning,Katherine Philipps,1
Elizabeth Barrett Browning,Lord Byron,8
Elizabeth Barrett Browning,Louis MacNeice,2
Elizabeth Barrett Browning,Margaret Cavendish,3
Elizabeth Barrett Browning,Mary Robinson,3
Elizabeth Barrett Browning,Mary Wollstonecraft,8
Elizabeth Barrett Browning,Matthew Arnold,5
Elizabeth Barrett Browning,Oscar Wilde,3
Elizabeth Barrett Browning,Percy Bysshe Shelley,3
Elizabeth Barrett Browning,Robert Burns,4
Elizabeth Barrett Browning,Rudyard Kipling,2
Elizabeth Barrett Browning,Samuel Beckett,1
Elizabeth Barrett Browning,Samuel Johnson,4
Elizabeth Barrett Browning,Samuel Taylor Coleridge,6
Elizabeth Barrett Browning,Seamus Heaney,1
Elizabeth Barrett Browning,Stephen Spender,1
Elizabeth Barrett Browning,T. S. Eliot,3
Elizabeth Barrett Browning,Thomas Hobbes,1
Elizabeth Barrett Browning,Thomas Malory,2
Elizabeth Barrett Browning,Virginia Woolf,5
Elizabeth Barrett Browning,W. B. Yeats,2
Elizabeth Barrett Browning,W. H. Auden,4
Elizabeth Barrett Browning,William Blake,7
Elizabeth Barrett Browning,William Langland,2
Elizabeth Barrett Browning,William Shakespeare,6
Elizabeth Barrett Browning,William Wordsworth,3
"Alfred, Lord Tennyson",Ann Radcliffe,1
"Alfred, Lord Tennyson",Beatrix Potter,1
"Alfred, Lord Tennyson",Ben Jonson,2
"Alfred, Lord Tennyson",Bram Stoker,2
"Alfred, Lord Tennyson",C. S. Lewis,1
"Alfred, Lord Tennyson",Cecil Day-Lewis,2
"Alfred, Lord Tennyson",Charles Dickens,10
"Alfred, Lord Tennyson",Charlotte Brontë,1
"Alfred, Lord Tennyson",Charlotte Smith,3
"Alfred, Lord Tennyson",Christina Rossetti,6
"Alfred, Lord Tennyson",Christopher Isherwood,1
"Alfred, Lord Tennyson",Christopher Marlowe,4
"Alfred, Lord Tennyson",D. H. Lawrence,1
"Alfred, Lord Tennyson",Daphne du Maurier,1
"Alfred, Lord Tennyson",Edmund Spenser,4
"Alfred, Lord Tennyson",Edward Upward,3
"Alfred, Lord Tennyson",Elizabeth Barrett Browning,7
"Alfred, Lord Tennyson",Emily Brontë,1
"Alfred, Lord Tennyson",Felicia Hemans,1
"Alfred, Lord Tennyson",Geoffrey Chaucer,2
"Alfred, Lord Tennyson",George Bernard Shaw,2
"Alfred, Lord Tennyson",George Eliot,7
"Alfred, Lord Tennyson",George Herbert,2
"Alfred, Lord Tennyson",George Orwell,3
"Alfred, Lord Tennyson",James Boswell,2
"Alfred, Lord Tennyson",James Joyce,2
"Alfred, Lord Tennyson",Jane Austen,3
"Alfred, Lord Tennyson",John Clare,4
"Alfred, Lord Tennyson",John Donne,3
"Alfred, Lord Tennyson",John Dryden,8
"Alfred, Lord Tennyson",John Gower,1
"Alfred, Lord Tennyson",John Keats,10
"Alfred, Lord Tennyson",John Locke,3
"Alfred, Lord Tennyson",John Milton,6
"Alfred, Lord Tennyson",John Stuart Mill,3
"Alfred, Lord Tennyson",Jonathan Swift,1
"Alfred, Lord Tennyson",Joseph Conrad,1
"Alfred, Lord Tennyson",Katherine Philipps,1
"Alfred, Lord Tennyson",Lord Byron,5
"Alfred, Lord Tennyson",Louis MacNeice,2
"Alfred, Lord Tennyson",Margaret Cavendish,3
"Alfred, Lord Tennyson",Margery Kempe,1
"Alfred, Lord Tennyson",Mary Robinson,2
"Alfred, Lord Tennyson",Mary Wollstonecraft,6
"Alfred, Lord Tennyson",Matthew Arnold,4
"Alfred, Lord Tennyson",Oscar Wilde,3
"Alfred, Lord Tennyson",Percy Bysshe Shelley,6
"Alfred, Lord Tennyson",Philip Sidney,1
"Alfred, Lord Tennyson",Rex Warner,1
"Alfred, Lord Tennyson",Robert Burns,2
"Alfred, Lord Tennyson",Rudyard Kipling,4
"Alfred, Lord Tennyson",Samuel Beckett,1
"Alfred, Lord Tennyson",Samuel Johnson,2
"Alfred, Lord Tennyson",Samuel Pepys,3
"Alfred, Lord Tennyson",Samuel Taylor Coleridge,5
"Alfred, Lord Tennyson",Seamus Heaney,1
"Alfred, Lord Tennyson",Stephen Spender,3
"Alfred, Lord Tennyson",T. S. Eliot,3
"Alfred, Lord Tennyson",Thomas Hobbes,1
"Alfred, Lord Tennyson",Thomas Malory,1
"Alfred, Lord Tennyson",Thomas More,1
"Alfred, Lord Tennyson",Virginia Woolf,6
"Alfred, Lord Tennyson",W. B. Yeats,3
"Alfred, Lord Tennyson",W. H. Auden,3
"Alfred, Lord Tennyson",Walter Raleigh,1
"Alfred, Lord Tennyson",William Blake,5
"Alfred, Lord Tennyson",William Langland,2
"Alfred, Lord Tennyson",William Shakespeare,5
"Alfred, Lord Tennyson",William Wordsworth,4
Charles Dickens,Charlotte Brontë,7
Charles Dickens,Charlotte Smith,7
Charles Dickens,Christina Rossetti,4
Charles Dickens,Christopher Marlowe,9
Charles Dickens,D. H. Lawrence,5
Charles Dickens,Daphne du Maurier,5
Charles Dickens,Edmund Spenser,5
Charles Dickens,Elizabeth Barrett Browning,8
Charles Dickens,Emilia Lanier,2
Charles Dickens,Emily Brontë,2
Charles Dickens,Felicia Hemans,2
Charles Dickens,Geoffrey Chaucer,9
Charles Dickens,George Bernard Shaw,13
Charles Dickens,George Eliot,14
Charles Dickens,George Herbert,1
Charles Dickens,George Orwell,16
Charles Dickens,Henry Vaughan,1
Charles Dickens,James Boswell,2
Charles Dickens,James Joyce,6
Charles Dickens,Jane Austen,20
Charles Dickens,John Clare,4
Charles Dickens,John Donne,6
Charles Dickens,John Dryden,11
Charles Dickens,John Gower,3
Charles Dickens,John Keats,8
Charles Dickens,John Locke,2
Charles Dickens,John Milton,8
Charles Dickens,John Stuart Mill,6
Charles Dickens,Jonathan Swift,2
Charles Dickens,Joseph Conrad,11
Charles Dickens,Lord Byron,5
Charles Dickens,Louis MacNeice,2
Charles Dickens,Margaret Cavendish,3
Charles Dickens,Marie de France,1
Charles Dickens,Mary Robinson,2
Charles Dickens,Mary Wollstonecraft,11
Charles Dickens,Matthew Arnold,6
Charles Dickens,Oscar Wilde,7
Charles Dickens,Percy Bysshe Shelley,8
Charles Dickens,Philip Sidney,1
Charles Dickens,Robert Burns,3
Charles Dickens,Rudyard Kipling,16
Charles Dickens,Samuel Beckett,6
Charles Dickens,Samuel Johnson,13
Charles Dickens,Samuel Pepys,6
Charles Dickens,Samuel Taylor Coleridge,10
Charles Dickens,Seamus Heaney,4
Charles Dickens,Stephen Spender,2
Charles Dickens,T. S. Eliot,9
Charles Dickens,Thomas Hobbes,1
Charles Dickens,Thomas Malory,3
Charles Dickens,Thomas More,7
Charles Dickens,Virginia Woolf,14
Charles Dickens,W. B. Yeats,7
Charles Dickens,W. H. Auden,9
Charles Dickens,Walter Raleigh,3
Charles Dickens,William Blake,10
Charles Dickens,William Langland,1
Charles Dickens,William Shakespeare,15
Charles Dickens,William Wordsworth,4
Charlotte Brontë,Charlotte Smith,3
Charlotte Brontë,Christina Rossetti,1
Charlotte Brontë,Christopher Marlowe,2
Charlotte Brontë,D. H. Lawrence,1
Charlotte Brontë,Daphne du Maurier,2
Charlotte Brontë,Edmund Spenser,1
Charlotte Brontë,Elizabeth Barrett Browning,4
Charlotte Brontë,Emily Brontë,29
Charlotte Brontë,Geoffrey Chaucer,1
Charlotte Brontë,George Bernard Shaw,3
Charlotte Brontë,George Eliot,3
Charlotte Brontë,George Herbert,1
Charlotte Brontë,George Orwell,5
Charlotte Brontë,Henry Vaughan,1
Charlotte Brontë,James Boswell,2
Charlotte Brontë,Jane Austen,4
Charlotte Brontë,John Clare,2
Charlotte Brontë,John Donne,2
Charlotte Brontë,John Dryden,2
Charlotte Brontë,John Gower,1
Charlotte Brontë,John Keats,3
Charlotte Brontë,John Locke,1
Charlotte Brontë,John Milton,3
Charlotte Brontë,Joseph Conrad,3
Charlotte Brontë,Lord Byron,2
Charlotte Brontë,Louis MacNeice,1
Charlotte Brontë,Mary Wollstonecraft,4
Charlotte Brontë,Oscar Wilde,3
Charlotte Brontë,Percy Bysshe Shelley,2
Charlotte Brontë,Philip Sidney,1
Charlotte Brontë,Robert Burns,2
Charlotte Brontë,Rudyard Kipling,3
Charlotte Brontë,Samuel Beckett,2
Charlotte Brontë,Samuel Johnson,3
Charlotte Brontë,Samuel Pepys,1
Charlotte Brontë,Samuel Taylor Coleridge,6
Charlotte Brontë,T. S. Eliot,2
Charlotte Brontë,Thomas Hobbes,2
Charlotte Brontë,Thomas Malory,1
Charlotte Brontë,Virginia Woolf,6
Charlotte Brontë,W. H. Auden,2
Charlotte Brontë,Walter Raleigh,2
Charlotte Brontë,William Blake,1
Charlotte Brontë,William Langland,1
Charlotte Brontë,William Wordsworth,5
Emily Brontë,Felicia Hemans,1
Emily Brontë,Geoffrey Chaucer,1
Emily Brontë,George Bernard Shaw,2
Emily Brontë,George Eliot,2
Emily Brontë,George Herbert,1
Emily Brontë,George Orwell,4
Emily Brontë,James Boswell,2
Emily Brontë,James Joyce,1
Emily Brontë,Jane Austen,4
Emily Brontë,John Clare,1
Emily Brontë,John Donne,1
Emily Brontë,John Dryden,3
Emily Brontë,John Gower,1
Emily Brontë,John Keats,4
Emily Brontë,John Locke,1
Emily Brontë,John Milton,2
Emily Brontë,Joseph Conrad,2
Emily Brontë,Lord Byron,3
Emily Brontë,Louis MacNeice,2
Emily Brontë,Mary Robinson,1
Emily Brontë,Mary Wollstonecraft,1
Emily Brontë,Percy Bysshe Shelley,3
Emily Brontë,Robert Burns,3
Emily Brontë,Rudyard Kipling,2
Emily Brontë,Samuel Beckett,1
Emily Brontë,Samuel Johnson,1
Emily Brontë,Samuel Pepys,2
Emily Brontë,Samuel Taylor Coleridge,3
Emily Brontë,T. S. Eliot,1
Emily Brontë,Thomas Hobbes,2
Emily Brontë,Virginia Woolf,4
Emily Brontë,W. B. Yeats,2
Emily Brontë,W. H. Auden,2
Emily Brontë,Walter Raleigh,1
Emily Brontë,William Blake,3
Emily Brontë,William Langland,2
Emily Brontë,William Wordsworth,4
George Eliot,George Herbert,1
George Eliot,George Orwell,7
George Eliot,Henry Vaughan,1
George Eliot,James Boswell,1
George Eliot,James Joyce,1
George Eliot,Jane Austen,6
George Eliot,John Clare,2
George Eliot,John Donne,1
George Eliot,John Dryden,4
George Eliot,John Keats,3
George Eliot,John Locke,3
George Eliot,John Milton,7
George Eliot,John Stuart Mill,3
George Eliot,Jonathan Swift,1
George Eliot,Joseph Conrad,4
George Eliot,Lord Byron,5
George Eliot,Louis MacNeice,2
George Eliot,Margaret Cavendish,3
George Eliot,Margery Kempe,1
George Eliot,Marie de France,1
George Eliot,Mary Robinson,1
George Eliot,Mary Wollstonecraft,3
George Eliot,Matthew Arnold,7
George Eliot,Oscar Wilde,4
George Eliot,Percy Bysshe Shelley,5
George Eliot,Rex Warner,1
George Eliot,Robert Burns,2
George Eliot,Rudyard Kipling,6
George Eliot,Samuel Johnson,2
George Eliot,Samuel Pepys,1
George Eliot,Samuel Taylor Coleridge,5
George Eliot,Seamus Heaney,1
George Eliot,Stephen Spender,3
George Eliot,T. S. Eliot,6
George Eliot,Thomas Hobbes,2
George Eliot,Thomas Malory,3
George Eliot,Thomas More,1
George Eliot,Virginia Woolf,4
George Eliot,W. B. Yeats,2
George Eliot,W. H. Auden,5
George Eliot,William Blake,4
George Eliot,William Langland,1
George Eliot,William Shakespeare,7
Matthew Arnold,Oscar Wilde,4
Matthew Arnold,Percy Bysshe Shelley,3
Matthew Arnold,Robert Burns,1
Matthew Arnold,Rudyard Kipling,2
Matthew Arnold,Samuel Beckett,1
Matthew Arnold,Samuel Johnson,3
Matthew Arnold,Samuel Taylor Coleridge,5
Matthew Arnold,Seamus Heaney,2
Matthew Arnold,T. S. Eliot,3
Matthew Arnold,Thomas More,1
Matthew Arnold,Virginia Woolf,3
Matthew Arnold,W. B. Yeats,2
Matthew Arnold,W. H. Auden,4
Matthew Arnold,William Blake,2
Matthew Arnold,William Shakespeare,4
Matthew Arnold,William Wordsworth,1
Christina Rossetti,Christopher Marlowe,1
Christina Rossetti,D. H. Lawrence,1
Christina Rossetti,Daphne du Maurier,1
Christina Rossetti,Edmund Spenser,3
Christina Rossetti,Elizabeth Barrett Browning,6
Christina Rossetti,Emilia Lanier,2
Christina Rossetti,Emily Brontë,2
Christina Rossetti,Geoffrey Chaucer,2
Christina Rossetti,George Bernard Shaw,2
Christina Rossetti,George Eliot,2
Christina Rossetti,George Herbert,1
Christina Rossetti,George Orwell,1
Christina Rossetti,James Joyce,2
Christina Rossetti,Jane Austen,3
Christina Rossetti,John Clare,3
Christina Rossetti,John Donne,3
Christina Rossetti,John Dryden,3
Christina Rossetti,John Keats,8
Christina Rossetti,John Milton,2
Christina Rossetti,John Stuart Mill,2
Christina Rossetti,Joseph Conrad,1
Christina Rossetti,Katherine Philipps,1
Christina Rossetti,Lord Byron,3
Christina Rossetti,Margaret Cavendish,1
Christina Rossetti,Margery Kempe,1
Christina Rossetti,Mary Robinson,1
Christina Rossetti,Mary Wollstonecraft,5
Christina Rossetti,Oscar Wilde,2
Christina Rossetti,Percy Bysshe Shelley,3
Christina Rossetti,Philip Sidney,1
Christina Rossetti,Robert Burns,3
Christina Rossetti,Samuel Beckett,2
Christina Rossetti,Samuel Johnson,2
Christina Rossetti,Samuel Taylor Coleridge,8
Christina Rossetti,Stephen Spender,1
Christina Rossetti,T. S. Eliot,4
Christina Rossetti,Thomas Malory,1
Christina Rossetti,Thomas More,1
Christina Rossetti,Virginia Woolf,5
Christina Rossetti,W. B. Yeats,2
Christina Rossetti,W. H. Auden,2
Christina Rossetti,William Blake,9
Christina Rossetti,William Shakespeare,5
Christina Rossetti,William Wordsworth,7
Bram Stoker,C. S. Lewis,1
Bram Stoker,Cecil Day-Lewis,1
Bram Stoker,Charles Dickens,4
Bram Stoker,Charlotte Smith,1
Bram Stoker,Christopher Marlowe,1
Bram Stoker,D. H. Lawrence,1
Bram Stoker,Daphne du Maurier,1
