doc_id,year,month,day,views
Emilia Lanier,2023,8,23,72
Emilia Lanier,2023,8,24,107
Emilia Lanier,2023,8,25,71
Emilia Lanier,2023,8,26,47
Emilia Lanier,2023,8,27,62
Emilia Lanier,2023,8,28,82
Emilia Lanier,2023,8,29,63
Emilia Lanier,2023,8,30,67
Emilia Lanier,2023,8,31,64
Emilia Lanier,2023,9,1,46
Emilia Lanier,2023,9,2,75
Emilia Lanier,2023,9,3,76
Emilia Lanier,2023,9,4,68
Emilia Lanier,2023,9,5,69
Emilia Lanier,2023,9,6,85
Emilia Lanier,2023,9,7,76
Emilia Lanier,2023,9,8,64
Emilia Lanier,2023,9,9,54
Emilia Lanier,2023,9,10,86
Emilia Lanier,2023,9,11,75
Emilia Lanier,2023,9,12,89
Emilia Lanier,2023,9,13,86
Emilia Lanier,2023,9,14,74
Emilia Lanier,2023,9,15,99
Emilia Lanier,2023,9,16,68
Emilia Lanier,2023,9,17,46
Emilia Lanier,2023,9,18,91
Emilia Lanier,2023,9,19,81
Emilia Lanier,2023,9,20,123
Emilia Lanier,2023,9,21,218
Emilia Lanier,2023,9,22,125
Emilia Lanier,2023,9,23,82
Emilia Lanier,2023,9,24,79
Emilia Lanier,2023,9,25,90
Emilia Lanier,2023,9,26,79
Emilia Lanier,2023,9,27,114
Emilia Lanier,2023,9,28,107
Emilia Lanier,2023,9,29,64
Ben Jonson,2023,8,1,526
Ben Jonson,2023,8,2,475
Ben Jonson,2023,8,3,454
Ben Jonson,2023,8,4,487
Ben Jonson,2023,8,5,495
Ben Jonson,2023,8,6,610
Ben Jonson,2023,8,7,563
Ben Jonson,2023,8,8,564
Ben Jonson,2023,8,9,500
Ben Jonson,2023,8,10,519
Ben Jonson,2023,8,11,502
Ben Jonson,2023,8,12,531
Ben Jonson,2023,8,13,605
Ben Jonson,2023,8,14,540
Ben Jonson,2023,8,15,512
Ben Jonson,2023,8,16,568
Ben Jonson,2023,8,17,590
Ben Jonson,2023,8,18,575
Ben Jonson,2023,8,19,563
Ben Jonson,2023,8,20,616
Ben Jonson,2023,8,21,511
Ben Jonson,2023,8,22,540
Ben Jonson,2023,8,23,503
Ben Jonson,2023,8,24,663
Ben Jonson,2023,8,25,512
Ben Jonson,2023,8,26,456
Ben Jonson,2023,8,27,486
Ben Jonson,2023,8,28,526
Ben Jonson,2023,8,29,568
Ben Jonson,2023,8,30,551
Ben Jonson,2023,8,31,593
Ben Jonson,2023,9,1,522
Ben Jonson,2023,9,2,494
Ben Jonson,2023,9,3,521
Ben Jonson,2023,9,4,536
Ben Jonson,2023,9,5,590
Ben Jonson,2023,9,6,590
Ben Jonson,2023,9,7,596
Ben Jonson,2023,9,8,593
Ben Jonson,2023,9,9,481
Ben Jonson,2023,9,10,496
Ben Jonson,2023,9,11,584
Ben Jonson,2023,9,12,604
Ben Jonson,2023,9,13,679
Ben Jonson,2023,9,14,591
Ben Jonson,2023,9,15,554
Ben Jonson,2023,9,16,544
Ben Jonson,2023,9,17,503
Ben Jonson,2023,9,18,563
Ben Jonson,2023,9,19,558
Ben Jonson,2023,9,20,678
Ben Jonson,2023,9,21,677
Ben Jonson,2023,9,22,987
Ben Jonson,2023,9,23,630
Ben Jonson,2023,9,24,876
Ben Jonson,2023,9,25,564
Ben Jonson,2023,9,26,629
Ben Jonson,2023,9,27,583
Ben Jonson,2023,9,28,553
Ben Jonson,2023,9,29,544
Thomas Hobbes,2023,8,1,1236
Thomas Hobbes,2023,8,2,1192
Thomas Hobbes,2023,8,3,1017
Thomas Hobbes,2023,8,4,1043
Thomas Hobbes,2023,8,5,886
Thomas Hobbes,2023,8,6,909
Thomas Hobbes,2023,8,7,1084
Thomas Hobbes,2023,8,8,1273
Thomas Hobbes,2023,8,9,1270
Thomas Hobbes,2023,8,10,1139
Thomas Hobbes,2023,8,11,1136
Thomas Hobbes,2023,8,12,1045
Thomas Hobbes,2023,8,13,1181
Thomas Hobbes,2023,8,14,1425
Thomas Hobbes,2023,8,15,1441
Thomas Hobbes,2023,8,16,1474
Thomas Hobbes,2023,8,17,1637
Thomas Hobbes,2023,8,18,1476
Thomas Hobbes,2023,8,19,997
Thomas Hobbes,2023,8,20,1114
Thomas Hobbes,2023,8,21,1580
Thomas Hobbes,2023,8,22,1588
Thomas Hobbes,2023,8,23,1667
Thomas Hobbes,2023,8,24,1606
Thomas Hobbes,2023,8,25,1730
Thomas Hobbes,2023,8,26,1058
Thomas Hobbes,2023,8,27,1202
Thomas Hobbes,2023,8,28,1832
Thomas Hobbes,2023,8,29,1939
Thomas Hobbes,2023,8,30,1913
Thomas Hobbes,2023,8,31,1906
Thomas Hobbes,2023,9,1,1703
Thomas Hobbes,2023,9,2,1099
Thomas Hobbes,2023,9,3,1166
Thomas Hobbes,2023,9,4,1431
Thomas Hobbes,2023,9,5,2079
Thomas Hobbes,2023,9,6,2116
Thomas Hobbes,2023,9,7,2273
Thomas Hobbes,2023,9,8,1969
Thomas Hobbes,2023,9,9,1253
Thomas Hobbes,2023,9,10,1306
Thomas Hobbes,2023,9,11,2190
Thomas Hobbes,2023,9,12,2265
Thomas Hobbes,2023,9,13,2324
Thomas Hobbes,2023,9,14,2247
Thomas Hobbes,2023,9,15,1841
Thomas Hobbes,2023,9,16,1255
Thomas Hobbes,2023,9,17,1437
Thomas Hobbes,2023,9,18,2098
Thomas Hobbes,2023,9,19,2390
Thomas Hobbes,2023,9,20,2190
Thomas Hobbes,2023,9,21,2516
Thomas Hobbes,2023,9,22,2690
Thomas Hobbes,2023,9,23,1370
Thomas Hobbes,2023,9,24,1516
Thomas Hobbes,2023,9,25,2005
Thomas Hobbes,2023,9,26,2599
Thomas Hobbes,2023,9,27,2154
Thomas Hobbes,2023,9,28,2026
Thomas Hobbes,2023,9,29,1679
George Herbert,2023,8,1,207
George Herbert,2023,8,2,159
George Herbert,2023,8,3,205
George Herbert,2023,8,4,145
George Herbert,2023,8,5,168
George Herbert,2023,8,6,210
George Herbert,2023,8,7,262
George Herbert,2023,8,8,216
George Herbert,2023,8,9,201
George Herbert,2023,8,10,204
George Herbert,2023,8,11,189
George Herbert,2023,8,12,207
George Herbert,2023,8,13,216
George Herbert,2023,8,14,245
George Herbert,2023,8,15,194
George Herbert,2023,8,16,207
George Herbert,2023,8,17,209
George Herbert,2023,8,18,252
George Herbert,2023,8,19,181
George Herbert,2023,8,20,213
George Herbert,2023,8,21,196
George Herbert,2023,8,22,204
George Herbert,2023,8,23,231
George Herbert,2023,8,24,236
George Herbert,2023,8,25,173
George Herbert,2023,8,26,211
George Herbert,2023,8,27,163
George Herbert,2023,8,28,199
George Herbert,2023,8,29,272
George Herbert,2023,8,30,195
George Herbert,2023,8,31,232
George Herbert,2023,9,1,165
George Herbert,2023,9,2,193
George Herbert,2023,9,3,173
George Herbert,2023,9,4,173
George Herbert,2023,9,5,228
George Herbert,2023,9,6,192
George Herbert,2023,9,7,210
George Herbert,2023,9,8,212
George Herbert,2023,9,9,186
George Herbert,2023,9,10,208
George Herbert,2023,9,11,252
George Herbert,2023,9,12,242
George Herbert,2023,9,13,282
George Herbert,2023,9,14,239
George Herbert,2023,9,15,241
George Herbert,2023,9,16,213
George Herbert,2023,9,17,222
George Herbert,2023,9,18,259
George Herbert,2023,9,19,269
George Herbert,2023,9,20,259
George Herbert,2023,9,21,255
George Herbert,2023,9,22,177
George Herbert,2023,9,23,194
George Herbert,2023,9,24,192
George Herbert,2023,9,25,235
George Herbert,2023,9,26,252
George Herbert,2023,9,27,224
George Herbert,2023,9,28,233
George Herbert,2023,9,29,207
Henry Vaughan,2023,8,1,47
Henry Vaughan,2023,8,2,62
Henry Vaughan,2023,8,3,50
Henry Vaughan,2023,8,4,43
Henry Vaughan,2023,8,5,63
Henry Vaughan,2023,8,6,72
Henry Vaughan,2023,8,7,71
Henry Vaughan,2023,8,8,51
Henry Vaughan,2023,8,9,54
Henry Vaughan,2023,8,10,48
Henry Vaughan,2023,8,11,47
Henry Vaughan,2023,8,12,39
Henry Vaughan,2023,8,13,63
Henry Vaughan,2023,8,14,166
Henry Vaughan,2023,8,15,56
Henry Vaughan,2023,8,16,51
Henry Vaughan,2023,8,17,65
Henry Vaughan,2023,8,18,61
Henry Vaughan,2023,8,19,66
Henry Vaughan,2023,8,20,47
Henry Vaughan,2023,8,21,63
Henry Vaughan,2023,8,22,67
Henry Vaughan,2023,8,23,46
Henry Vaughan,2023,8,24,66
Henry Vaughan,2023,8,25,45
Henry Vaughan,2023,8,26,49
Henry Vaughan,2023,8,27,58
Henry Vaughan,2023,8,28,46
Henry Vaughan,2023,8,29,47
Henry Vaughan,2023,8,30,52
Henry Vaughan,2023,8,31,44
Henry Vaughan,2023,9,1,49
Henry Vaughan,2023,9,2,55
Henry Vaughan,2023,9,3,38
Henry Vaughan,2023,9,4,51
Henry Vaughan,2023,9,5,64
Henry Vaughan,2023,9,6,48
Henry Vaughan,2023,9,7,64
Henry Vaughan,2023,9,8,77
Henry Vaughan,2023,9,9,57
Henry Vaughan,2023,9,10,62
Henry Vaughan,2023,9,11,77
Henry Vaughan,2023,9,12,75
Henry Vaughan,2023,9,13,86
Henry Vaughan,2023,9,14,74
Henry Vaughan,2023,9,15,49
Henry Vaughan,2023,9,16,61
Henry Vaughan,2023,9,17,67
Henry Vaughan,2023,9,18,67
Henry Vaughan,2023,9,19,67
Henry Vaughan,2023,9,20,52
Henry Vaughan,2023,9,21,104
Henry Vaughan,2023,9,22,73
Henry Vaughan,2023,9,23,58
Henry Vaughan,2023,9,24,55
Henry Vaughan,2023,9,25,69
Henry Vaughan,2023,9,26,76
Henry Vaughan,2023,9,27,46
Henry Vaughan,2023,9,28,73
Henry Vaughan,2023,9,29,58
Katherine Philipps,2023,8,1,15
Katherine Philipps,2023,8,2,12
Katherine Philipps,2023,8,3,15
Katherine Philipps,2023,8,4,12
Katherine Philipps,2023,8,5,9
Katherine Philipps,2023,8,6,12
Katherine Philipps,2023,8,7,10
Katherine Philipps,2023,8,8,14
Katherine Philipps,2023,8,9,17
Katherine Philipps,2023,8,10,5
Katherine Philipps,2023,8,11,15
Katherine Philipps,2023,8,12,2
Katherine Philipps,2023,8,13,14
Katherine Philipps,2023,8,14,13
Katherine Philipps,2023,8,15,18
Katherine Philipps,2023,8,16,12
Katherine Philipps,2023,8,17,8
Katherine Philipps,2023,8,18,15
Katherine Philipps,2023,8,19,4
Katherine Philipps,2023,8,20,8
Katherine Philipps,2023,8,21,11
Katherine Philipps,2023,8,22,10
Katherine Philipps,2023,8,23,12
Katherine Philipps,2023,8,24,12
Katherine Philipps,2023,8,25,10
Katherine Philipps,2023,8,26,12
Katherine Philipps,2023,8,27,7
Katherine Philipps,2023,8,28,9
Katherine Philipps,2023,8,29,13
Katherine Philipps,2023,8,30,22
Katherine Philipps,2023,8,31,9
Katherine Philipps,2023,9,1,7
Katherine Philipps,2023,9,2,9
Katherine Philipps,2023,9,3,6
Katherine Philipps,2023,9,4,5
Katherine Philipps,2023,9,5,9
Katherine Philipps,2023,9,6,17
Katherine Philipps,2023,9,7,9
Katherine Philipps,2023,9,8,6
Katherine Philipps,2023,9,9,13
Katherine Philipps,2023,9,10,18
Katherine Philipps,2023,9,11,18
Katherine Philipps,2023,9,12,17
Katherine Philipps,2023,9,13,26
Katherine Philipps,2023,9,14,13
Katherine Philipps,2023,9,15,15
Katherine Philipps,2023,9,16,12
Katherine Philipps,2023,9,17,10
Katherine Philipps,2023,9,18,17
Katherine Philipps,2023,9,19,26
Katherine Philipps,2023,9,20,19
Katherine Philipps,2023,9,21,28
Katherine Philipps,2023,9,22,23
Katherine Philipps,2023,9,23,16
Katherine Philipps,2023,9,24,17
Katherine Philipps,2023,9,25,31
Katherine Philipps,2023,9,26,21
Katherine Philipps,2023,9,27,27
Katherine Philipps,2023,9,28,14
Katherine Philipps,2023,9,29,11
John Milton,2023,8,1,1669
John Milton,2023,8,2,1756
John Milton,2023,8,3,1637
John Milton,2023,8,4,1606
John Milton,2023,8,5,1559
John Milton,2023,8,6,1615
John Milton,2023,8,7,1759
John Milton,2023,8,8,1786
John Milton,2023,8,9,1707
John Milton,2023,8,10,1662
John Milton,2023,8,11,1655
John Milton,2023,8,12,1384
John Milton,2023,8,13,1552
John Milton,2023,8,14,1653
John Milton,2023,8,15,1545
John Milton,2023,8,16,1906
John Milton,2023,8,17,1845
John Milton,2023,8,18,1574
John Milton,2023,8,19,1527
John Milton,2023,8,20,1686
John Milton,2023,8,21,2068
John Milton,2023,8,22,1755
John Milton,2023,8,23,1686
John Milton,2023,8,24,1656
John Milton,2023,8,25,1625
John Milton,2023,8,26,1484
John Milton,2023,8,27,1691
John Milton,2023,8,28,1728
John Milton,2023,8,29,1501
John Milton,2023,8,30,1391
John Milton,2023,8,31,1513
John Milton,2023,9,1,1489
John Milton,2023,9,2,1423
John Milton,2023,9,3,1559
John Milton,2023,9,4,1585
John Milton,2023,9,5,1675
John Milton,2023,9,6,1593
John Milton,2023,9,7,1664
John Milton,2023,9,8,1631
John Milton,2023,9,9,1544
John Milton,2023,9,10,1637
John Milton,2023,9,11,1764
John Milton,2023,9,12,1796
John Milton,2023,9,13,1817
John Milton,2023,9,14,1761
John Milton,2023,9,15,1682
John Milton,2023,9,16,1707
John Milton,2023,9,17,1662
John Milton,2023,9,18,1735
John Milton,2023,9,19,1733
John Milton,2023,9,20,1828
John Milton,2023,9,21,1661
John Milton,2023,9,22,1555
John Milton,2023,9,23,1464
John Milton,2023,9,24,1623
John Milton,2023,9,25,1804
John Milton,2023,9,26,1770
John Milton,2023,9,27,1750
John Milton,2023,9,28,1713
John Milton,2023,9,29,1628
Margaret Cavendish,2023,8,1,17
Margaret Cavendish,2023,8,2,19
Margaret Cavendish,2023,8,3,11
Margaret Cavendish,2023,8,4,20
Margaret Cavendish,2023,8,5,15
Margaret Cavendish,2023,8,6,14
Margaret Cavendish,2023,8,7,11
Margaret Cavendish,2023,8,8,16
Margaret Cavendish,2023,8,9,7
Margaret Cavendish,2023,8,10,8
Margaret Cavendish,2023,8,11,15
Margaret Cavendish,2023,8,12,18
Margaret Cavendish,2023,8,13,19
Margaret Cavendish,2023,8,14,11
Margaret Cavendish,2023,8,15,24
Margaret Cavendish,2023,8,16,7
Margaret Cavendish,2023,8,17,13
Margaret Cavendish,2023,8,18,11
Margaret Cavendish,2023,8,19,10
Margaret Cavendish,2023,8,20,15
Margaret Cavendish,2023,8,21,15
Margaret Cavendish,2023,8,22,11
Margaret Cavendish,2023,8,23,23
Margaret Cavendish,2023,8,24,12
Margaret Cavendish,2023,8,25,17
Margaret Cavendish,2023,8,26,17
Margaret Cavendish,2023,8,27,10
Margaret Cavendish,2023,8,28,14
Margaret Cavendish,2023,8,29,13
Margaret Cavendish,2023,8,30,12
Margaret Cavendish,2023,8,31,21
Margaret Cavendish,2023,9,1,17
Margaret Cavendish,2023,9,2,9
Margaret Cavendish,2023,9,3,16
Margaret Cavendish,2023,9,4,23
Margaret Cavendish,2023,9,5,17
Margaret Cavendish,2023,9,6,17
Margaret Cavendish,2023,9,7,15
Margaret Cavendish,2023,9,8,17
Margaret Cavendish,2023,9,9,13
Margaret Cavendish,2023,9,10,16
Margaret Cavendish,2023,9,11,21
Margaret Cavendish,2023,9,12,15
Margaret Cavendish,2023,9,13,8
Margaret Cavendish,2023,9,14,25
Margaret Cavendish,2023,9,15,13
Margaret Cavendish,2023,9,16,5
Margaret Cavendish,2023,9,17,5
Margaret Cavendish,2023,9,18,15
Margaret Cavendish,2023,9,19,9
Margaret Cavendish,2023,9,20,9
Margaret Cavendish,2023,9,21,18
Margaret Cavendish,2023,9,22,14
Margaret Cavendish,2023,9,23,15
Margaret Cavendish,2023,9,24,17
Margaret Cavendish,2023,9,25,19
Margaret Cavendish,2023,9,26,16
Margaret Cavendish,2023,9,27,25
Margaret Cavendish,2023,9,28,9
Margaret Cavendish,2023,9,29,16
John Dryden,2023,8,1,457
John Dryden,2023,8,2,397
John Dryden,2023,8,3,384
John Dryden,2023,8,4,469
John Dryden,2023,8,5,336
John Dryden,2023,8,6,414
John Dryden,2023,8,7,364
John Dryden,2023,8,8,412
John Dryden,2023,8,9,506
John Dryden,2023,8,10,441
John Dryden,2023,8,11,393
John Dryden,2023,8,12,349
John Dryden,2023,8,13,355
John Dryden,2023,8,14,347
John Dryden,2023,8,15,353
John Dryden,2023,8,16,543
John Dryden,2023,8,17,497
John Dryden,2023,8,18,449
John Dryden,2023,8,19,592
John Dryden,2023,8,20,448
John Dryden,2023,8,21,408
John Dryden,2023,8,22,491
John Dryden,2023,8,23,447
John Dryden,2023,8,24,441
John Dryden,2023,8,25,366
John Dryden,2023,8,26,338
John Dryden,2023,8,27,378
John Dryden,2023,8,28,432
John Dryden,2023,8,29,397
John Dryden,2023,8,30,338
John Dryden,2023,8,31,522
John Dryden,2023,9,1,379
John Dryden,2023,9,2,301
John Dryden,2023,9,3,337
John Dryden,2023,9,4,426
John Dryden,2023,9,5,463
John Dryden,2023,9,6,360
John Dryden,2023,9,7,365
John Dryden,2023,9,8,501
John Dryden,2023,9,9,403
John Dryden,2023,9,10,424
John Dryden,2023,9,11,446
John Dryden,2023,9,12,478
John Dryden,2023,9,13,477
John Dryden,2023,9,14,450
John Dryden,2023,9,15,398
John Dryden,2023,9,16,362
John Dryden,2023,9,17,386
John Dryden,2023,9,18,462
John Dryden,2023,9,19,464
John Dryden,2023,9,20,523
John Dryden,2023,9,21,491
John Dryden,2023,9,22,399
John Dryden,2023,9,23,508
John Dryden,2023,9,24,429
John Dryden,2023,9,25,514
John Dryden,2023,9,26,505
John Dryden,2023,9,27,491
John Dryden,2023,9,28,459
John Dryden,2023,9,29,446
Samuel Pepys,2023,8,1,657
Samuel Pepys,2023,8,2,585
Samuel Pepys,2023,8,3,559
Samuel Pepys,2023,8,4,561
Samuel Pepys,2023,8,5,594
Samuel Pepys,2023,8,6,621
Samuel Pepys,2023,8,7,659
Samuel Pepys,2023,8,8,673
Samuel Pepys,2023,8,9,558
Samuel Pepys,2023,8,10,591
Samuel Pepys,2023,8,11,557
Samuel Pepys,2023,8,12,630
Samuel Pepys,2023,8,13,633
Samuel Pepys,2023,8,14,529
Samuel Pepys,2023,8,15,599
Samuel Pepys,2023,8,16,670
Samuel Pepys,2023,8,17,760
Samuel Pepys,2023,8,18,649
Samuel Pepys,2023,8,19,605
Samuel Pepys,2023,8,20,611
Samuel Pepys,2023,8,21,577
Samuel Pepys,2023,8,22,619
Samuel Pepys,2023,8,23,630
Samuel Pepys,2023,8,24,586
Samuel Pepys,2023,8,25,517
Samuel Pepys,2023,8,26,567
Samuel Pepys,2023,8,27,625
Samuel Pepys,2023,8,28,588
Samuel Pepys,2023,8,29,620
Samuel Pepys,2023,8,30,592
Samuel Pepys,2023,8,31,612
Samuel Pepys,2023,9,1,1041
Samuel Pepys,2023,9,2,681
Samuel Pepys,2023,9,3,678
Samuel Pepys,2023,9,4,680
Samuel Pepys,2023,9,5,650
Samuel Pepys,2023,9,6,621
Samuel Pepys,2023,9,7,569
Samuel Pepys,2023,9,8,517
Samuel Pepys,2023,9,9,632
Samuel Pepys,2023,9,10,656
Samuel Pepys,2023,9,11,692
Samuel Pepys,2023,9,12,594
Samuel Pepys,2023,9,13,659
Samuel Pepys,2023,9,14,635
Samuel Pepys,2023,9,15,552
Samuel Pepys,2023,9,16,673
Samuel Pepys,2023,9,17,683
Samuel Pepys,2023,9,18,626
Samuel Pepys,2023,9,19,621
Samuel Pepys,2023,9,20,651
Samuel Pepys,2023,9,21,629
Samuel Pepys,2023,9,22,625
Samuel Pepys,2023,9,23,660
Samuel Pepys,2023,9,24,682
Samuel Pepys,2023,9,25,710
Samuel Pepys,2023,9,26,643
Samuel Pepys,2023,9,27,707
Samuel Pepys,2023,9,28,742
Samuel Pepys,2023,9,29,603
John Locke,2023,8,1,1942
John Locke,2023,8,2,1779
John Locke,2023,8,3,1833
John Locke,2023,8,4,1731
John Locke,2023,8,5,1664
John Locke,2023,8,6,1778
John Locke,2023,8,7,1908
John Locke,2023,8,8,1993
John Locke,2023,8,9,2154
John Locke,2023,8,10,2073
John Locke,2023,8,11,2074
John Locke,2023,8,12,1511
John Locke,2023,8,13,1747
John Locke,2023,8,14,2359
John Locke,2023,8,15,2484
John Locke,2023,8,16,2600
John Locke,2023,8,17,2575
John Locke,2023,8,18,2505
John Locke,2023,8,19,1799
John Locke,2023,8,20,2048
John Locke,2023,8,21,2765
John Locke,2023,8,22,3040
John Locke,2023,8,23,3134
John Locke,2023,8,24,3147
John Locke,2023,8,25,2997
John Locke,2023,8,26,1972
John Locke,2023,8,27,2143
John Locke,2023,8,28,3310
John Locke,2023,8,29,4262
John Locke,2023,8,30,3736
John Locke,2023,8,31,3579
John Locke,2023,9,1,3239
John Locke,2023,9,2,2057
John Locke,2023,9,3,2232
John Locke,2023,9,4,2843
John Locke,2023,9,5,3786
John Locke,2023,9,6,3977
John Locke,2023,9,7,3814
John Locke,2023,9,8,3314
John Locke,2023,9,9,2220
John Locke,2023,9,10,2625
John Locke,2023,9,11,3651
John Locke,2023,9,12,3788
John Locke,2023,9,13,4180
John Locke,2023,9,14,3938
John Locke,2023,9,15,3503
John Locke,2023,9,16,2295
John Locke,2023,9,17,2924
John Locke,2023,9,18,4090
John Locke,2023,9,19,4160
John Locke,2023,9,20,4011
John Locke,2023,9,21,4112
John Locke,2023,9,22,3208
John Locke,2023,9,23,2340
John Locke,2023,9,24,2537
John Locke,2023,9,25,3703
John Locke,2023,9,26,4092
John Locke,2023,9,27,3697
John Locke,2023,9,28,3445
John Locke,2023,9,29,3121
Jonathan Swift,2023,8,1,1049
Jonathan Swift,2023,8,2,933
Jonathan Swift,2023,8,3,1181
Jonathan Swift,2023,8,4,987
Jonathan Swift,2023,8,5,960
Jonathan Swift,2023,8,6,935
Jonathan Swift,2023,8,7,981
Jonathan Swift,2023,8,8,920
Jonathan Swift,2023,8,9,983
Jonathan Swift,2023,8,10,921
Jonathan Swift,2023,8,11,900
Jonathan Swift,2023,8,12,966
Jonathan Swift,2023,8,13,1143
Jonathan Swift,2023,8,14,897
Jonathan Swift,2023,8,15,887
Jonathan Swift,2023,8,16,1056
Jonathan Swift,2023,8,17,1027
Jonathan Swift,2023,8,18,918
Jonathan Swift,2023,8,19,872
Jonathan Swift,2023,8,20,1028
Jonathan Swift,2023,8,21,1006
Jonathan Swift,2023,8,22,1019
Jonathan Swift,2023,8,23,1075
Jonathan Swift,2023,8,24,981
Jonathan Swift,2023,8,25,978
Jonathan Swift,2023,8,26,846
Jonathan Swift,2023,8,27,852
Jonathan Swift,2023,8,28,1107
Jonathan Swift,2023,8,29,1059
Jonathan Swift,2023,8,30,920
Jonathan Swift,2023,8,31,973
Jonathan Swift,2023,9,1,925
Jonathan Swift,2023,9,2,888
Jonathan Swift,2023,9,3,1044
Jonathan Swift,2023,9,4,1091
Jonathan Swift,2023,9,5,1065
Jonathan Swift,2023,9,6,1036
Jonathan Swift,2023,9,7,1160
Jonathan Swift,2023,9,8,1114
Jonathan Swift,2023,9,9,926
Jonathan Swift,2023,9,10,1082
Jonathan Swift,2023,9,11,1271
Jonathan Swift,2023,9,12,1115
Jonathan Swift,2023,9,13,1242
Jonathan Swift,2023,9,14,1126
Jonathan Swift,2023,9,15,1059
Jonathan Swift,2023,9,16,906
Jonathan Swift,2023,9,17,917
Jonathan Swift,2023,9,18,1210
Jonathan Swift,2023,9,19,1130
Jonathan Swift,2023,9,20,1257
Jonathan Swift,2023,9,21,1177
Jonathan Swift,2023,9,22,998
Jonathan Swift,2023,9,23,1027
Jonathan Swift,2023,9,24,1156
Jonathan Swift,2023,9,25,1260
Jonathan Swift,2023,9,26,1354
Jonathan Swift,2023,9,27,1232
Jonathan Swift,2023,9,28,1089
Jonathan Swift,2023,9,29,1087
Alexander Pope,2023,8,1,730
Alexander Pope,2023,8,2,796
Alexander Pope,2023,8,3,676
Alexander Pope,2023,8,4,572
Alexander Pope,2023,8,5,632
Alexander Pope,2023,8,6,636
Alexander Pope,2023,8,7,655
Alexander Pope,2023,8,8,669
Alexander Pope,2023,8,9,653
Alexander Pope,2023,8,10,647
Alexander Pope,2023,8,11,704
Alexander Pope,2023,8,12,670
Alexander Pope,2023,8,13,1319
Alexander Pope,2023,8,14,890
Alexander Pope,2023,8,15,716
Alexander Pope,2023,8,16,770
Alexander Pope,2023,8,17,770
Alexander Pope,2023,8,18,685
Alexander Pope,2023,8,19,730
Alexander Pope,2023,8,20,707
Alexander Pope,2023,8,21,923
Alexander Pope,2023,8,22,763
Alexander Pope,2023,8,23,942
Alexander Pope,2023,8,24,814
Alexander Pope,2023,8,25,692
Alexander Pope,2023,8,26,632
Alexander Pope,2023,8,27,697
Alexander Pope,2023,8,28,654
Alexander Pope,2023,8,29,720
Alexander Pope,2023,8,30,662
Alexander Pope,2023,8,31,688
Alexander Pope,2023,9,1,621
Alexander Pope,2023,9,2,687
Alexander Pope,2023,9,3,732
Alexander Pope,2023,9,4,802
Alexander Pope,2023,9,5,670
Alexander Pope,2023,9,6,713
Alexander Pope,2023,9,7,752
Alexander Pope,2023,9,8,690
Alexander Pope,2023,9,9,688
Alexander Pope,2023,9,10,733
Alexander Pope,2023,9,11,838
Alexander Pope,2023,9,12,817
Alexander Pope,2023,9,13,803
Alexander Pope,2023,9,14,799
Alexander Pope,2023,9,15,731
Alexander Pope,2023,9,16,718
Alexander Pope,2023,9,17,946
Alexander Pope,2023,9,18,727
Alexander Pope,2023,9,19,785
Alexander Pope,2023,9,20,786
Alexander Pope,2023,9,21,756
Alexander Pope,2023,9,22,773
Alexander Pope,2023,9,23,677
Alexander Pope,2023,9,24,732
Alexander Pope,2023,9,25,1022
Alexander Pope,2023,9,26,1265
Alexander Pope,2023,9,27,876
Alexander Pope,2023,9,28,894
Alexander Pope,2023,9,29,809
Samuel Johnson,2023,8,1,1049
Samuel Johnson,2023,8,2,924
Samuel Johnson,2023,8,3,977
Samuel Johnson,2023,8,4,944
Samuel Johnson,2023,8,5,864
Samuel Johnson,2023,8,6,1051
Samuel Johnson,2023,8,7,1005
Samuel Johnson,2023,8,8,1011
Samuel Johnson,2023,8,9,951
Samuel Johnson,2023,8,10,956
Samuel Johnson,2023,8,11,927
Samuel Johnson,2023,8,12,1034
Samuel Johnson,2023,8,13,1043
Samuel Johnson,2023,8,14,1061
Samuel Johnson,2023,8,15,986
Samuel Johnson,2023,8,16,954
Samuel Johnson,2023,8,17,1067
Samuel Johnson,2023,8,18,948
Samuel Johnson,2023,8,19,898
Samuel Johnson,2023,8,20,965
Samuel Johnson,2023,8,21,1035
Samuel Johnson,2023,8,22,1055
Samuel Johnson,2023,8,23,1158
Samuel Johnson,2023,8,24,1163
Samuel Johnson,2023,8,25,1171
Samuel Johnson,2023,8,26,1094
Samuel Johnson,2023,8,27,1190
Samuel Johnson,2023,8,28,1071
Samuel Johnson,2023,8,29,943
Samuel Johnson,2023,8,30,920
Samuel Johnson,2023,8,31,1030
Samuel Johnson,2023,9,1,994
Samuel Johnson,2023,9,2,909
Samuel Johnson,2023,9,3,1012
Samuel Johnson,2023,9,4,1069
Samuel Johnson,2023,9,5,991
Samuel Johnson,2023,9,6,1161
Samuel Johnson,2023,9,7,947
Samuel Johnson,2023,9,8,961
Samuel Johnson,2023,9,9,926
Samuel Johnson,2023,9,10,1020
Samuel Johnson,2023,9,11,1189
Samuel Johnson,2023,9,12,1064
Samuel Johnson,2023,9,13,1147
Samuel Johnson,2023,9,14,1017
Samuel Johnson,2023,9,15,1047
Samuel Johnson,2023,9,16,1161
Samuel Johnson,2023,9,17,1098
Samuel Johnson,2023,9,18,1675
Samuel Johnson,2023,9,19,1187
Samuel Johnson,2023,9,20,1346
Samuel Johnson,2023,9,21,1082
