doc_id,year,month,day,views
Samuel Johnson,2023,9,22,1071
Samuel Johnson,2023,9,23,1013
Samuel Johnson,2023,9,24,1034
Samuel Johnson,2023,9,25,1058
Samuel Johnson,2023,9,26,1119
Samuel Johnson,2023,9,27,1172
Samuel Johnson,2023,9,28,1004
Samuel Johnson,2023,9,29,980
James Boswell,2023,8,1,185
James Boswell,2023,8,2,178
James Boswell,2023,8,3,188
James Boswell,2023,8,4,182
James Boswell,2023,8,5,163
James Boswell,2023,8,6,187
James Boswell,2023,8,7,209
James Boswell,2023,8,8,180
James Boswell,2023,8,9,181
James Boswell,2023,8,10,197
James Boswell,2023,8,11,169
James Boswell,2023,8,12,193
James Boswell,2023,8,13,206
James Boswell,2023,8,14,195
James Boswell,2023,8,15,186
James Boswell,2023,8,16,168
James Boswell,2023,8,17,196
James Boswell,2023,8,18,149
James Boswell,2023,8,19,187
James Boswell,2023,8,20,167
James Boswell,2023,8,21,231
James Boswell,2023,8,22,204
James Boswell,2023,8,23,160
James Boswell,2023,8,24,166
James Boswell,2023,8,25,184
James Boswell,2023,8,26,160
James Boswell,2023,8,27,165
James Boswell,2023,8,28,189
James Boswell,2023,8,29,159
James Boswell,2023,8,30,175
James Boswell,2023,8,31,176
James Boswell,2023,9,1,149
James Boswell,2023,9,2,177
James Boswell,2023,9,3,167
James Boswell,2023,9,4,346
James Boswell,2023,9,5,210
James Boswell,2023,9,6,214
James Boswell,2023,9,7,202
James Boswell,2023,9,8,196
James Boswell,2023,9,9,173
James Boswell,2023,9,10,217
James Boswell,2023,9,11,244
James Boswell,2023,9,12,261
James Boswell,2023,9,13,221
James Boswell,2023,9,14,213
James Boswell,2023,9,15,198
James Boswell,2023,9,16,193
James Boswell,2023,9,17,245
James Boswell,2023,9,18,229
James Boswell,2023,9,19,191
James Boswell,2023,9,20,200
James Boswell,2023,9,21,201
James Boswell,2023,9,22,178
James Boswell,2023,9,23,238
James Boswell,2023,9,24,233
James Boswell,2023,9,25,217
James Boswell,2023,9,26,231
James Boswell,2023,9,27,214
James Boswell,2023,9,28,211
James Boswell,2023,9,29,167
Charlotte Smith,2023,8,1,2
Charlotte Smith,2023,8,2,1
Charlotte Smith,2023,8,3,2
Charlotte Smith,2023,8,4,1
Charlotte Smith,2023,8,5,0
Charlotte Smith,2023,8,6,1
Charlotte Smith,2023,8,7,1
Charlotte Smith,2023,8,9,0
Charlotte Smith,2023,8,11,3
Charlotte Smith,2023,8,14,2
Charlotte Smith,2023,8,15,0
Charlotte Smith,2023,8,16,0
Charlotte Smith,2023,8,17,1
Charlotte Smith,2023,8,19,1
Charlotte Smith,2023,8,20,2
Charlotte Smith,2023,8,21,4
Charlotte Smith,2023,8,22,1
Charlotte Smith,2023,8,23,1
Charlotte Smith,2023,8,24,1
Charlotte Smith,2023,8,26,0
Charlotte Smith,2023,8,27,2
Charlotte Smith,2023,8,28,4
Charlotte Smith,2023,8,29,1
Charlotte Smith,2023,8,30,0
Charlotte Smith,2023,8,31,1
Charlotte Smith,2023,9,1,1
Charlotte Smith,2023,9,2,1
Charlotte Smith,2023,9,3,0
Charlotte Smith,2023,9,4,2
Charlotte Smith,2023,9,5,1
Charlotte Smith,2023,9,6,1
Charlotte Smith,2023,9,7,1
Charlotte Smith,2023,9,8,2
Charlotte Smith,2023,9,10,4
Charlotte Smith,2023,9,12,1
Charlotte Smith,2023,9,13,4
Charlotte Smith,2023,9,14,0
Charlotte Smith,2023,9,15,5
Charlotte Smith,2023,9,16,1
Charlotte Smith,2023,9,17,1
Charlotte Smith,2023,9,19,3
Charlotte Smith,2023,9,20,0
Charlotte Smith,2023,9,21,2
Charlotte Smith,2023,9,22,0
Charlotte Smith,2023,9,23,0
Charlotte Smith,2023,9,24,1
Charlotte Smith,2023,9,25,1
Charlotte Smith,2023,9,26,1
Charlotte Smith,2023,9,27,1
Charlotte Smith,2023,9,28,2
Charlotte Smith,2023,9,29,0
Mary Robinson,2023,8,1,290
Mary Robinson,2023,8,2,247
Mary Robinson,2023,8,3,310
Mary Robinson,2023,8,4,325
Mary Robinson,2023,8,5,261
Mary Robinson,2023,8,6,255
Mary Robinson,2023,8,7,309
Mary Robinson,2023,8,8,362
Mary Robinson,2023,8,9,371
Mary Robinson,2023,8,10,291
Mary Robinson,2023,8,11,328
Mary Robinson,2023,8,12,275
Mary Robinson,2023,8,13,254
Mary Robinson,2023,8,14,261
Mary Robinson,2023,8,15,279
Mary Robinson,2023,8,16,285
Mary Robinson,2023,8,17,284
Mary Robinson,2023,8,18,330
Mary Robinson,2023,8,19,275
Mary Robinson,2023,8,20,351
Mary Robinson,2023,8,21,387
Mary Robinson,2023,8,22,296
Mary Robinson,2023,8,23,358
Mary Robinson,2023,8,24,270
Mary Robinson,2023,8,25,273
Mary Robinson,2023,8,26,237
Mary Robinson,2023,8,27,249
Mary Robinson,2023,8,28,250
Mary Robinson,2023,8,29,409
Mary Robinson,2023,8,30,317
Mary Robinson,2023,8,31,309
Mary Robinson,2023,9,1,249
Mary Robinson,2023,9,2,242
Mary Robinson,2023,9,3,261
Mary Robinson,2023,9,4,287
Mary Robinson,2023,9,5,315
Mary Robinson,2023,9,6,354
Mary Robinson,2023,9,7,320
Mary Robinson,2023,9,8,329
Mary Robinson,2023,9,9,255
Mary Robinson,2023,9,10,287
Mary Robinson,2023,9,11,326
Mary Robinson,2023,9,12,342
Mary Robinson,2023,9,13,321
Mary Robinson,2023,9,14,370
Mary Robinson,2023,9,15,1353
Mary Robinson,2023,9,16,628
Mary Robinson,2023,9,17,483
Mary Robinson,2023,9,18,587
Mary Robinson,2023,9,19,449
Mary Robinson,2023,9,20,380
Mary Robinson,2023,9,21,345
Mary Robinson,2023,9,22,403
Mary Robinson,2023,9,23,333
Mary Robinson,2023,9,24,339
Mary Robinson,2023,9,25,372
Mary Robinson,2023,9,26,354
Mary Robinson,2023,9,27,323
Mary Robinson,2023,9,28,318
Mary Robinson,2023,9,29,359
William Blake,2023,8,1,2187
William Blake,2023,8,2,2169
William Blake,2023,8,3,2081
William Blake,2023,8,4,1756
William Blake,2023,8,5,1833
William Blake,2023,8,6,2122
William Blake,2023,8,7,1966
William Blake,2023,8,8,2111
William Blake,2023,8,9,2068
William Blake,2023,8,10,1873
William Blake,2023,8,11,1888
William Blake,2023,8,12,2249
William Blake,2023,8,13,2255
William Blake,2023,8,14,2080
William Blake,2023,8,15,2235
William Blake,2023,8,16,2304
William Blake,2023,8,17,2283
William Blake,2023,8,18,2009
William Blake,2023,8,19,1931
William Blake,2023,8,20,2250
William Blake,2023,8,21,2172
William Blake,2023,8,22,2218
William Blake,2023,8,23,2229
William Blake,2023,8,24,2010
William Blake,2023,8,25,1911
William Blake,2023,8,26,1924
William Blake,2023,8,27,2264
William Blake,2023,8,28,2221
William Blake,2023,8,29,2199
William Blake,2023,8,30,2045
William Blake,2023,8,31,1989
William Blake,2023,9,1,2011
William Blake,2023,9,2,1871
William Blake,2023,9,3,2075
William Blake,2023,9,4,2199
William Blake,2023,9,5,2253
William Blake,2023,9,6,2241
William Blake,2023,9,7,2201
William Blake,2023,9,8,1955
William Blake,2023,9,9,2233
William Blake,2023,9,10,2228
William Blake,2023,9,11,2386
William Blake,2023,9,12,2384
William Blake,2023,9,13,2441
William Blake,2023,9,14,2370
William Blake,2023,9,15,2080
William Blake,2023,9,16,1948
William Blake,2023,9,17,2246
William Blake,2023,9,18,2420
William Blake,2023,9,19,2384
William Blake,2023,9,20,2541
William Blake,2023,9,21,2331
William Blake,2023,9,22,2308
William Blake,2023,9,23,2048
William Blake,2023,9,24,2325
William Blake,2023,9,25,2326
William Blake,2023,9,26,2344
William Blake,2023,9,27,2151
William Blake,2023,9,28,2361
William Blake,2023,9,29,2277
Robert Burns,2023,8,1,860
Robert Burns,2023,8,2,862
Robert Burns,2023,8,3,868
Robert Burns,2023,8,4,957
Robert Burns,2023,8,5,925
Robert Burns,2023,8,6,976
Robert Burns,2023,8,7,824
Robert Burns,2023,8,8,884
Robert Burns,2023,8,9,865
Robert Burns,2023,8,10,960
Robert Burns,2023,8,11,866
Robert Burns,2023,8,12,808
Robert Burns,2023,8,13,823
Robert Burns,2023,8,14,842
Robert Burns,2023,8,15,815
Robert Burns,2023,8,16,868
Robert Burns,2023,8,17,825
Robert Burns,2023,8,18,826
Robert Burns,2023,8,19,930
Robert Burns,2023,8,20,971
Robert Burns,2023,8,21,884
Robert Burns,2023,8,22,910
Robert Burns,2023,8,23,859
Robert Burns,2023,8,24,808
Robert Burns,2023,8,25,780
Robert Burns,2023,8,26,856
Robert Burns,2023,8,27,889
Robert Burns,2023,8,28,943
Robert Burns,2023,8,29,923
Robert Burns,2023,8,30,911
Robert Burns,2023,8,31,846
Robert Burns,2023,9,1,816
Robert Burns,2023,9,2,772
Robert Burns,2023,9,3,880
Robert Burns,2023,9,4,893
Robert Burns,2023,9,5,887
Robert Burns,2023,9,6,853
Robert Burns,2023,9,7,925
Robert Burns,2023,9,8,800
Robert Burns,2023,9,9,959
Robert Burns,2023,9,10,994
Robert Burns,2023,9,11,935
Robert Burns,2023,9,12,948
Robert Burns,2023,9,13,1004
Robert Burns,2023,9,14,1034
Robert Burns,2023,9,15,940
Robert Burns,2023,9,16,853
Robert Burns,2023,9,17,2398
Robert Burns,2023,9,18,1040
Robert Burns,2023,9,19,979
Robert Burns,2023,9,20,849
Robert Burns,2023,9,21,824
Robert Burns,2023,9,22,881
Robert Burns,2023,9,23,875
Robert Burns,2023,9,24,953
Robert Burns,2023,9,25,910
Robert Burns,2023,9,26,1010
Robert Burns,2023,9,27,988
Robert Burns,2023,9,28,1292
Robert Burns,2023,9,29,995
Mary Wollstonecraft,2023,8,1,1039
Mary Wollstonecraft,2023,8,2,932
Mary Wollstonecraft,2023,8,3,1029
Mary Wollstonecraft,2023,8,4,1072
Mary Wollstonecraft,2023,8,5,984
Mary Wollstonecraft,2023,8,6,992
Mary Wollstonecraft,2023,8,7,954
Mary Wollstonecraft,2023,8,8,1052
Mary Wollstonecraft,2023,8,9,943
Mary Wollstonecraft,2023,8,10,998
Mary Wollstonecraft,2023,8,11,932
Mary Wollstonecraft,2023,8,12,957
Mary Wollstonecraft,2023,8,13,1113
Mary Wollstonecraft,2023,8,14,1141
Mary Wollstonecraft,2023,8,15,1150
Mary Wollstonecraft,2023,8,16,1048
Mary Wollstonecraft,2023,8,17,1100
Mary Wollstonecraft,2023,8,18,1083
Mary Wollstonecraft,2023,8,19,924
Mary Wollstonecraft,2023,8,20,946
Mary Wollstonecraft,2023,8,21,1147
Mary Wollstonecraft,2023,8,22,1116
Mary Wollstonecraft,2023,8,23,1274
Mary Wollstonecraft,2023,8,24,1197
Mary Wollstonecraft,2023,8,25,1131
Mary Wollstonecraft,2023,8,26,992
Mary Wollstonecraft,2023,8,27,1115
Mary Wollstonecraft,2023,8,28,1320
Mary Wollstonecraft,2023,8,29,1323
Mary Wollstonecraft,2023,8,30,1707
Mary Wollstonecraft,2023,8,31,1658
Mary Wollstonecraft,2023,9,1,1384
Mary Wollstonecraft,2023,9,2,1097
Mary Wollstonecraft,2023,9,3,1372
Mary Wollstonecraft,2023,9,4,1312
Mary Wollstonecraft,2023,9,5,1448
Mary Wollstonecraft,2023,9,6,1474
Mary Wollstonecraft,2023,9,7,1528
Mary Wollstonecraft,2023,9,8,1372
Mary Wollstonecraft,2023,9,9,1064
Mary Wollstonecraft,2023,9,10,1457
Mary Wollstonecraft,2023,9,11,1652
Mary Wollstonecraft,2023,9,12,1723
Mary Wollstonecraft,2023,9,13,1641
Mary Wollstonecraft,2023,9,14,1967
Mary Wollstonecraft,2023,9,15,1548
Mary Wollstonecraft,2023,9,16,1208
Mary Wollstonecraft,2023,9,17,1410
Mary Wollstonecraft,2023,9,18,1617
Mary Wollstonecraft,2023,9,19,1560
Mary Wollstonecraft,2023,9,20,1732
Mary Wollstonecraft,2023,9,21,1502
Mary Wollstonecraft,2023,9,22,1396
Mary Wollstonecraft,2023,9,23,1132
Mary Wollstonecraft,2023,9,24,1212
Mary Wollstonecraft,2023,9,25,1658
Mary Wollstonecraft,2023,9,26,1675
Mary Wollstonecraft,2023,9,27,1662
Mary Wollstonecraft,2023,9,28,1615
Mary Wollstonecraft,2023,9,29,1398
William Wordsworth,2023,8,1,2908
William Wordsworth,2023,8,2,2702
William Wordsworth,2023,8,3,2872
William Wordsworth,2023,8,4,2571
William Wordsworth,2023,8,5,2524
William Wordsworth,2023,8,6,2858
William Wordsworth,2023,8,7,2787
William Wordsworth,2023,8,8,2557
William Wordsworth,2023,8,9,2934
William Wordsworth,2023,8,10,2750
William Wordsworth,2023,8,11,2535
William Wordsworth,2023,8,12,2292
William Wordsworth,2023,8,13,2583
William Wordsworth,2023,8,14,2347
William Wordsworth,2023,8,15,2617
William Wordsworth,2023,8,16,2917
William Wordsworth,2023,8,17,2837
William Wordsworth,2023,8,18,2697
William Wordsworth,2023,8,19,2460
William Wordsworth,2023,8,20,2929
William Wordsworth,2023,8,21,2978
William Wordsworth,2023,8,22,3078
William Wordsworth,2023,8,23,2968
William Wordsworth,2023,8,24,2835
William Wordsworth,2023,8,25,2780
William Wordsworth,2023,8,26,2582
William Wordsworth,2023,8,27,2685
William Wordsworth,2023,8,28,2701
William Wordsworth,2023,8,29,2801
William Wordsworth,2023,8,30,2513
William Wordsworth,2023,8,31,2612
William Wordsworth,2023,9,1,2523
William Wordsworth,2023,9,2,2558
William Wordsworth,2023,9,3,2976
William Wordsworth,2023,9,4,2792
William Wordsworth,2023,9,5,2519
William Wordsworth,2023,9,6,2652
William Wordsworth,2023,9,7,2932
William Wordsworth,2023,9,8,2752
William Wordsworth,2023,9,9,2497
William Wordsworth,2023,9,10,2863
William Wordsworth,2023,9,11,3124
William Wordsworth,2023,9,12,3040
William Wordsworth,2023,9,13,2885
William Wordsworth,2023,9,14,3028
William Wordsworth,2023,9,15,2780
William Wordsworth,2023,9,16,2460
William Wordsworth,2023,9,17,2563
William Wordsworth,2023,9,18,2798
William Wordsworth,2023,9,19,2954
William Wordsworth,2023,9,20,2856
William Wordsworth,2023,9,21,2758
William Wordsworth,2023,9,22,2613
William Wordsworth,2023,9,23,2333
William Wordsworth,2023,9,24,2862
William Wordsworth,2023,9,25,2988
William Wordsworth,2023,9,26,2995
William Wordsworth,2023,9,27,2592
William Wordsworth,2023,9,28,2746
William Wordsworth,2023,9,29,2768
Samuel Taylor Coleridge,2023,8,1,995
Samuel Taylor Coleridge,2023,8,2,982
Samuel Taylor Coleridge,2023,8,3,1011
Samuel Taylor Coleridge,2023,8,4,963
Samuel Taylor Coleridge,2023,8,5,915
Samuel Taylor Coleridge,2023,8,6,1014
Samuel Taylor Coleridge,2023,8,7,1058
Samuel Taylor Coleridge,2023,8,8,2069
Samuel Taylor Coleridge,2023,8,9,1340
Samuel Taylor Coleridge,2023,8,10,1110
Samuel Taylor Coleridge,2023,8,11,913
Samuel Taylor Coleridge,2023,8,12,964
Samuel Taylor Coleridge,2023,8,13,1061
Samuel Taylor Coleridge,2023,8,14,1022
Samuel Taylor Coleridge,2023,8,15,1038
Samuel Taylor Coleridge,2023,8,16,1011
Samuel Taylor Coleridge,2023,8,17,1090
Samuel Taylor Coleridge,2023,8,18,1169
Samuel Taylor Coleridge,2023,8,19,857
Samuel Taylor Coleridge,2023,8,20,940
Samuel Taylor Coleridge,2023,8,21,1069
Samuel Taylor Coleridge,2023,8,22,1012
Samuel Taylor Coleridge,2023,8,23,988
Samuel Taylor Coleridge,2023,8,24,1061
Samuel Taylor Coleridge,2023,8,25,946
Samuel Taylor Coleridge,2023,8,26,820
Samuel Taylor Coleridge,2023,8,27,878
Samuel Taylor Coleridge,2023,8,28,961
Samuel Taylor Coleridge,2023,8,29,947
Samuel Taylor Coleridge,2023,8,30,822
Samuel Taylor Coleridge,2023,8,31,788
Samuel Taylor Coleridge,2023,9,1,1312
Samuel Taylor Coleridge,2023,9,2,840
Samuel Taylor Coleridge,2023,9,3,975
Samuel Taylor Coleridge,2023,9,4,980
Samuel Taylor Coleridge,2023,9,5,997
Samuel Taylor Coleridge,2023,9,6,999
Samuel Taylor Coleridge,2023,9,7,1022
Samuel Taylor Coleridge,2023,9,8,947
Samuel Taylor Coleridge,2023,9,9,1939
Samuel Taylor Coleridge,2023,9,10,1148
Samuel Taylor Coleridge,2023,9,11,1375
Samuel Taylor Coleridge,2023,9,12,1147
Samuel Taylor Coleridge,2023,9,13,1085
Samuel Taylor Coleridge,2023,9,14,1106
Samuel Taylor Coleridge,2023,9,15,925
Samuel Taylor Coleridge,2023,9,16,857
Samuel Taylor Coleridge,2023,9,17,974
Samuel Taylor Coleridge,2023,9,18,1100
Samuel Taylor Coleridge,2023,9,19,1107
Samuel Taylor Coleridge,2023,9,20,1077
Samuel Taylor Coleridge,2023,9,21,899
Samuel Taylor Coleridge,2023,9,22,825
Samuel Taylor Coleridge,2023,9,23,880
Samuel Taylor Coleridge,2023,9,24,980
Samuel Taylor Coleridge,2023,9,25,1100
Samuel Taylor Coleridge,2023,9,26,1048
Samuel Taylor Coleridge,2023,9,27,1025
Samuel Taylor Coleridge,2023,9,28,1038
Samuel Taylor Coleridge,2023,9,29,944
Ann Radcliffe,2023,8,1,203
Ann Radcliffe,2023,8,2,186
Ann Radcliffe,2023,8,3,211
Ann Radcliffe,2023,8,4,220
Ann Radcliffe,2023,8,5,209
Ann Radcliffe,2023,8,6,193
Ann Radcliffe,2023,8,7,165
Ann Radcliffe,2023,8,8,165
Ann Radcliffe,2023,8,9,156
Ann Radcliffe,2023,8,10,166
Ann Radcliffe,2023,8,11,170
Ann Radcliffe,2023,8,12,171
Ann Radcliffe,2023,8,13,200
Ann Radcliffe,2023,8,14,223
Ann Radcliffe,2023,8,15,170
Ann Radcliffe,2023,8,16,223
Ann Radcliffe,2023,8,17,192
Ann Radcliffe,2023,8,18,179
Ann Radcliffe,2023,8,19,177
Ann Radcliffe,2023,8,20,186
Ann Radcliffe,2023,8,21,194
Ann Radcliffe,2023,8,22,203
Ann Radcliffe,2023,8,23,188
Ann Radcliffe,2023,8,24,222
Ann Radcliffe,2023,8,25,166
Ann Radcliffe,2023,8,26,161
Ann Radcliffe,2023,8,27,195
Ann Radcliffe,2023,8,28,212
Ann Radcliffe,2023,8,29,225
Ann Radcliffe,2023,8,30,184
Ann Radcliffe,2023,8,31,202
Ann Radcliffe,2023,9,1,200
Ann Radcliffe,2023,9,2,183
Ann Radcliffe,2023,9,3,200
Ann Radcliffe,2023,9,4,192
Ann Radcliffe,2023,9,5,234
Ann Radcliffe,2023,9,6,235
Ann Radcliffe,2023,9,7,209
Ann Radcliffe,2023,9,8,182
Ann Radcliffe,2023,9,9,191
Ann Radcliffe,2023,9,10,212
Ann Radcliffe,2023,9,11,220
Ann Radcliffe,2023,9,12,272
Ann Radcliffe,2023,9,13,233
Ann Radcliffe,2023,9,14,205
Ann Radcliffe,2023,9,15,221
Ann Radcliffe,2023,9,16,179
Ann Radcliffe,2023,9,17,225
Ann Radcliffe,2023,9,18,219
Ann Radcliffe,2023,9,19,199
Ann Radcliffe,2023,9,20,184
Ann Radcliffe,2023,9,21,252
Ann Radcliffe,2023,9,22,211
Ann Radcliffe,2023,9,23,196
Ann Radcliffe,2023,9,24,186
Ann Radcliffe,2023,9,25,237
Ann Radcliffe,2023,9,26,217
Ann Radcliffe,2023,9,27,230
Ann Radcliffe,2023,9,28,236
Ann Radcliffe,2023,9,29,204
Jane Austen,2023,8,1,5103
Jane Austen,2023,8,2,4805
Jane Austen,2023,8,3,5234
Jane Austen,2023,8,4,4979
Jane Austen,2023,8,5,5118
Jane Austen,2023,8,6,5892
Jane Austen,2023,8,7,5194
Jane Austen,2023,8,8,4877
Jane Austen,2023,8,9,4669
Jane Austen,2023,8,10,4331
Jane Austen,2023,8,11,4587
Jane Austen,2023,8,12,4646
Jane Austen,2023,8,13,5455
Jane Austen,2023,8,14,4921
Jane Austen,2023,8,15,4822
Jane Austen,2023,8,16,4703
Jane Austen,2023,8,17,4834
Jane Austen,2023,8,18,4652
Jane Austen,2023,8,19,4753
Jane Austen,2023,8,20,5438
Jane Austen,2023,8,21,5164
Jane Austen,2023,8,22,5020
Jane Austen,2023,8,23,4871
Jane Austen,2023,8,24,4408
Jane Austen,2023,8,25,4541
Jane Austen,2023,8,26,5049
Jane Austen,2023,8,27,6844
Jane Austen,2023,8,28,5442
Jane Austen,2023,8,29,4640
Jane Austen,2023,8,30,4525
Jane Austen,2023,8,31,4525
Jane Austen,2023,9,1,4128
Jane Austen,2023,9,2,4550
Jane Austen,2023,9,3,4930
Jane Austen,2023,9,4,5000
Jane Austen,2023,9,5,4532
Jane Austen,2023,9,6,4548
Jane Austen,2023,9,7,4492
Jane Austen,2023,9,8,4780
Jane Austen,2023,9,9,4705
Jane Austen,2023,9,10,5098
Jane Austen,2023,9,11,4690
Jane Austen,2023,9,12,4343
Jane Austen,2023,9,13,4313
Jane Austen,2023,9,14,4439
Jane Austen,2023,9,15,4061
Jane Austen,2023,9,16,4696
Jane Austen,2023,9,17,5029
Jane Austen,2023,9,18,4897
Jane Austen,2023,9,19,4360
Jane Austen,2023,9,20,4379
Jane Austen,2023,9,21,4318
Jane Austen,2023,9,22,4057
Jane Austen,2023,9,23,4460
Jane Austen,2023,9,24,5277
Jane Austen,2023,9,25,4942
Jane Austen,2023,9,26,5186
Jane Austen,2023,9,27,4481
Jane Austen,2023,9,28,4554
Jane Austen,2023,9,29,4382
Lord Byron,2023,8,1,2593
Lord Byron,2023,8,2,2500
Lord Byron,2023,8,3,2474
Lord Byron,2023,8,4,2697
Lord Byron,2023,8,5,2618
Lord Byron,2023,8,6,2912
Lord Byron,2023,8,7,2741
Lord Byron,2023,8,8,2801
Lord Byron,2023,8,9,3026
Lord Byron,2023,8,10,2747
Lord Byron,2023,8,11,2614
Lord Byron,2023,8,12,2600
Lord Byron,2023,8,13,2810
Lord Byron,2023,8,14,2791
Lord Byron,2023,8,15,2748
Lord Byron,2023,8,16,2662
Lord Byron,2023,8,17,2584
Lord Byron,2023,8,18,2464
Lord Byron,2023,8,19,2547
Lord Byron,2023,8,20,2780
Lord Byron,2023,8,21,2930
Lord Byron,2023,8,22,2818
Lord Byron,2023,8,23,2606
Lord Byron,2023,8,24,2545
Lord Byron,2023,8,25,2543
Lord Byron,2023,8,26,2550
Lord Byron,2023,8,27,2987
Lord Byron,2023,8,28,2951
Lord Byron,2023,8,29,2662
Lord Byron,2023,8,30,2596
Lord Byron,2023,8,31,2898
Lord Byron,2023,9,1,2531
Lord Byron,2023,9,2,2769
Lord Byron,2023,9,3,2876
Lord Byron,2023,9,4,2829
Lord Byron,2023,9,5,2711
Lord Byron,2023,9,6,2612
Lord Byron,2023,9,7,2681
Lord Byron,2023,9,8,2526
Lord Byron,2023,9,9,2473
Lord Byron,2023,9,10,2804
Lord Byron,2023,9,11,2712
Lord Byron,2023,9,12,2723
Lord Byron,2023,9,13,2762
Lord Byron,2023,9,14,2565
Lord Byron,2023,9,15,3105
Lord Byron,2023,9,16,3068
Lord Byron,2023,9,17,2895
Lord Byron,2023,9,18,2902
Lord Byron,2023,9,19,2859
Lord Byron,2023,9,20,2754
Lord Byron,2023,9,21,2688
Lord Byron,2023,9,22,2820
Lord Byron,2023,9,23,2827
Lord Byron,2023,9,24,2988
Lord Byron,2023,9,25,3047
Lord Byron,2023,9,26,2878
Lord Byron,2023,9,27,2795
Lord Byron,2023,9,28,2675
Lord Byron,2023,9,29,3036
Percy Bysshe Shelley,2023,8,1,2079
Percy Bysshe Shelley,2023,8,2,2283
Percy Bysshe Shelley,2023,8,3,2274
Percy Bysshe Shelley,2023,8,4,8379
Percy Bysshe Shelley,2023,8,5,2266
Percy Bysshe Shelley,2023,8,6,2690
Percy Bysshe Shelley,2023,8,7,2333
Percy Bysshe Shelley,2023,8,8,2309
Percy Bysshe Shelley,2023,8,9,2243
Percy Bysshe Shelley,2023,8,10,2198
Percy Bysshe Shelley,2023,8,11,1923
Percy Bysshe Shelley,2023,8,12,1922
Percy Bysshe Shelley,2023,8,13,2227
Percy Bysshe Shelley,2023,8,14,2180
Percy Bysshe Shelley,2023,8,15,2254
Percy Bysshe Shelley,2023,8,16,2003
Percy Bysshe Shelley,2023,8,17,2072
Percy Bysshe Shelley,2023,8,18,1852
Percy Bysshe Shelley,2023,8,19,1896
Percy Bysshe Shelley,2023,8,20,2136
Percy Bysshe Shelley,2023,8,21,2245
Percy Bysshe Shelley,2023,8,22,2244
Percy Bysshe Shelley,2023,8,23,2173
Percy Bysshe Shelley,2023,8,24,2090
Percy Bysshe Shelley,2023,8,25,2096
Percy Bysshe Shelley,2023,8,26,2023
Percy Bysshe Shelley,2023,8,27,2362
Percy Bysshe Shelley,2023,8,28,2271
Percy Bysshe Shelley,2023,8,29,2030
Percy Bysshe Shelley,2023,8,30,2455
Percy Bysshe Shelley,2023,8,31,2268
Percy Bysshe Shelley,2023,9,1,2077
Percy Bysshe Shelley,2023,9,2,2073
Percy Bysshe Shelley,2023,9,3,2713
Percy Bysshe Shelley,2023,9,4,2179
Percy Bysshe Shelley,2023,9,5,2145
Percy Bysshe Shelley,2023,9,6,2105
Percy Bysshe Shelley,2023,9,7,2193
Percy Bysshe Shelley,2023,9,8,2079
Percy Bysshe Shelley,2023,9,9,2006
Percy Bysshe Shelley,2023,9,10,2288
Percy Bysshe Shelley,2023,9,11,2483
Percy Bysshe Shelley,2023,9,12,2156
Percy Bysshe Shelley,2023,9,13,3727
Percy Bysshe Shelley,2023,9,14,2610
Percy Bysshe Shelley,2023,9,15,2572
Percy Bysshe Shelley,2023,9,16,2405
Percy Bysshe Shelley,2023,9,17,2870
Percy Bysshe Shelley,2023,9,18,2581
Percy Bysshe Shelley,2023,9,19,2469
Percy Bysshe Shelley,2023,9,20,2337
Percy Bysshe Shelley,2023,9,21,2478
Percy Bysshe Shelley,2023,9,22,2397
Percy Bysshe Shelley,2023,9,23,2321
Percy Bysshe Shelley,2023,9,24,2351
Percy Bysshe Shelley,2023,9,25,2330
Percy Bysshe Shelley,2023,9,26,2454
Percy Bysshe Shelley,2023,9,27,2310
Percy Bysshe Shelley,2023,9,28,2330
Percy Bysshe Shelley,2023,9,29,2504
John Clare,2023,8,1,161
John Clare,2023,8,2,130
John Clare,2023,8,3,139
John Clare,2023,8,4,138
John Clare,2023,8,5,128
John Clare,2023,8,6,137
John Clare,2023,8,7,134
John Clare,2023,8,8,133
John Clare,2023,8,9,143
John Clare,2023,8,10,137
John Clare,2023,8,11,118
John Clare,2023,8,12,122
John Clare,2023,8,13,153
John Clare,2023,8,14,171
John Clare,2023,8,15,163
John Clare,2023,8,16,160
John Clare,2023,8,17,147
John Clare,2023,8,18,125
John Clare,2023,8,19,114
John Clare,2023,8,20,136
John Clare,2023,8,21,106
John Clare,2023,8,22,125
John Clare,2023,8,23,154
John Clare,2023,8,24,108
John Clare,2023,8,25,132
John Clare,2023,8,26,129
John Clare,2023,8,27,121
John Clare,2023,8,28,158
John Clare,2023,8,29,156
John Clare,2023,8,30,130
John Clare,2023,8,31,171
John Clare,2023,9,1,124
John Clare,2023,9,2,129
John Clare,2023,9,3,119
John Clare,2023,9,4,124
John Clare,2023,9,5,158
John Clare,2023,9,6,122
John Clare,2023,9,7,144
John Clare,2023,9,8,148
John Clare,2023,9,9,134
John Clare,2023,9,10,168
John Clare,2023,9,11,167
John Clare,2023,9,12,133
John Clare,2023,9,13,119
John Clare,2023,9,14,151
John Clare,2023,9,15,132
John Clare,2023,9,16,108
John Clare,2023,9,17,151
John Clare,2023,9,18,135
John Clare,2023,9,19,152
John Clare,2023,9,20,136
John Clare,2023,9,21,139
John Clare,2023,9,22,109
John Clare,2023,9,23,135
John Clare,2023,9,24,152
