food_code,food_code_description,category_number,category_description
91501020,Gelatin dessert with fruit,5806,"Gelatins, ices, sorbets"
91501100,Gelatin salad with vegetables,5806,"Gelatins, ices, sorbets"
91511010,"Gelatin dessert, sugar free",5806,"Gelatins, ices, sorbets"
91511020,"Gelatin dessert, sugar free, with fruit",5806,"Gelatins, ices, sorbets"
91520100,Yokan,5806,"Gelatins, ices, sorbets"
91550100,"Coconut cream cake, Puerto Rican style",5502,Cakes and pies
91560100,Haupia,5804,Pudding
91601000,Italian Ice,5806,"Gelatins, ices, sorbets"
91601010,"Italian Ice, no sugar added",5806,"Gelatins, ices, sorbets"
91610900,"Popsicle, NFS",5806,"Gelatins, ices, sorbets"
91611000,Popsicle,5806,"Gelatins, ices, sorbets"
91611100,"Popsicle, no sugar added",5806,"Gelatins, ices, sorbets"
91612000,Freezer pop,5806,"Gelatins, ices, sorbets"
91621000,Snow cone,5806,"Gelatins, ices, sorbets"
91621050,"Snow cone, no sugar added",5806,"Gelatins, ices, sorbets"
91700010,"Candy, NFS",5704,Candy not containing chocolate
91700500,M&M's Almond Chocolate Candies,5702,Candy containing chocolate
91701010,"Almonds, chocolate covered candy",5702,Candy containing chocolate
91701020,"Almonds, sugar-coated",5704,Candy not containing chocolate
91701030,"Almonds, yogurt-covered",5704,Candy not containing chocolate
91702010,Butterscotch morsels,5704,Candy not containing chocolate
91703010,"Caramel, chocolate-flavored roll",5704,Candy not containing chocolate
91703020,"Caramel, flavor other than chocolate",5704,Candy not containing chocolate
91703030,"Caramel, with nuts",5704,Candy not containing chocolate
91703040,"Caramel candy, chocolate covered",5702,Candy containing chocolate
91703050,"Caramel with nuts and cereal, chocolate covered",5702,Candy containing chocolate
91703060,"Caramel with nuts, chocolate covered",5702,Candy containing chocolate
91703070,Rolo,5702,Candy containing chocolate
91703080,"Caramel, all flavors, sugar free",5704,Candy not containing chocolate
91703150,"Toblerone, milk chocolate with honey and almond nougat",5702,Candy containing chocolate
91703200,TWIX Caramel Cookie Bars,5702,Candy containing chocolate
91703250,TWIX Chocolate Fudge Cookie Bars,5702,Candy containing chocolate
91703300,TWIX Peanut Butter Cookie Bars,5702,Candy containing chocolate
91703400,Whatchamacallit,5702,Candy containing chocolate
91703500,"Nuts, carob-coated",5704,Candy not containing chocolate
91703600,"Espresso coffee beans, chocolate-covered",5702,Candy containing chocolate
91705005,"Chocolate candy, other, NFS",5702,Candy containing chocolate
91705010,Chocolate candy,5702,Candy containing chocolate
91705012,"Chocolate candy with nuts, other, NFS",5702,Candy containing chocolate
91705015,Chocolate candy with nuts,5702,Candy containing chocolate
91705020,Chocolate candy with cereal,5702,Candy containing chocolate
91705030,Kit Kat,5702,Candy containing chocolate
91705040,"Chocolate, milk, with nuts, not almond or peanuts",5702,Candy containing chocolate
91705050,"Milk chocolate candy, with fruit and nuts",5702,Candy containing chocolate
91705060,"Milk chocolate candy, with almonds",5702,Candy containing chocolate
91705070,"Chocolate, milk, with peanuts",5702,Candy containing chocolate
91705080,"Chocolate candy, cookie filled",5702,Candy containing chocolate
91705090,Chocolate candy with fondant and caramel,5702,Candy containing chocolate
91705200,Chocolate chips,5702,Candy containing chocolate
91705250,"Candy, sprinkles",5704,Candy not containing chocolate
91705290,"Dark chocolate candy, other, NFS",5702,Candy containing chocolate
91705300,Dark chocolate candy,5702,Candy containing chocolate
91705310,"Chocolate, sweet or dark, with almonds",5702,Candy containing chocolate
91705312,"Dark chocolate candy with nuts, other, NFS",5702,Candy containing chocolate
91705315,Dark chocolate candy with nuts,5702,Candy containing chocolate
91705400,White chocolate candy,5704,Candy not containing chocolate
91705410,"Chocolate, white, with almonds",5704,Candy not containing chocolate
91705420,"Chocolate, white, with cereal",5704,Candy not containing chocolate
91705430,Kit Kat White,5704,Candy not containing chocolate
91705440,"Chocolate candy, fudge",5702,Candy containing chocolate
91705450,"Chocolate candy, caramel filled",5702,Candy containing chocolate
91705460,"Chocolate candy, caramel filled with nuts",5702,Candy containing chocolate
91705470,"Chocolate candy, coconut filled",5702,Candy containing chocolate
91705480,"Chocolate candy, cream filled",5702,Candy containing chocolate
91705500,"Mexican chocolate, tablet",5702,Candy containing chocolate
91705510,"Chocolate candy, nougat filled",5702,Candy containing chocolate
91705520,"Chocolate candy, nougat filled with nuts",5702,Candy containing chocolate
91705530,"Chocolate candy, peanut butter filled",5702,Candy containing chocolate
91705550,Chocolate candy with dried fruit,5702,Candy containing chocolate
91706000,"Coconut candy, chocolate covered",5702,Candy containing chocolate
91706010,"Chocolate candy, sugar free",5702,Candy containing chocolate
91706020,"Candy, non chocolate, other, NFS",5704,Candy not containing chocolate
91706100,"Coconut candy, no chocolate covering",5704,Candy not containing chocolate
91706400,"Coconut candy, Puerto Rican style",5704,Candy not containing chocolate
91707000,Fondant,5704,Candy not containing chocolate
91707010,"Fondant, chocolate covered",5702,Candy containing chocolate
91708000,"Fruit peel, candied",5704,Candy not containing chocolate
91708010,Date candy,5704,Candy not containing chocolate
91708020,Soft fruit confections,5704,Candy not containing chocolate
91708030,Fruit leather and fruit snacks candy,5704,Candy not containing chocolate
91708040,Fun Fruits Creme Supremes,5704,Candy not containing chocolate
91708070,Tamarind candy,5704,Candy not containing chocolate
91708100,"Fruit snacks candy, with high vitamin C",5704,Candy not containing chocolate
91708150,"Yogurt covered fruit snacks candy, with added vitamin C",5704,Candy not containing chocolate
91708160,"Yogurt covered fruit snacks candy rolls, with high vitamin C",5704,Candy not containing chocolate
91709000,"Gumdrops, chocolate covered",5702,Candy containing chocolate
91713010,"Fudge, chocolate, chocolate-coated",5702,Candy containing chocolate
91713020,"Fudge, chocolate, chocolate-coated, with nuts",5702,Candy containing chocolate
91713030,"Fudge, chocolate",5702,Candy containing chocolate
91713040,"Fudge, chocolate, with nuts",5702,Candy containing chocolate
91713050,"Fudge, peanut butter",5704,Candy not containing chocolate
91713060,"Fudge, peanut butter, with nuts",5704,Candy not containing chocolate
91713070,"Fudge, vanilla",5704,Candy not containing chocolate
91713080,"Fudge, vanilla, with nuts",5704,Candy not containing chocolate
91713090,"Fudge, divinity",5704,Candy not containing chocolate
91713100,"Fudge, brown sugar, penuche",5704,Candy not containing chocolate
91715000,"Fudge, caramel and nut, chocolate-coated candy",5702,Candy containing chocolate
91715100,SNICKERS Bar,5702,Candy containing chocolate
91715200,Baby Ruth,5702,Candy containing chocolate
91715300,100 GRAND Bar,5702,Candy containing chocolate
91716010,"Halvah, plain",5704,Candy not containing chocolate
91716110,"Halvah, chocolate covered",5702,Candy containing chocolate
91718000,Honey-combed hard candy with peanut butter,5704,Candy not containing chocolate
91718050,"Honey-combed hard candy with peanut butter, chocolate covered",5702,Candy containing chocolate
91718100,Butterfinger,5702,Candy containing chocolate
91718110,Butterfinger Crisp,5702,Candy containing chocolate
91718200,Chocolate-flavored sprinkles,5702,Candy containing chocolate
91718300,"Ladoo, round ball",5704,Candy not containing chocolate
91721000,"Candy, licorice",5704,Candy not containing chocolate
91723000,"Candy, marshmallow",5704,Candy not containing chocolate
91723010,"Marshmallow, chocolate covered",5702,Candy containing chocolate
91723020,"Marshmallow, candy-coated",5704,Candy not containing chocolate
91723030,"Candy, caramel",5704,Candy not containing chocolate
91726000,"Nougat, plain",5704,Candy not containing chocolate
91726110,"Nougat, with caramel, chocolate covered",5702,Candy containing chocolate
91726130,MILKY WAY Bar,5702,Candy containing chocolate
91726140,MILKY WAY MIDNIGHT Bar,5702,Candy containing chocolate
91726150,MARS Almond Bar,5702,Candy containing chocolate
91726410,"Nougat, chocolate covered",5702,Candy containing chocolate
91726420,3 MUSKETEERS Bar,5702,Candy containing chocolate
91726425,3 Musketeers Truffle Crisp Bar,5702,Candy containing chocolate
91727010,"Nuts, chocolate covered, not almonds or peanuts",5702,Candy containing chocolate
91728000,"Candy, nougat with nuts",5704,Candy not containing chocolate
91728500,"Sugared pecans, sugar and egg white coating",5704,Candy not containing chocolate
91731000,"Peanuts, chocolate covered candy",5702,Candy containing chocolate
91731010,M&M's Peanut Chocolate Candies,5702,Candy containing chocolate
91731060,M&M's Peanut Butter Chocolate Candies,5702,Candy containing chocolate
91731100,"Peanuts, sugar-coated",5704,Candy not containing chocolate
91731150,"Peanuts, yogurt covered",5704,Candy not containing chocolate
91732000,Peanut bar,5704,Candy not containing chocolate
91732100,Planters Peanut Bar,5704,Candy not containing chocolate
91733000,"Candy, peanut brittle",5704,Candy not containing chocolate
91733200,"Peanut Bar, chocolate covered candy",5702,Candy containing chocolate
91734000,"Peanut butter, chocolate covered",5702,Candy containing chocolate
91734100,Reese's Peanut Butter Cup,5702,Candy containing chocolate
91734200,Reese's Pieces,5704,Candy not containing chocolate
91734300,Reese's Sticks,5702,Candy containing chocolate
91734400,Reese's Fast Break,5702,Candy containing chocolate
91734450,Reese's Crispy Crunchy Bar,5702,Candy containing chocolate
91734500,Peanut butter morsels,5704,Candy not containing chocolate
91735000,Pralines,5704,Candy not containing chocolate
91736000,"Pineapple candy, Puerto Rican style",5704,Candy not containing chocolate
91739010,"Raisins, chocolate covered",5702,Candy containing chocolate
91739600,"Raisins, yogurt covered",5704,Candy not containing chocolate
91742010,"Sesame Crunch, Sahadi",5704,Candy not containing chocolate
91745000,"Candy, mint",5704,Candy not containing chocolate
91745010,"Candy, gummy",5704,Candy not containing chocolate
91745020,Hard candy,5704,Candy not containing chocolate
91745025,"Candy, hard",5704,Candy not containing chocolate
91745030,"Candy, lollipop",5704,Candy not containing chocolate
91745035,Cough drops,5704,Candy not containing chocolate
91745040,Butterscotch hard candy,5704,Candy not containing chocolate
91745050,"Candy, cotton",5704,Candy not containing chocolate
91745100,Skittles,5704,Candy not containing chocolate
91745110,"Candy, fruit flavored pieces",5704,Candy not containing chocolate
91746010,Sugar-coated chocolate discs,5702,Candy containing chocolate
91746100,"Chocolate candy, candy shell",5702,Candy containing chocolate
91746110,"Chocolate candy, candy shell with nuts",5702,Candy containing chocolate
91746120,Sixlets,5702,Candy containing chocolate
91746150,"Easter egg, candy coated chocolate",5702,Candy containing chocolate
91746200,M&M's Pretzel Chocolate Candies,5702,Candy containing chocolate
91746300,"Candy, fruit snacks",5704,Candy not containing chocolate
91746350,"Candy, fruit leather",5704,Candy not containing chocolate
91750000,"Candy, taffy",5704,Candy not containing chocolate
91760000,"Toffee, plain",5704,Candy not containing chocolate
91760100,"Toffee, chocolate covered",5702,Candy containing chocolate
91760200,"Toffee, chocolate-coated, with nuts",5702,Candy containing chocolate
91760500,Truffles,5702,Candy containing chocolate
91760700,"Wax candy, liquid filled",5704,Candy not containing chocolate
91770000,"Dietetic or low calorie candy, NFS",5704,Candy not containing chocolate
91770010,Dietetic or low calorie gumdrops,5704,Candy not containing chocolate
91770020,Dietetic or low calorie hard candy,5704,Candy not containing chocolate
91770030,"Dietetic or low calorie candy, chocolate covered",5702,Candy containing chocolate
91770050,Dietetic or low calorie mints,5704,Candy not containing chocolate
91770060,"Candy, non chocolate, sugar free",5704,Candy not containing chocolate
91800100,"Chewing gum, NFS",5704,Candy not containing chocolate
91801000,Chewing gum,5704,Candy not containing chocolate
91802000,"Chewing gum, sugar free",5704,Candy not containing chocolate
92100000,"Coffee, NS as to type",7302,Coffee
92100500,"Coffee, NS as to brewed or instant",7302,Coffee
92101000,"Coffee, brewed",7302,Coffee
92101500,"Coffee, brewed, blend of regular and decaffeinated",7302,Coffee
92101600,"Coffee, Turkish",7302,Coffee
92101610,"Coffee, espresso",7302,Coffee
92101630,"Coffee, espresso, decaffeinated",7302,Coffee
92101700,"Coffee, brewed, flavored",7302,Coffee
92101800,"Coffee, Cuban",7302,Coffee
92101810,"Coffee, macchiato",7302,Coffee
92101820,"Coffee, macchiato, sweetened",7302,Coffee
92101850,"Coffee, cafe con leche",7302,Coffee
92101851,"Coffee, cafe con leche, decaffeinated",7302,Coffee
92101900,"Coffee, Latte",7302,Coffee
92101901,"Coffee, Latte, nonfat",7302,Coffee
92101903,"Coffee, Latte, with non-dairy milk",7302,Coffee
92101904,"Coffee, Latte, flavored",7302,Coffee
92101905,"Coffee, Latte, nonfat, flavored",7302,Coffee
92101906,"Coffee, Latte, with non-dairy milk, flavored",7302,Coffee
92101910,"Coffee, Latte, decaffeinated",7302,Coffee
92101911,"Coffee, Latte, decaffeinated, nonfat",7302,Coffee
92101913,"Coffee, Latte, decaffeinated, with non-dairy milk",7302,Coffee
92101917,"Coffee, Latte, decaffeinated, flavored",7302,Coffee
92101918,"Coffee, Latte, decaffeinated, nonfat, flavored",7302,Coffee
92101919,"Coffee, Latte, decaffeinated, with non-dairy milk, flavored",7302,Coffee
92101920,Frozen coffee drink,7302,Coffee
92101921,"Frozen coffee drink, nonfat",7302,Coffee
92101923,"Frozen coffee drink, with non-dairy milk",7302,Coffee
92101925,"Frozen coffee drink, with whipped cream",7302,Coffee
92101926,"Frozen coffee drink, nonfat, with whipped cream",7302,Coffee
92101928,"Frozen coffee drink, with non-dairy milk and whipped cream",7302,Coffee
92101930,"Frozen coffee drink, decaffeinated",7302,Coffee
92101931,"Frozen coffee drink, decaffeinated, nonfat",7302,Coffee
92101933,"Frozen coffee drink, decaffeinated, with non-dairy milk",7302,Coffee
92101935,"Frozen coffee drink, decaffeinated, with whipped cream",7302,Coffee
92101936,"Frozen coffee drink, decaffeinated, nonfat, with whipped cream",7302,Coffee
92101938,"Frozen coffee drink, decaffeinated, with non-dairy milk and whipped cream",7302,Coffee
92101950,"Coffee, Cafe Mocha",7302,Coffee
92101955,"Coffee, Cafe Mocha, nonfat",7302,Coffee
92101960,"Coffee, Cafe Mocha, with non-dairy milk",7302,Coffee
92101965,"Coffee, Cafe Mocha, decaffeinated",7302,Coffee
92101970,"Coffee, Cafe Mocha, decaffeinated, nonfat",7302,Coffee
92101975,"Coffee, Cafe Mocha, decaffeinated, with non-dairy milk",7302,Coffee
